1495191360135,c8:0e:14:94:73:f6,-82;,24:df:6a:5b:22:4c,-74;,18:d6:c7:85:48:ae,-79;,70:56:81:cb:02:d6,-83;,f4:f2:6d:2d:0a:0d,-86;,28:6c:07:cf:74:c5,-87;,10:9a:dd:81:17:84,-88;,a4:99:47:b6:8f:d6,-88;,34:81:c4:e7:8c:71,-89;,1c:74:0d:25:3e:ae,-91;,f4:f2:6d:94:a5:59,-91;,88:03:55:45:97:19,-90;,24:df:6a:5b:22:4d,-74;,34:31:c4:2a:50:69,-74;,34:81:c4:30:cb:43,-71;,b0:48:7a:db:2d:10,-86;,f4:c7:14:3e:ef:b4,-87;,34:81:c4:d8:53:28,-77;,1c:c6:3c:05:e2:a4,-88;,84:94:8c:e2:e5:28,-70;,00:1d:19:65:e5:ae,-77;,00:24:fe:09:07:74,-79;,24:65:11:2f:ed:48,-89;,34:31:c4:2a:4d:f3,-78;,04:a1:51:db:b4:52,-87;,c0:25:06:46:32:9d,-82;,c8:0e:14:fa:e4:20,-77;,34:81:c4:ce:d7:d2,-84;,1c:74:0d:25:d1:fd,-85;,70:73:cb:b6:31:f9,-85;,84:94:8c:e2:e5:2a,-72;,84:94:8c:e2:e5:2b,-76;,e8:fc:af:7e:38:d4,-75;,7c:4f:b5:96:d4:ee,-76;,96:53:30:17:3a:b1,-76;,54:67:51:bb:1d:3d,-76;,e4:e0:c5:09:27:eb,-80;,c0:25:06:a1:70:b4,-81;,8a:25:2c:90:e4:7b,-82;,9c:c7:a6:55:78:7d,-82;,a8:d3:f7:2a:73:71,-85;,88:1f:a1:42:91:fc,-85;,ec:26:ca:7c:8b:66,-86;,88:25:2c:f4:d2:72,-87;,c0:25:06:32:85:fa,-89;,f4:8e:92:74:43:32,-90;,5c:96:9d:69:d1:cb,-91;,d4:21:22:29:30:e4,-90;,,903d185fccf839df
1495191360422,c8:0e:14:94:73:f6,-82;,24:df:6a:5b:22:4c,-74;,18:d6:c7:85:48:ae,-79;,70:56:81:cb:02:d6,-83;,f4:f2:6d:2d:0a:0d,-86;,28:6c:07:cf:74:c5,-87;,10:9a:dd:81:17:84,-88;,a4:99:47:b6:8f:d6,-88;,34:81:c4:e7:8c:71,-89;,1c:74:0d:25:3e:ae,-91;,f4:f2:6d:94:a5:59,-91;,88:03:55:45:97:19,-90;,24:df:6a:5b:22:4d,-74;,34:31:c4:2a:50:69,-74;,34:81:c4:30:cb:43,-71;,b0:48:7a:db:2d:10,-86;,f4:c7:14:3e:ef:b4,-87;,34:81:c4:d8:53:28,-77;,1c:c6:3c:05:e2:a4,-88;,84:94:8c:e2:e5:28,-70;,00:1d:19:65:e5:ae,-77;,00:24:fe:09:07:74,-79;,24:65:11:2f:ed:48,-89;,34:31:c4:2a:4d:f3,-78;,04:a1:51:db:b4:52,-87;,c0:25:06:46:32:9d,-82;,c8:0e:14:fa:e4:20,-77;,34:81:c4:ce:d7:d2,-84;,1c:74:0d:25:d1:fd,-85;,70:73:cb:b6:31:f9,-85;,84:94:8c:e2:e5:2a,-72;,84:94:8c:e2:e5:2b,-76;,e8:fc:af:7e:38:d4,-75;,7c:4f:b5:96:d4:ee,-76;,96:53:30:17:3a:b1,-76;,54:67:51:bb:1d:3d,-76;,e4:e0:c5:09:27:eb,-80;,c0:25:06:a1:70:b4,-81;,8a:25:2c:90:e4:7b,-82;,9c:c7:a6:55:78:7d,-82;,a8:d3:f7:2a:73:71,-85;,88:1f:a1:42:91:fc,-85;,ec:26:ca:7c:8b:66,-86;,88:25:2c:f4:d2:72,-87;,c0:25:06:32:85:fa,-89;,f4:8e:92:74:43:32,-90;,5c:96:9d:69:d1:cb,-91;,d4:21:22:29:30:e4,-90;,,903d185fccf839df
1495191360717,c8:0e:14:94:73:f6,-82;,24:df:6a:5b:22:4c,-74;,18:d6:c7:85:48:ae,-79;,70:56:81:cb:02:d6,-83;,f4:f2:6d:2d:0a:0d,-86;,28:6c:07:cf:74:c5,-87;,10:9a:dd:81:17:84,-88;,a4:99:47:b6:8f:d6,-88;,34:81:c4:e7:8c:71,-89;,1c:74:0d:25:3e:ae,-91;,f4:f2:6d:94:a5:59,-91;,88:03:55:45:97:19,-90;,24:df:6a:5b:22:4d,-74;,34:31:c4:2a:50:69,-74;,34:81:c4:30:cb:43,-71;,b0:48:7a:db:2d:10,-86;,f4:c7:14:3e:ef:b4,-87;,34:81:c4:d8:53:28,-77;,1c:c6:3c:05:e2:a4,-88;,84:94:8c:e2:e5:28,-70;,00:1d:19:65:e5:ae,-77;,00:24:fe:09:07:74,-79;,24:65:11:2f:ed:48,-89;,34:31:c4:2a:4d:f3,-78;,04:a1:51:db:b4:52,-87;,c0:25:06:46:32:9d,-82;,c8:0e:14:fa:e4:20,-77;,34:81:c4:ce:d7:d2,-84;,1c:74:0d:25:d1:fd,-85;,70:73:cb:b6:31:f9,-85;,84:94:8c:e2:e5:2a,-72;,84:94:8c:e2:e5:2b,-76;,e8:fc:af:7e:38:d4,-75;,7c:4f:b5:96:d4:ee,-76;,96:53:30:17:3a:b1,-76;,54:67:51:bb:1d:3d,-76;,e4:e0:c5:09:27:eb,-80;,c0:25:06:a1:70:b4,-81;,8a:25:2c:90:e4:7b,-82;,9c:c7:a6:55:78:7d,-82;,a8:d3:f7:2a:73:71,-85;,88:1f:a1:42:91:fc,-85;,ec:26:ca:7c:8b:66,-86;,88:25:2c:f4:d2:72,-87;,c0:25:06:32:85:fa,-89;,f4:8e:92:74:43:32,-90;,5c:96:9d:69:d1:cb,-91;,d4:21:22:29:30:e4,-90;,,903d185fccf839df
1495191361020,c8:0e:14:94:73:f6,-82;,24:df:6a:5b:22:4c,-74;,18:d6:c7:85:48:ae,-79;,70:56:81:cb:02:d6,-83;,f4:f2:6d:2d:0a:0d,-86;,28:6c:07:cf:74:c5,-87;,10:9a:dd:81:17:84,-88;,a4:99:47:b6:8f:d6,-88;,34:81:c4:e7:8c:71,-89;,1c:74:0d:25:3e:ae,-91;,f4:f2:6d:94:a5:59,-91;,88:03:55:45:97:19,-90;,24:df:6a:5b:22:4d,-74;,34:31:c4:2a:50:69,-74;,34:81:c4:30:cb:43,-71;,b0:48:7a:db:2d:10,-86;,f4:c7:14:3e:ef:b4,-87;,34:81:c4:d8:53:28,-77;,1c:c6:3c:05:e2:a4,-88;,84:94:8c:e2:e5:28,-70;,00:1d:19:65:e5:ae,-77;,00:24:fe:09:07:74,-79;,24:65:11:2f:ed:48,-89;,34:31:c4:2a:4d:f3,-78;,04:a1:51:db:b4:52,-87;,c0:25:06:46:32:9d,-82;,c8:0e:14:fa:e4:20,-77;,34:81:c4:ce:d7:d2,-84;,1c:74:0d:25:d1:fd,-85;,70:73:cb:b6:31:f9,-85;,84:94:8c:e2:e5:2a,-72;,84:94:8c:e2:e5:2b,-76;,e8:fc:af:7e:38:d4,-75;,7c:4f:b5:96:d4:ee,-76;,96:53:30:17:3a:b1,-76;,54:67:51:bb:1d:3d,-76;,e4:e0:c5:09:27:eb,-80;,c0:25:06:a1:70:b4,-81;,8a:25:2c:90:e4:7b,-82;,9c:c7:a6:55:78:7d,-82;,a8:d3:f7:2a:73:71,-85;,88:1f:a1:42:91:fc,-85;,ec:26:ca:7c:8b:66,-86;,88:25:2c:f4:d2:72,-87;,c0:25:06:32:85:fa,-89;,f4:8e:92:74:43:32,-90;,5c:96:9d:69:d1:cb,-91;,d4:21:22:29:30:e4,-90;,,903d185fccf839df
1495191361379,c8:0e:14:94:73:f6,-82;,24:df:6a:5b:22:4c,-74;,18:d6:c7:85:48:ae,-79;,70:56:81:cb:02:d6,-83;,f4:f2:6d:2d:0a:0d,-86;,28:6c:07:cf:74:c5,-87;,10:9a:dd:81:17:84,-88;,a4:99:47:b6:8f:d6,-88;,34:81:c4:e7:8c:71,-89;,1c:74:0d:25:3e:ae,-91;,f4:f2:6d:94:a5:59,-91;,88:03:55:45:97:19,-90;,24:df:6a:5b:22:4d,-74;,34:31:c4:2a:50:69,-74;,34:81:c4:30:cb:43,-71;,b0:48:7a:db:2d:10,-86;,f4:c7:14:3e:ef:b4,-87;,34:81:c4:d8:53:28,-77;,1c:c6:3c:05:e2:a4,-88;,84:94:8c:e2:e5:28,-70;,00:1d:19:65:e5:ae,-77;,00:24:fe:09:07:74,-79;,24:65:11:2f:ed:48,-89;,34:31:c4:2a:4d:f3,-78;,04:a1:51:db:b4:52,-87;,c0:25:06:46:32:9d,-82;,c8:0e:14:fa:e4:20,-77;,34:81:c4:ce:d7:d2,-84;,1c:74:0d:25:d1:fd,-85;,70:73:cb:b6:31:f9,-85;,84:94:8c:e2:e5:2a,-72;,84:94:8c:e2:e5:2b,-76;,e8:fc:af:7e:38:d4,-75;,7c:4f:b5:96:d4:ee,-76;,96:53:30:17:3a:b1,-76;,54:67:51:bb:1d:3d,-76;,e4:e0:c5:09:27:eb,-80;,c0:25:06:a1:70:b4,-81;,8a:25:2c:90:e4:7b,-82;,9c:c7:a6:55:78:7d,-82;,a8:d3:f7:2a:73:71,-85;,88:1f:a1:42:91:fc,-85;,ec:26:ca:7c:8b:66,-86;,88:25:2c:f4:d2:72,-87;,c0:25:06:32:85:fa,-89;,f4:8e:92:74:43:32,-90;,5c:96:9d:69:d1:cb,-91;,d4:21:22:29:30:e4,-90;,,903d185fccf839df
1495191361621,c8:0e:14:94:73:f6,-82;,24:df:6a:5b:22:4c,-74;,18:d6:c7:85:48:ae,-79;,70:56:81:cb:02:d6,-83;,f4:f2:6d:2d:0a:0d,-86;,28:6c:07:cf:74:c5,-87;,10:9a:dd:81:17:84,-88;,a4:99:47:b6:8f:d6,-88;,34:81:c4:e7:8c:71,-89;,1c:74:0d:25:3e:ae,-91;,f4:f2:6d:94:a5:59,-91;,88:03:55:45:97:19,-90;,24:df:6a:5b:22:4d,-74;,34:31:c4:2a:50:69,-74;,34:81:c4:30:cb:43,-71;,b0:48:7a:db:2d:10,-86;,f4:c7:14:3e:ef:b4,-87;,34:81:c4:d8:53:28,-77;,1c:c6:3c:05:e2:a4,-88;,84:94:8c:e2:e5:28,-70;,00:1d:19:65:e5:ae,-77;,00:24:fe:09:07:74,-79;,24:65:11:2f:ed:48,-89;,34:31:c4:2a:4d:f3,-78;,04:a1:51:db:b4:52,-87;,c0:25:06:46:32:9d,-82;,c8:0e:14:fa:e4:20,-77;,34:81:c4:ce:d7:d2,-84;,1c:74:0d:25:d1:fd,-85;,70:73:cb:b6:31:f9,-85;,84:94:8c:e2:e5:2a,-72;,84:94:8c:e2:e5:2b,-76;,e8:fc:af:7e:38:d4,-75;,7c:4f:b5:96:d4:ee,-76;,96:53:30:17:3a:b1,-76;,54:67:51:bb:1d:3d,-76;,e4:e0:c5:09:27:eb,-80;,c0:25:06:a1:70:b4,-81;,8a:25:2c:90:e4:7b,-82;,9c:c7:a6:55:78:7d,-82;,a8:d3:f7:2a:73:71,-85;,88:1f:a1:42:91:fc,-85;,ec:26:ca:7c:8b:66,-86;,88:25:2c:f4:d2:72,-87;,c0:25:06:32:85:fa,-89;,f4:8e:92:74:43:32,-90;,5c:96:9d:69:d1:cb,-91;,d4:21:22:29:30:e4,-90;,,903d185fccf839df
1495191361916,c8:0e:14:94:73:f6,-82;,24:df:6a:5b:22:4c,-74;,18:d6:c7:85:48:ae,-79;,70:56:81:cb:02:d6,-83;,f4:f2:6d:2d:0a:0d,-86;,28:6c:07:cf:74:c5,-87;,10:9a:dd:81:17:84,-88;,a4:99:47:b6:8f:d6,-88;,34:81:c4:e7:8c:71,-89;,1c:74:0d:25:3e:ae,-91;,f4:f2:6d:94:a5:59,-91;,88:03:55:45:97:19,-90;,24:df:6a:5b:22:4d,-74;,34:31:c4:2a:50:69,-74;,34:81:c4:30:cb:43,-71;,b0:48:7a:db:2d:10,-86;,f4:c7:14:3e:ef:b4,-87;,34:81:c4:d8:53:28,-77;,1c:c6:3c:05:e2:a4,-88;,84:94:8c:e2:e5:28,-70;,00:1d:19:65:e5:ae,-77;,00:24:fe:09:07:74,-79;,24:65:11:2f:ed:48,-89;,34:31:c4:2a:4d:f3,-78;,04:a1:51:db:b4:52,-87;,c0:25:06:46:32:9d,-82;,c8:0e:14:fa:e4:20,-77;,34:81:c4:ce:d7:d2,-84;,1c:74:0d:25:d1:fd,-85;,70:73:cb:b6:31:f9,-85;,84:94:8c:e2:e5:2a,-72;,84:94:8c:e2:e5:2b,-76;,e8:fc:af:7e:38:d4,-75;,7c:4f:b5:96:d4:ee,-76;,96:53:30:17:3a:b1,-76;,54:67:51:bb:1d:3d,-76;,e4:e0:c5:09:27:eb,-80;,c0:25:06:a1:70:b4,-81;,8a:25:2c:90:e4:7b,-82;,9c:c7:a6:55:78:7d,-82;,a8:d3:f7:2a:73:71,-85;,88:1f:a1:42:91:fc,-85;,ec:26:ca:7c:8b:66,-86;,88:25:2c:f4:d2:72,-87;,c0:25:06:32:85:fa,-89;,f4:8e:92:74:43:32,-90;,5c:96:9d:69:d1:cb,-91;,d4:21:22:29:30:e4,-90;,,903d185fccf839df
1495191362232,c8:0e:14:94:73:f6,-82;,24:df:6a:5b:22:4c,-74;,18:d6:c7:85:48:ae,-79;,70:56:81:cb:02:d6,-83;,f4:f2:6d:2d:0a:0d,-86;,28:6c:07:cf:74:c5,-87;,10:9a:dd:81:17:84,-88;,a4:99:47:b6:8f:d6,-88;,34:81:c4:e7:8c:71,-89;,1c:74:0d:25:3e:ae,-91;,f4:f2:6d:94:a5:59,-91;,88:03:55:45:97:19,-90;,24:df:6a:5b:22:4d,-74;,34:31:c4:2a:50:69,-74;,34:81:c4:30:cb:43,-71;,b0:48:7a:db:2d:10,-86;,f4:c7:14:3e:ef:b4,-87;,34:81:c4:d8:53:28,-77;,1c:c6:3c:05:e2:a4,-88;,84:94:8c:e2:e5:28,-70;,00:1d:19:65:e5:ae,-77;,00:24:fe:09:07:74,-79;,24:65:11:2f:ed:48,-89;,34:31:c4:2a:4d:f3,-78;,04:a1:51:db:b4:52,-87;,c0:25:06:46:32:9d,-82;,c8:0e:14:fa:e4:20,-77;,34:81:c4:ce:d7:d2,-84;,1c:74:0d:25:d1:fd,-85;,70:73:cb:b6:31:f9,-85;,84:94:8c:e2:e5:2a,-72;,84:94:8c:e2:e5:2b,-76;,e8:fc:af:7e:38:d4,-75;,7c:4f:b5:96:d4:ee,-76;,96:53:30:17:3a:b1,-76;,54:67:51:bb:1d:3d,-76;,e4:e0:c5:09:27:eb,-80;,c0:25:06:a1:70:b4,-81;,8a:25:2c:90:e4:7b,-82;,9c:c7:a6:55:78:7d,-82;,a8:d3:f7:2a:73:71,-85;,88:1f:a1:42:91:fc,-85;,ec:26:ca:7c:8b:66,-86;,88:25:2c:f4:d2:72,-87;,c0:25:06:32:85:fa,-89;,f4:8e:92:74:43:32,-90;,5c:96:9d:69:d1:cb,-91;,d4:21:22:29:30:e4,-90;,,903d185fccf839df
1495191362522,c8:0e:14:94:73:f6,-82;,24:df:6a:5b:22:4c,-74;,18:d6:c7:85:48:ae,-79;,70:56:81:cb:02:d6,-83;,f4:f2:6d:2d:0a:0d,-86;,28:6c:07:cf:74:c5,-87;,10:9a:dd:81:17:84,-88;,a4:99:47:b6:8f:d6,-88;,34:81:c4:e7:8c:71,-89;,1c:74:0d:25:3e:ae,-91;,f4:f2:6d:94:a5:59,-91;,88:03:55:45:97:19,-90;,24:df:6a:5b:22:4d,-74;,34:31:c4:2a:50:69,-74;,34:81:c4:30:cb:43,-71;,b0:48:7a:db:2d:10,-86;,f4:c7:14:3e:ef:b4,-87;,34:81:c4:d8:53:28,-77;,1c:c6:3c:05:e2:a4,-88;,84:94:8c:e2:e5:28,-70;,00:1d:19:65:e5:ae,-77;,00:24:fe:09:07:74,-79;,24:65:11:2f:ed:48,-89;,34:31:c4:2a:4d:f3,-78;,04:a1:51:db:b4:52,-87;,c0:25:06:46:32:9d,-82;,c8:0e:14:fa:e4:20,-77;,34:81:c4:ce:d7:d2,-84;,1c:74:0d:25:d1:fd,-85;,70:73:cb:b6:31:f9,-85;,84:94:8c:e2:e5:2a,-72;,84:94:8c:e2:e5:2b,-76;,e8:fc:af:7e:38:d4,-75;,7c:4f:b5:96:d4:ee,-76;,96:53:30:17:3a:b1,-76;,54:67:51:bb:1d:3d,-76;,e4:e0:c5:09:27:eb,-80;,c0:25:06:a1:70:b4,-81;,8a:25:2c:90:e4:7b,-82;,9c:c7:a6:55:78:7d,-82;,a8:d3:f7:2a:73:71,-85;,88:1f:a1:42:91:fc,-85;,ec:26:ca:7c:8b:66,-86;,88:25:2c:f4:d2:72,-87;,c0:25:06:32:85:fa,-89;,f4:8e:92:74:43:32,-90;,5c:96:9d:69:d1:cb,-91;,d4:21:22:29:30:e4,-90;,,903d185fccf839df
1495191362814,c8:0e:14:94:73:f6,-82;,24:df:6a:5b:22:4c,-74;,18:d6:c7:85:48:ae,-79;,70:56:81:cb:02:d6,-83;,f4:f2:6d:2d:0a:0d,-86;,28:6c:07:cf:74:c5,-87;,10:9a:dd:81:17:84,-88;,a4:99:47:b6:8f:d6,-88;,34:81:c4:e7:8c:71,-89;,1c:74:0d:25:3e:ae,-91;,f4:f2:6d:94:a5:59,-91;,88:03:55:45:97:19,-90;,24:df:6a:5b:22:4d,-74;,34:31:c4:2a:50:69,-74;,34:81:c4:30:cb:43,-71;,b0:48:7a:db:2d:10,-86;,f4:c7:14:3e:ef:b4,-87;,34:81:c4:d8:53:28,-77;,1c:c6:3c:05:e2:a4,-88;,84:94:8c:e2:e5:28,-70;,00:1d:19:65:e5:ae,-77;,00:24:fe:09:07:74,-79;,24:65:11:2f:ed:48,-89;,34:31:c4:2a:4d:f3,-78;,04:a1:51:db:b4:52,-87;,c0:25:06:46:32:9d,-82;,c8:0e:14:fa:e4:20,-77;,34:81:c4:ce:d7:d2,-84;,1c:74:0d:25:d1:fd,-85;,70:73:cb:b6:31:f9,-85;,84:94:8c:e2:e5:2a,-72;,84:94:8c:e2:e5:2b,-76;,e8:fc:af:7e:38:d4,-75;,7c:4f:b5:96:d4:ee,-76;,96:53:30:17:3a:b1,-76;,54:67:51:bb:1d:3d,-76;,e4:e0:c5:09:27:eb,-80;,c0:25:06:a1:70:b4,-81;,8a:25:2c:90:e4:7b,-82;,9c:c7:a6:55:78:7d,-82;,a8:d3:f7:2a:73:71,-85;,88:1f:a1:42:91:fc,-85;,ec:26:ca:7c:8b:66,-86;,88:25:2c:f4:d2:72,-87;,c0:25:06:32:85:fa,-89;,f4:8e:92:74:43:32,-90;,5c:96:9d:69:d1:cb,-91;,d4:21:22:29:30:e4,-90;,,903d185fccf839df
1495191363112,c8:0e:14:94:73:f6,-82;,24:df:6a:5b:22:4c,-74;,18:d6:c7:85:48:ae,-79;,70:56:81:cb:02:d6,-83;,f4:f2:6d:2d:0a:0d,-86;,28:6c:07:cf:74:c5,-87;,10:9a:dd:81:17:84,-88;,a4:99:47:b6:8f:d6,-88;,34:81:c4:e7:8c:71,-89;,1c:74:0d:25:3e:ae,-91;,f4:f2:6d:94:a5:59,-91;,88:03:55:45:97:19,-90;,24:df:6a:5b:22:4d,-74;,34:31:c4:2a:50:69,-74;,34:81:c4:30:cb:43,-71;,b0:48:7a:db:2d:10,-86;,f4:c7:14:3e:ef:b4,-87;,34:81:c4:d8:53:28,-77;,1c:c6:3c:05:e2:a4,-88;,84:94:8c:e2:e5:28,-70;,00:1d:19:65:e5:ae,-77;,00:24:fe:09:07:74,-79;,24:65:11:2f:ed:48,-89;,34:31:c4:2a:4d:f3,-78;,04:a1:51:db:b4:52,-87;,c0:25:06:46:32:9d,-82;,c8:0e:14:fa:e4:20,-77;,34:81:c4:ce:d7:d2,-84;,1c:74:0d:25:d1:fd,-85;,70:73:cb:b6:31:f9,-85;,84:94:8c:e2:e5:2a,-72;,84:94:8c:e2:e5:2b,-76;,e8:fc:af:7e:38:d4,-75;,7c:4f:b5:96:d4:ee,-76;,96:53:30:17:3a:b1,-76;,54:67:51:bb:1d:3d,-76;,e4:e0:c5:09:27:eb,-80;,c0:25:06:a1:70:b4,-81;,8a:25:2c:90:e4:7b,-82;,9c:c7:a6:55:78:7d,-82;,a8:d3:f7:2a:73:71,-85;,88:1f:a1:42:91:fc,-85;,ec:26:ca:7c:8b:66,-86;,88:25:2c:f4:d2:72,-87;,c0:25:06:32:85:fa,-89;,f4:8e:92:74:43:32,-90;,5c:96:9d:69:d1:cb,-91;,d4:21:22:29:30:e4,-90;,,903d185fccf839df
1495191363418,c8:0e:14:94:73:f6,-82;,24:df:6a:5b:22:4c,-74;,18:d6:c7:85:48:ae,-79;,70:56:81:cb:02:d6,-83;,f4:f2:6d:2d:0a:0d,-86;,28:6c:07:cf:74:c5,-87;,10:9a:dd:81:17:84,-88;,a4:99:47:b6:8f:d6,-88;,34:81:c4:e7:8c:71,-89;,1c:74:0d:25:3e:ae,-91;,f4:f2:6d:94:a5:59,-91;,88:03:55:45:97:19,-90;,24:df:6a:5b:22:4d,-74;,34:31:c4:2a:50:69,-74;,34:81:c4:30:cb:43,-71;,b0:48:7a:db:2d:10,-86;,f4:c7:14:3e:ef:b4,-87;,34:81:c4:d8:53:28,-77;,1c:c6:3c:05:e2:a4,-88;,84:94:8c:e2:e5:28,-70;,00:1d:19:65:e5:ae,-77;,00:24:fe:09:07:74,-79;,24:65:11:2f:ed:48,-89;,34:31:c4:2a:4d:f3,-78;,04:a1:51:db:b4:52,-87;,c0:25:06:46:32:9d,-82;,c8:0e:14:fa:e4:20,-77;,34:81:c4:ce:d7:d2,-84;,1c:74:0d:25:d1:fd,-85;,70:73:cb:b6:31:f9,-85;,84:94:8c:e2:e5:2a,-72;,84:94:8c:e2:e5:2b,-76;,e8:fc:af:7e:38:d4,-75;,7c:4f:b5:96:d4:ee,-76;,96:53:30:17:3a:b1,-76;,54:67:51:bb:1d:3d,-76;,e4:e0:c5:09:27:eb,-80;,c0:25:06:a1:70:b4,-81;,8a:25:2c:90:e4:7b,-82;,9c:c7:a6:55:78:7d,-82;,a8:d3:f7:2a:73:71,-85;,88:1f:a1:42:91:fc,-85;,ec:26:ca:7c:8b:66,-86;,88:25:2c:f4:d2:72,-87;,c0:25:06:32:85:fa,-89;,f4:8e:92:74:43:32,-90;,5c:96:9d:69:d1:cb,-91;,d4:21:22:29:30:e4,-90;,,903d185fccf839df
1495191363723,c8:0e:14:94:73:f6,-82;,24:df:6a:5b:22:4c,-74;,18:d6:c7:85:48:ae,-79;,70:56:81:cb:02:d6,-83;,f4:f2:6d:2d:0a:0d,-86;,28:6c:07:cf:74:c5,-87;,10:9a:dd:81:17:84,-88;,a4:99:47:b6:8f:d6,-88;,34:81:c4:e7:8c:71,-89;,1c:74:0d:25:3e:ae,-91;,f4:f2:6d:94:a5:59,-91;,88:03:55:45:97:19,-90;,24:df:6a:5b:22:4d,-74;,34:31:c4:2a:50:69,-74;,34:81:c4:30:cb:43,-71;,b0:48:7a:db:2d:10,-86;,f4:c7:14:3e:ef:b4,-87;,34:81:c4:d8:53:28,-77;,1c:c6:3c:05:e2:a4,-88;,84:94:8c:e2:e5:28,-70;,00:1d:19:65:e5:ae,-77;,00:24:fe:09:07:74,-79;,24:65:11:2f:ed:48,-89;,34:31:c4:2a:4d:f3,-78;,04:a1:51:db:b4:52,-87;,c0:25:06:46:32:9d,-82;,c8:0e:14:fa:e4:20,-77;,34:81:c4:ce:d7:d2,-84;,1c:74:0d:25:d1:fd,-85;,70:73:cb:b6:31:f9,-85;,84:94:8c:e2:e5:2a,-72;,84:94:8c:e2:e5:2b,-76;,e8:fc:af:7e:38:d4,-75;,7c:4f:b5:96:d4:ee,-76;,96:53:30:17:3a:b1,-76;,54:67:51:bb:1d:3d,-76;,e4:e0:c5:09:27:eb,-80;,c0:25:06:a1:70:b4,-81;,8a:25:2c:90:e4:7b,-82;,9c:c7:a6:55:78:7d,-82;,a8:d3:f7:2a:73:71,-85;,88:1f:a1:42:91:fc,-85;,ec:26:ca:7c:8b:66,-86;,88:25:2c:f4:d2:72,-87;,c0:25:06:32:85:fa,-89;,f4:8e:92:74:43:32,-90;,5c:96:9d:69:d1:cb,-91;,d4:21:22:29:30:e4,-90;,,903d185fccf839df
1495191364019,c8:0e:14:94:73:f6,-82;,24:df:6a:5b:22:4c,-74;,18:d6:c7:85:48:ae,-79;,70:56:81:cb:02:d6,-83;,f4:f2:6d:2d:0a:0d,-86;,28:6c:07:cf:74:c5,-87;,10:9a:dd:81:17:84,-88;,a4:99:47:b6:8f:d6,-88;,34:81:c4:e7:8c:71,-89;,1c:74:0d:25:3e:ae,-91;,f4:f2:6d:94:a5:59,-91;,88:03:55:45:97:19,-90;,24:df:6a:5b:22:4d,-74;,34:31:c4:2a:50:69,-74;,34:81:c4:30:cb:43,-71;,b0:48:7a:db:2d:10,-86;,f4:c7:14:3e:ef:b4,-87;,34:81:c4:d8:53:28,-77;,1c:c6:3c:05:e2:a4,-88;,84:94:8c:e2:e5:28,-70;,00:1d:19:65:e5:ae,-77;,00:24:fe:09:07:74,-79;,24:65:11:2f:ed:48,-89;,34:31:c4:2a:4d:f3,-78;,04:a1:51:db:b4:52,-87;,c0:25:06:46:32:9d,-82;,c8:0e:14:fa:e4:20,-77;,34:81:c4:ce:d7:d2,-84;,1c:74:0d:25:d1:fd,-85;,70:73:cb:b6:31:f9,-85;,84:94:8c:e2:e5:2a,-72;,84:94:8c:e2:e5:2b,-76;,e8:fc:af:7e:38:d4,-75;,7c:4f:b5:96:d4:ee,-76;,96:53:30:17:3a:b1,-76;,54:67:51:bb:1d:3d,-76;,e4:e0:c5:09:27:eb,-80;,c0:25:06:a1:70:b4,-81;,8a:25:2c:90:e4:7b,-82;,9c:c7:a6:55:78:7d,-82;,a8:d3:f7:2a:73:71,-85;,88:1f:a1:42:91:fc,-85;,ec:26:ca:7c:8b:66,-86;,88:25:2c:f4:d2:72,-87;,c0:25:06:32:85:fa,-89;,f4:8e:92:74:43:32,-90;,5c:96:9d:69:d1:cb,-91;,d4:21:22:29:30:e4,-90;,,903d185fccf839df
