1498153662563,98:de:d0:d4:74:a6,-78;,00:22:b0:97:8d:bd,-69;,64:66:b3:c1:fb:ba,-76;,00:1b:2f:51:13:d8,-78;,c4:3d:c7:69:a3:e4,-57;,f4:f2:6d:3f:15:a0,-64;,64:d1:a3:35:b1:fc,-67;,c4:04:15:43:87:00,-71;,04:a1:51:d2:e1:10,-72;,18:d6:c7:5b:3a:2e,-74;,d0:c7:c0:53:4e:e7,-75;,02:23:08:c7:f7:5a,-76;,14:cc:20:63:5c:0a,-78;,9c:5c:8e:c7:32:58,-79;,b8:f8:83:6b:e8:07,-81;,38:d5:47:47:5d:e4,-82;,14:2d:27:93:bc:b1,-82;,60:e3:27:be:21:fc,-82;,64:d1:a3:35:3e:a2,-83;,f6:f2:6d:2d:0a:0e,-83;,16:2f:68:39:20:7c,-83;,ac:16:2d:8e:30:b5,-83;,60:e3:27:e7:90:a8,-84;,64:70:02:c4:62:f8,-85;,30:b5:c2:df:cd:74,-86;,38:10:d5:29:d1:1a,-87;,fa:8f:ca:7d:7d:9e,-59;,fa:8f:ca:9c:12:05,-67;,04:53:7c:a9:4d:4a,-75;,f4:5e:ab:a6:c5:26,-82;,3a:0e:14:94:73:f5,-85;,,903d185fccf839df
1498153662755,98:de:d0:d4:74:a6,-78;,00:22:b0:97:8d:bd,-69;,64:66:b3:c1:fb:ba,-76;,00:1b:2f:51:13:d8,-78;,c4:3d:c7:69:a3:e4,-57;,f4:f2:6d:3f:15:a0,-64;,64:d1:a3:35:b1:fc,-67;,c4:04:15:43:87:00,-71;,04:a1:51:d2:e1:10,-72;,18:d6:c7:5b:3a:2e,-74;,d0:c7:c0:53:4e:e7,-75;,02:23:08:c7:f7:5a,-76;,14:cc:20:63:5c:0a,-78;,9c:5c:8e:c7:32:58,-79;,b8:f8:83:6b:e8:07,-81;,38:d5:47:47:5d:e4,-82;,14:2d:27:93:bc:b1,-82;,60:e3:27:be:21:fc,-82;,64:d1:a3:35:3e:a2,-83;,f6:f2:6d:2d:0a:0e,-83;,16:2f:68:39:20:7c,-83;,ac:16:2d:8e:30:b5,-83;,60:e3:27:e7:90:a8,-84;,64:70:02:c4:62:f8,-85;,30:b5:c2:df:cd:74,-86;,38:10:d5:29:d1:1a,-87;,fa:8f:ca:7d:7d:9e,-59;,fa:8f:ca:9c:12:05,-67;,04:53:7c:a9:4d:4a,-75;,f4:5e:ab:a6:c5:26,-82;,3a:0e:14:94:73:f5,-85;,,903d185fccf839df
1498153662861,98:de:d0:d4:74:a6,-78;,00:22:b0:97:8d:bd,-69;,64:66:b3:c1:fb:ba,-76;,00:1b:2f:51:13:d8,-78;,c4:3d:c7:69:a3:e4,-57;,f4:f2:6d:3f:15:a0,-64;,64:d1:a3:35:b1:fc,-67;,c4:04:15:43:87:00,-71;,04:a1:51:d2:e1:10,-72;,18:d6:c7:5b:3a:2e,-74;,d0:c7:c0:53:4e:e7,-75;,02:23:08:c7:f7:5a,-76;,14:cc:20:63:5c:0a,-78;,9c:5c:8e:c7:32:58,-79;,b8:f8:83:6b:e8:07,-81;,38:d5:47:47:5d:e4,-82;,14:2d:27:93:bc:b1,-82;,60:e3:27:be:21:fc,-82;,64:d1:a3:35:3e:a2,-83;,f6:f2:6d:2d:0a:0e,-83;,16:2f:68:39:20:7c,-83;,ac:16:2d:8e:30:b5,-83;,60:e3:27:e7:90:a8,-84;,64:70:02:c4:62:f8,-85;,30:b5:c2:df:cd:74,-86;,38:10:d5:29:d1:1a,-87;,fa:8f:ca:7d:7d:9e,-59;,fa:8f:ca:9c:12:05,-67;,04:53:7c:a9:4d:4a,-75;,f4:5e:ab:a6:c5:26,-82;,3a:0e:14:94:73:f5,-85;,,903d185fccf839df
1498153663049,98:de:d0:d4:74:a6,-78;,00:22:b0:97:8d:bd,-69;,64:66:b3:c1:fb:ba,-76;,00:1b:2f:51:13:d8,-78;,c4:3d:c7:69:a3:e4,-57;,f4:f2:6d:3f:15:a0,-64;,64:d1:a3:35:b1:fc,-67;,c4:04:15:43:87:00,-71;,04:a1:51:d2:e1:10,-72;,18:d6:c7:5b:3a:2e,-74;,d0:c7:c0:53:4e:e7,-75;,02:23:08:c7:f7:5a,-76;,14:cc:20:63:5c:0a,-78;,9c:5c:8e:c7:32:58,-79;,b8:f8:83:6b:e8:07,-81;,38:d5:47:47:5d:e4,-82;,14:2d:27:93:bc:b1,-82;,60:e3:27:be:21:fc,-82;,64:d1:a3:35:3e:a2,-83;,f6:f2:6d:2d:0a:0e,-83;,16:2f:68:39:20:7c,-83;,ac:16:2d:8e:30:b5,-83;,60:e3:27:e7:90:a8,-84;,64:70:02:c4:62:f8,-85;,30:b5:c2:df:cd:74,-86;,38:10:d5:29:d1:1a,-87;,fa:8f:ca:7d:7d:9e,-59;,fa:8f:ca:9c:12:05,-67;,04:53:7c:a9:4d:4a,-75;,f4:5e:ab:a6:c5:26,-82;,3a:0e:14:94:73:f5,-85;,,903d185fccf839df
1498153663179,98:de:d0:d4:74:a6,-78;,00:22:b0:97:8d:bd,-69;,64:66:b3:c1:fb:ba,-76;,00:1b:2f:51:13:d8,-78;,c4:3d:c7:69:a3:e4,-57;,f4:f2:6d:3f:15:a0,-64;,64:d1:a3:35:b1:fc,-67;,c4:04:15:43:87:00,-71;,04:a1:51:d2:e1:10,-72;,18:d6:c7:5b:3a:2e,-74;,d0:c7:c0:53:4e:e7,-75;,02:23:08:c7:f7:5a,-76;,14:cc:20:63:5c:0a,-78;,9c:5c:8e:c7:32:58,-79;,b8:f8:83:6b:e8:07,-81;,38:d5:47:47:5d:e4,-82;,14:2d:27:93:bc:b1,-82;,60:e3:27:be:21:fc,-82;,64:d1:a3:35:3e:a2,-83;,f6:f2:6d:2d:0a:0e,-83;,16:2f:68:39:20:7c,-83;,ac:16:2d:8e:30:b5,-83;,60:e3:27:e7:90:a8,-84;,64:70:02:c4:62:f8,-85;,30:b5:c2:df:cd:74,-86;,38:10:d5:29:d1:1a,-87;,fa:8f:ca:7d:7d:9e,-59;,fa:8f:ca:9c:12:05,-67;,04:53:7c:a9:4d:4a,-75;,f4:5e:ab:a6:c5:26,-82;,3a:0e:14:94:73:f5,-85;,,903d185fccf839df
1498153663339,98:de:d0:d4:74:a6,-78;,00:22:b0:97:8d:bd,-69;,64:66:b3:c1:fb:ba,-76;,00:1b:2f:51:13:d8,-78;,c4:3d:c7:69:a3:e4,-57;,f4:f2:6d:3f:15:a0,-64;,64:d1:a3:35:b1:fc,-67;,c4:04:15:43:87:00,-71;,04:a1:51:d2:e1:10,-72;,18:d6:c7:5b:3a:2e,-74;,d0:c7:c0:53:4e:e7,-75;,02:23:08:c7:f7:5a,-76;,14:cc:20:63:5c:0a,-78;,9c:5c:8e:c7:32:58,-79;,b8:f8:83:6b:e8:07,-81;,38:d5:47:47:5d:e4,-82;,14:2d:27:93:bc:b1,-82;,60:e3:27:be:21:fc,-82;,64:d1:a3:35:3e:a2,-83;,f6:f2:6d:2d:0a:0e,-83;,16:2f:68:39:20:7c,-83;,ac:16:2d:8e:30:b5,-83;,60:e3:27:e7:90:a8,-84;,64:70:02:c4:62:f8,-85;,30:b5:c2:df:cd:74,-86;,38:10:d5:29:d1:1a,-87;,fa:8f:ca:7d:7d:9e,-59;,fa:8f:ca:9c:12:05,-67;,04:53:7c:a9:4d:4a,-75;,f4:5e:ab:a6:c5:26,-82;,3a:0e:14:94:73:f5,-85;,,903d185fccf839df
1498153663466,98:de:d0:d4:74:a6,-78;,00:22:b0:97:8d:bd,-69;,64:66:b3:c1:fb:ba,-76;,00:1b:2f:51:13:d8,-78;,c4:3d:c7:69:a3:e4,-57;,f4:f2:6d:3f:15:a0,-64;,64:d1:a3:35:b1:fc,-67;,c4:04:15:43:87:00,-71;,04:a1:51:d2:e1:10,-72;,18:d6:c7:5b:3a:2e,-74;,d0:c7:c0:53:4e:e7,-75;,02:23:08:c7:f7:5a,-76;,14:cc:20:63:5c:0a,-78;,9c:5c:8e:c7:32:58,-79;,b8:f8:83:6b:e8:07,-81;,38:d5:47:47:5d:e4,-82;,14:2d:27:93:bc:b1,-82;,60:e3:27:be:21:fc,-82;,64:d1:a3:35:3e:a2,-83;,f6:f2:6d:2d:0a:0e,-83;,16:2f:68:39:20:7c,-83;,ac:16:2d:8e:30:b5,-83;,60:e3:27:e7:90:a8,-84;,64:70:02:c4:62:f8,-85;,30:b5:c2:df:cd:74,-86;,38:10:d5:29:d1:1a,-87;,fa:8f:ca:7d:7d:9e,-59;,fa:8f:ca:9c:12:05,-67;,04:53:7c:a9:4d:4a,-75;,f4:5e:ab:a6:c5:26,-82;,3a:0e:14:94:73:f5,-85;,,903d185fccf839df
1498153663637,98:de:d0:d4:74:a6,-78;,00:22:b0:97:8d:bd,-69;,64:66:b3:c1:fb:ba,-76;,00:1b:2f:51:13:d8,-78;,c4:3d:c7:69:a3:e4,-57;,f4:f2:6d:3f:15:a0,-64;,64:d1:a3:35:b1:fc,-67;,c4:04:15:43:87:00,-71;,04:a1:51:d2:e1:10,-72;,18:d6:c7:5b:3a:2e,-74;,d0:c7:c0:53:4e:e7,-75;,02:23:08:c7:f7:5a,-76;,14:cc:20:63:5c:0a,-78;,9c:5c:8e:c7:32:58,-79;,b8:f8:83:6b:e8:07,-81;,38:d5:47:47:5d:e4,-82;,14:2d:27:93:bc:b1,-82;,60:e3:27:be:21:fc,-82;,64:d1:a3:35:3e:a2,-83;,f6:f2:6d:2d:0a:0e,-83;,16:2f:68:39:20:7c,-83;,ac:16:2d:8e:30:b5,-83;,60:e3:27:e7:90:a8,-84;,64:70:02:c4:62:f8,-85;,30:b5:c2:df:cd:74,-86;,38:10:d5:29:d1:1a,-87;,fa:8f:ca:7d:7d:9e,-59;,fa:8f:ca:9c:12:05,-67;,04:53:7c:a9:4d:4a,-75;,f4:5e:ab:a6:c5:26,-82;,3a:0e:14:94:73:f5,-85;,,903d185fccf839df
1498153663776,98:de:d0:d4:74:a6,-78;,00:22:b0:97:8d:bd,-69;,64:66:b3:c1:fb:ba,-76;,00:1b:2f:51:13:d8,-78;,c4:3d:c7:69:a3:e4,-57;,f4:f2:6d:3f:15:a0,-64;,64:d1:a3:35:b1:fc,-67;,c4:04:15:43:87:00,-71;,04:a1:51:d2:e1:10,-72;,18:d6:c7:5b:3a:2e,-74;,d0:c7:c0:53:4e:e7,-75;,02:23:08:c7:f7:5a,-76;,14:cc:20:63:5c:0a,-78;,9c:5c:8e:c7:32:58,-79;,b8:f8:83:6b:e8:07,-81;,38:d5:47:47:5d:e4,-82;,14:2d:27:93:bc:b1,-82;,60:e3:27:be:21:fc,-82;,64:d1:a3:35:3e:a2,-83;,f6:f2:6d:2d:0a:0e,-83;,16:2f:68:39:20:7c,-83;,ac:16:2d:8e:30:b5,-83;,60:e3:27:e7:90:a8,-84;,64:70:02:c4:62:f8,-85;,30:b5:c2:df:cd:74,-86;,38:10:d5:29:d1:1a,-87;,fa:8f:ca:7d:7d:9e,-59;,fa:8f:ca:9c:12:05,-67;,04:53:7c:a9:4d:4a,-75;,f4:5e:ab:a6:c5:26,-82;,3a:0e:14:94:73:f5,-85;,,903d185fccf839df
1498153663931,98:de:d0:d4:74:a6,-78;,00:22:b0:97:8d:bd,-69;,64:66:b3:c1:fb:ba,-76;,00:1b:2f:51:13:d8,-78;,c4:3d:c7:69:a3:e4,-57;,f4:f2:6d:3f:15:a0,-64;,64:d1:a3:35:b1:fc,-67;,c4:04:15:43:87:00,-71;,04:a1:51:d2:e1:10,-72;,18:d6:c7:5b:3a:2e,-74;,d0:c7:c0:53:4e:e7,-75;,02:23:08:c7:f7:5a,-76;,14:cc:20:63:5c:0a,-78;,9c:5c:8e:c7:32:58,-79;,b8:f8:83:6b:e8:07,-81;,38:d5:47:47:5d:e4,-82;,14:2d:27:93:bc:b1,-82;,60:e3:27:be:21:fc,-82;,64:d1:a3:35:3e:a2,-83;,f6:f2:6d:2d:0a:0e,-83;,16:2f:68:39:20:7c,-83;,ac:16:2d:8e:30:b5,-83;,60:e3:27:e7:90:a8,-84;,64:70:02:c4:62:f8,-85;,30:b5:c2:df:cd:74,-86;,38:10:d5:29:d1:1a,-87;,fa:8f:ca:7d:7d:9e,-59;,fa:8f:ca:9c:12:05,-67;,04:53:7c:a9:4d:4a,-75;,f4:5e:ab:a6:c5:26,-82;,3a:0e:14:94:73:f5,-85;,,903d185fccf839df
1498153664063,98:de:d0:d4:74:a6,-78;,00:22:b0:97:8d:bd,-69;,64:66:b3:c1:fb:ba,-76;,00:1b:2f:51:13:d8,-78;,c4:3d:c7:69:a3:e4,-57;,f4:f2:6d:3f:15:a0,-64;,64:d1:a3:35:b1:fc,-67;,c4:04:15:43:87:00,-71;,04:a1:51:d2:e1:10,-72;,18:d6:c7:5b:3a:2e,-74;,d0:c7:c0:53:4e:e7,-75;,02:23:08:c7:f7:5a,-76;,14:cc:20:63:5c:0a,-78;,9c:5c:8e:c7:32:58,-79;,b8:f8:83:6b:e8:07,-81;,38:d5:47:47:5d:e4,-82;,14:2d:27:93:bc:b1,-82;,60:e3:27:be:21:fc,-82;,64:d1:a3:35:3e:a2,-83;,f6:f2:6d:2d:0a:0e,-83;,16:2f:68:39:20:7c,-83;,ac:16:2d:8e:30:b5,-83;,60:e3:27:e7:90:a8,-84;,64:70:02:c4:62:f8,-85;,30:b5:c2:df:cd:74,-86;,38:10:d5:29:d1:1a,-87;,fa:8f:ca:7d:7d:9e,-59;,fa:8f:ca:9c:12:05,-67;,04:53:7c:a9:4d:4a,-75;,f4:5e:ab:a6:c5:26,-82;,3a:0e:14:94:73:f5,-85;,,903d185fccf839df
1498153664235,98:de:d0:d4:74:a6,-78;,00:22:b0:97:8d:bd,-69;,64:66:b3:c1:fb:ba,-76;,00:1b:2f:51:13:d8,-78;,c4:3d:c7:69:a3:e4,-57;,f4:f2:6d:3f:15:a0,-64;,64:d1:a3:35:b1:fc,-67;,c4:04:15:43:87:00,-71;,04:a1:51:d2:e1:10,-72;,18:d6:c7:5b:3a:2e,-74;,d0:c7:c0:53:4e:e7,-75;,02:23:08:c7:f7:5a,-76;,14:cc:20:63:5c:0a,-78;,9c:5c:8e:c7:32:58,-79;,b8:f8:83:6b:e8:07,-81;,38:d5:47:47:5d:e4,-82;,14:2d:27:93:bc:b1,-82;,60:e3:27:be:21:fc,-82;,64:d1:a3:35:3e:a2,-83;,f6:f2:6d:2d:0a:0e,-83;,16:2f:68:39:20:7c,-83;,ac:16:2d:8e:30:b5,-83;,60:e3:27:e7:90:a8,-84;,64:70:02:c4:62:f8,-85;,30:b5:c2:df:cd:74,-86;,38:10:d5:29:d1:1a,-87;,fa:8f:ca:7d:7d:9e,-59;,fa:8f:ca:9c:12:05,-67;,04:53:7c:a9:4d:4a,-75;,f4:5e:ab:a6:c5:26,-82;,3a:0e:14:94:73:f5,-85;,,903d185fccf839df
