1495814786330,24:df:6a:5b:22:4c,-87;,70:56:81:cb:02:d6,-89;,24:df:6a:5b:22:4d,-86;,c8:0e:14:94:73:f6,-86;,f4:f2:6d:2d:0a:0d,-85;,38:10:d5:0f:8e:44,-78;,34:81:c4:e7:8c:71,-89;,3c:46:d8:2a:8c:3c,-75;,88:03:55:45:97:19,-90;,f4:f2:6d:94:a5:59,-88;,c0:25:06:d8:76:b6,-75;,d0:05:2a:94:c7:0b,-88;,34:81:c4:e7:8c:6f,-67;,f4:f2:6d:94:a5:5a,-77;,c0:25:06:b2:67:9f,-84;,c0:25:06:d8:76:ba,-76;,34:81:c4:d9:26:a1,-77;,bc:05:43:5f:fd:b5,-83;,4a:0e:14:94:73:f5,-89;,a4:2b:b0:b1:e0:47,-75;,f4:f2:6d:2d:0a:0e,-80;,34:81:c4:d9:26:a2,-84;,5c:49:79:37:31:8b,-82;,70:4d:7b:52:58:f4,-82;,54:67:51:84:33:79,-85;,5c:49:79:90:7e:48,-80;,54:67:51:26:26:dc,-87;,54:67:51:26:26:e7,-81;,5c:49:79:90:7e:49,-88;,54:67:51:bf:5f:97,-88;,c0:25:06:b2:67:9b,-89;,a4:99:47:b6:8f:d6,-89;,90:ef:68:87:b6:d9,-89;,a6:81:c4:d9:26:a1,-74;,b6:81:c4:d9:26:a1,-77;,d0:05:2a:94:c7:0c,-88;,08:96:d7:03:86:d4,-72;,1c:74:0d:65:62:93,-78;,88:03:55:37:ca:14,-80;,f6:f2:6d:2d:0a:0e,-81;,74:31:70:25:e0:3e,-81;,90:ef:68:87:b6:d8,-82;,10:fe:ed:ac:22:46,-82;,40:4d:8e:8e:95:08,-86;,30:e1:71:f1:b0:7a,-87;,c0:25:06:a1:70:b4,-87;,e4:3e:d7:e4:1b:1d,-88;,64:70:02:c4:62:f8,-88;,02:63:42:fd:0e:9e,-80;,8a:e4:a0:ce:4d:78,-87;,,903d185fccf839df
1495814786626,24:df:6a:5b:22:4c,-87;,70:56:81:cb:02:d6,-89;,24:df:6a:5b:22:4d,-86;,c8:0e:14:94:73:f6,-86;,f4:f2:6d:2d:0a:0d,-85;,38:10:d5:0f:8e:44,-78;,34:81:c4:e7:8c:71,-89;,3c:46:d8:2a:8c:3c,-75;,88:03:55:45:97:19,-90;,f4:f2:6d:94:a5:59,-88;,c0:25:06:d8:76:b6,-75;,d0:05:2a:94:c7:0b,-88;,34:81:c4:e7:8c:6f,-67;,f4:f2:6d:94:a5:5a,-77;,c0:25:06:b2:67:9f,-84;,c0:25:06:d8:76:ba,-76;,34:81:c4:d9:26:a1,-77;,bc:05:43:5f:fd:b5,-83;,4a:0e:14:94:73:f5,-89;,a4:2b:b0:b1:e0:47,-75;,f4:f2:6d:2d:0a:0e,-80;,34:81:c4:d9:26:a2,-84;,5c:49:79:37:31:8b,-82;,70:4d:7b:52:58:f4,-82;,54:67:51:84:33:79,-85;,5c:49:79:90:7e:48,-80;,54:67:51:26:26:dc,-87;,54:67:51:26:26:e7,-81;,5c:49:79:90:7e:49,-88;,54:67:51:bf:5f:97,-88;,c0:25:06:b2:67:9b,-89;,a4:99:47:b6:8f:d6,-89;,90:ef:68:87:b6:d9,-89;,a6:81:c4:d9:26:a1,-74;,b6:81:c4:d9:26:a1,-77;,d0:05:2a:94:c7:0c,-88;,08:96:d7:03:86:d4,-72;,1c:74:0d:65:62:93,-78;,88:03:55:37:ca:14,-80;,f6:f2:6d:2d:0a:0e,-81;,74:31:70:25:e0:3e,-81;,90:ef:68:87:b6:d8,-82;,10:fe:ed:ac:22:46,-82;,40:4d:8e:8e:95:08,-86;,30:e1:71:f1:b0:7a,-87;,c0:25:06:a1:70:b4,-87;,e4:3e:d7:e4:1b:1d,-88;,64:70:02:c4:62:f8,-88;,02:63:42:fd:0e:9e,-80;,8a:e4:a0:ce:4d:78,-87;,,903d185fccf839df
1495814786930,24:df:6a:5b:22:4c,-87;,70:56:81:cb:02:d6,-89;,24:df:6a:5b:22:4d,-86;,c8:0e:14:94:73:f6,-86;,f4:f2:6d:2d:0a:0d,-85;,38:10:d5:0f:8e:44,-78;,34:81:c4:e7:8c:71,-89;,3c:46:d8:2a:8c:3c,-75;,88:03:55:45:97:19,-90;,f4:f2:6d:94:a5:59,-88;,c0:25:06:d8:76:b6,-75;,d0:05:2a:94:c7:0b,-88;,34:81:c4:e7:8c:6f,-67;,f4:f2:6d:94:a5:5a,-77;,c0:25:06:b2:67:9f,-84;,c0:25:06:d8:76:ba,-76;,34:81:c4:d9:26:a1,-77;,bc:05:43:5f:fd:b5,-83;,4a:0e:14:94:73:f5,-89;,a4:2b:b0:b1:e0:47,-75;,f4:f2:6d:2d:0a:0e,-80;,34:81:c4:d9:26:a2,-84;,5c:49:79:37:31:8b,-82;,70:4d:7b:52:58:f4,-82;,54:67:51:84:33:79,-85;,5c:49:79:90:7e:48,-80;,54:67:51:26:26:dc,-87;,54:67:51:26:26:e7,-81;,5c:49:79:90:7e:49,-88;,54:67:51:bf:5f:97,-88;,c0:25:06:b2:67:9b,-89;,a4:99:47:b6:8f:d6,-89;,90:ef:68:87:b6:d9,-89;,a6:81:c4:d9:26:a1,-74;,b6:81:c4:d9:26:a1,-77;,d0:05:2a:94:c7:0c,-88;,08:96:d7:03:86:d4,-72;,1c:74:0d:65:62:93,-78;,88:03:55:37:ca:14,-80;,f6:f2:6d:2d:0a:0e,-81;,74:31:70:25:e0:3e,-81;,90:ef:68:87:b6:d8,-82;,10:fe:ed:ac:22:46,-82;,40:4d:8e:8e:95:08,-86;,30:e1:71:f1:b0:7a,-87;,c0:25:06:a1:70:b4,-87;,e4:3e:d7:e4:1b:1d,-88;,64:70:02:c4:62:f8,-88;,02:63:42:fd:0e:9e,-80;,8a:e4:a0:ce:4d:78,-87;,,903d185fccf839df
1495814787216,24:df:6a:5b:22:4c,-87;,70:56:81:cb:02:d6,-89;,24:df:6a:5b:22:4d,-86;,c8:0e:14:94:73:f6,-86;,f4:f2:6d:2d:0a:0d,-85;,38:10:d5:0f:8e:44,-78;,34:81:c4:e7:8c:71,-89;,3c:46:d8:2a:8c:3c,-75;,88:03:55:45:97:19,-90;,f4:f2:6d:94:a5:59,-88;,c0:25:06:d8:76:b6,-75;,d0:05:2a:94:c7:0b,-88;,34:81:c4:e7:8c:6f,-67;,f4:f2:6d:94:a5:5a,-77;,c0:25:06:b2:67:9f,-84;,c0:25:06:d8:76:ba,-76;,34:81:c4:d9:26:a1,-77;,bc:05:43:5f:fd:b5,-83;,4a:0e:14:94:73:f5,-89;,a4:2b:b0:b1:e0:47,-75;,f4:f2:6d:2d:0a:0e,-80;,34:81:c4:d9:26:a2,-84;,5c:49:79:37:31:8b,-82;,70:4d:7b:52:58:f4,-82;,54:67:51:84:33:79,-85;,5c:49:79:90:7e:48,-80;,54:67:51:26:26:dc,-87;,54:67:51:26:26:e7,-81;,5c:49:79:90:7e:49,-88;,54:67:51:bf:5f:97,-88;,c0:25:06:b2:67:9b,-89;,a4:99:47:b6:8f:d6,-89;,90:ef:68:87:b6:d9,-89;,a6:81:c4:d9:26:a1,-74;,b6:81:c4:d9:26:a1,-77;,d0:05:2a:94:c7:0c,-88;,08:96:d7:03:86:d4,-72;,1c:74:0d:65:62:93,-78;,88:03:55:37:ca:14,-80;,f6:f2:6d:2d:0a:0e,-81;,74:31:70:25:e0:3e,-81;,90:ef:68:87:b6:d8,-82;,10:fe:ed:ac:22:46,-82;,40:4d:8e:8e:95:08,-86;,30:e1:71:f1:b0:7a,-87;,c0:25:06:a1:70:b4,-87;,e4:3e:d7:e4:1b:1d,-88;,64:70:02:c4:62:f8,-88;,02:63:42:fd:0e:9e,-80;,8a:e4:a0:ce:4d:78,-87;,,903d185fccf839df
1495814787531,24:df:6a:5b:22:4c,-87;,70:56:81:cb:02:d6,-89;,24:df:6a:5b:22:4d,-86;,c8:0e:14:94:73:f6,-86;,f4:f2:6d:2d:0a:0d,-85;,38:10:d5:0f:8e:44,-78;,34:81:c4:e7:8c:71,-89;,3c:46:d8:2a:8c:3c,-75;,88:03:55:45:97:19,-90;,f4:f2:6d:94:a5:59,-88;,c0:25:06:d8:76:b6,-75;,d0:05:2a:94:c7:0b,-88;,34:81:c4:e7:8c:6f,-67;,f4:f2:6d:94:a5:5a,-77;,c0:25:06:b2:67:9f,-84;,c0:25:06:d8:76:ba,-76;,34:81:c4:d9:26:a1,-77;,bc:05:43:5f:fd:b5,-83;,4a:0e:14:94:73:f5,-89;,a4:2b:b0:b1:e0:47,-75;,f4:f2:6d:2d:0a:0e,-80;,34:81:c4:d9:26:a2,-84;,5c:49:79:37:31:8b,-82;,70:4d:7b:52:58:f4,-82;,54:67:51:84:33:79,-85;,5c:49:79:90:7e:48,-80;,54:67:51:26:26:dc,-87;,54:67:51:26:26:e7,-81;,5c:49:79:90:7e:49,-88;,54:67:51:bf:5f:97,-88;,c0:25:06:b2:67:9b,-89;,a4:99:47:b6:8f:d6,-89;,90:ef:68:87:b6:d9,-89;,a6:81:c4:d9:26:a1,-74;,b6:81:c4:d9:26:a1,-77;,d0:05:2a:94:c7:0c,-88;,08:96:d7:03:86:d4,-72;,1c:74:0d:65:62:93,-78;,88:03:55:37:ca:14,-80;,f6:f2:6d:2d:0a:0e,-81;,74:31:70:25:e0:3e,-81;,90:ef:68:87:b6:d8,-82;,10:fe:ed:ac:22:46,-82;,40:4d:8e:8e:95:08,-86;,30:e1:71:f1:b0:7a,-87;,c0:25:06:a1:70:b4,-87;,e4:3e:d7:e4:1b:1d,-88;,64:70:02:c4:62:f8,-88;,02:63:42:fd:0e:9e,-80;,8a:e4:a0:ce:4d:78,-87;,,903d185fccf839df
1495814787819,24:df:6a:5b:22:4c,-87;,70:56:81:cb:02:d6,-89;,24:df:6a:5b:22:4d,-86;,c8:0e:14:94:73:f6,-86;,f4:f2:6d:2d:0a:0d,-85;,38:10:d5:0f:8e:44,-78;,34:81:c4:e7:8c:71,-89;,3c:46:d8:2a:8c:3c,-75;,88:03:55:45:97:19,-90;,f4:f2:6d:94:a5:59,-88;,c0:25:06:d8:76:b6,-75;,d0:05:2a:94:c7:0b,-88;,34:81:c4:e7:8c:6f,-67;,f4:f2:6d:94:a5:5a,-77;,c0:25:06:b2:67:9f,-84;,c0:25:06:d8:76:ba,-76;,34:81:c4:d9:26:a1,-77;,bc:05:43:5f:fd:b5,-83;,4a:0e:14:94:73:f5,-89;,a4:2b:b0:b1:e0:47,-75;,f4:f2:6d:2d:0a:0e,-80;,34:81:c4:d9:26:a2,-84;,5c:49:79:37:31:8b,-82;,70:4d:7b:52:58:f4,-82;,54:67:51:84:33:79,-85;,5c:49:79:90:7e:48,-80;,54:67:51:26:26:dc,-87;,54:67:51:26:26:e7,-81;,5c:49:79:90:7e:49,-88;,54:67:51:bf:5f:97,-88;,c0:25:06:b2:67:9b,-89;,a4:99:47:b6:8f:d6,-89;,90:ef:68:87:b6:d9,-89;,a6:81:c4:d9:26:a1,-74;,b6:81:c4:d9:26:a1,-77;,d0:05:2a:94:c7:0c,-88;,08:96:d7:03:86:d4,-72;,1c:74:0d:65:62:93,-78;,88:03:55:37:ca:14,-80;,f6:f2:6d:2d:0a:0e,-81;,74:31:70:25:e0:3e,-81;,90:ef:68:87:b6:d8,-82;,10:fe:ed:ac:22:46,-82;,40:4d:8e:8e:95:08,-86;,30:e1:71:f1:b0:7a,-87;,c0:25:06:a1:70:b4,-87;,e4:3e:d7:e4:1b:1d,-88;,64:70:02:c4:62:f8,-88;,02:63:42:fd:0e:9e,-80;,8a:e4:a0:ce:4d:78,-87;,,903d185fccf839df
1495814788116,24:df:6a:5b:22:4c,-87;,70:56:81:cb:02:d6,-89;,24:df:6a:5b:22:4d,-86;,c8:0e:14:94:73:f6,-86;,f4:f2:6d:2d:0a:0d,-85;,38:10:d5:0f:8e:44,-78;,34:81:c4:e7:8c:71,-89;,3c:46:d8:2a:8c:3c,-75;,88:03:55:45:97:19,-90;,f4:f2:6d:94:a5:59,-88;,c0:25:06:d8:76:b6,-75;,d0:05:2a:94:c7:0b,-88;,34:81:c4:e7:8c:6f,-67;,f4:f2:6d:94:a5:5a,-77;,c0:25:06:b2:67:9f,-84;,c0:25:06:d8:76:ba,-76;,34:81:c4:d9:26:a1,-77;,bc:05:43:5f:fd:b5,-83;,4a:0e:14:94:73:f5,-89;,a4:2b:b0:b1:e0:47,-75;,f4:f2:6d:2d:0a:0e,-80;,34:81:c4:d9:26:a2,-84;,5c:49:79:37:31:8b,-82;,70:4d:7b:52:58:f4,-82;,54:67:51:84:33:79,-85;,5c:49:79:90:7e:48,-80;,54:67:51:26:26:dc,-87;,54:67:51:26:26:e7,-81;,5c:49:79:90:7e:49,-88;,54:67:51:bf:5f:97,-88;,c0:25:06:b2:67:9b,-89;,a4:99:47:b6:8f:d6,-89;,90:ef:68:87:b6:d9,-89;,a6:81:c4:d9:26:a1,-74;,b6:81:c4:d9:26:a1,-77;,d0:05:2a:94:c7:0c,-88;,08:96:d7:03:86:d4,-72;,1c:74:0d:65:62:93,-78;,88:03:55:37:ca:14,-80;,f6:f2:6d:2d:0a:0e,-81;,74:31:70:25:e0:3e,-81;,90:ef:68:87:b6:d8,-82;,10:fe:ed:ac:22:46,-82;,40:4d:8e:8e:95:08,-86;,30:e1:71:f1:b0:7a,-87;,c0:25:06:a1:70:b4,-87;,e4:3e:d7:e4:1b:1d,-88;,64:70:02:c4:62:f8,-88;,02:63:42:fd:0e:9e,-80;,8a:e4:a0:ce:4d:78,-87;,,903d185fccf839df
1495814788424,24:df:6a:5b:22:4c,-87;,70:56:81:cb:02:d6,-89;,24:df:6a:5b:22:4d,-86;,c8:0e:14:94:73:f6,-86;,f4:f2:6d:2d:0a:0d,-85;,38:10:d5:0f:8e:44,-78;,34:81:c4:e7:8c:71,-89;,3c:46:d8:2a:8c:3c,-75;,88:03:55:45:97:19,-90;,f4:f2:6d:94:a5:59,-88;,c0:25:06:d8:76:b6,-75;,d0:05:2a:94:c7:0b,-88;,34:81:c4:e7:8c:6f,-67;,f4:f2:6d:94:a5:5a,-77;,c0:25:06:b2:67:9f,-84;,c0:25:06:d8:76:ba,-76;,34:81:c4:d9:26:a1,-77;,bc:05:43:5f:fd:b5,-83;,4a:0e:14:94:73:f5,-89;,a4:2b:b0:b1:e0:47,-75;,f4:f2:6d:2d:0a:0e,-80;,34:81:c4:d9:26:a2,-84;,5c:49:79:37:31:8b,-82;,70:4d:7b:52:58:f4,-82;,54:67:51:84:33:79,-85;,5c:49:79:90:7e:48,-80;,54:67:51:26:26:dc,-87;,54:67:51:26:26:e7,-81;,5c:49:79:90:7e:49,-88;,54:67:51:bf:5f:97,-88;,c0:25:06:b2:67:9b,-89;,a4:99:47:b6:8f:d6,-89;,90:ef:68:87:b6:d9,-89;,a6:81:c4:d9:26:a1,-74;,b6:81:c4:d9:26:a1,-77;,d0:05:2a:94:c7:0c,-88;,08:96:d7:03:86:d4,-72;,1c:74:0d:65:62:93,-78;,88:03:55:37:ca:14,-80;,f6:f2:6d:2d:0a:0e,-81;,74:31:70:25:e0:3e,-81;,90:ef:68:87:b6:d8,-82;,10:fe:ed:ac:22:46,-82;,40:4d:8e:8e:95:08,-86;,30:e1:71:f1:b0:7a,-87;,c0:25:06:a1:70:b4,-87;,e4:3e:d7:e4:1b:1d,-88;,64:70:02:c4:62:f8,-88;,02:63:42:fd:0e:9e,-80;,8a:e4:a0:ce:4d:78,-87;,,903d185fccf839df
1495814788734,24:df:6a:5b:22:4c,-87;,70:56:81:cb:02:d6,-89;,24:df:6a:5b:22:4d,-86;,c8:0e:14:94:73:f6,-86;,f4:f2:6d:2d:0a:0d,-85;,38:10:d5:0f:8e:44,-78;,34:81:c4:e7:8c:71,-89;,3c:46:d8:2a:8c:3c,-75;,88:03:55:45:97:19,-90;,f4:f2:6d:94:a5:59,-88;,c0:25:06:d8:76:b6,-75;,d0:05:2a:94:c7:0b,-88;,34:81:c4:e7:8c:6f,-67;,f4:f2:6d:94:a5:5a,-77;,c0:25:06:b2:67:9f,-84;,c0:25:06:d8:76:ba,-76;,34:81:c4:d9:26:a1,-77;,bc:05:43:5f:fd:b5,-83;,4a:0e:14:94:73:f5,-89;,a4:2b:b0:b1:e0:47,-75;,f4:f2:6d:2d:0a:0e,-80;,34:81:c4:d9:26:a2,-84;,5c:49:79:37:31:8b,-82;,70:4d:7b:52:58:f4,-82;,54:67:51:84:33:79,-85;,5c:49:79:90:7e:48,-80;,54:67:51:26:26:dc,-87;,54:67:51:26:26:e7,-81;,5c:49:79:90:7e:49,-88;,54:67:51:bf:5f:97,-88;,c0:25:06:b2:67:9b,-89;,a4:99:47:b6:8f:d6,-89;,90:ef:68:87:b6:d9,-89;,a6:81:c4:d9:26:a1,-74;,b6:81:c4:d9:26:a1,-77;,d0:05:2a:94:c7:0c,-88;,08:96:d7:03:86:d4,-72;,1c:74:0d:65:62:93,-78;,88:03:55:37:ca:14,-80;,f6:f2:6d:2d:0a:0e,-81;,74:31:70:25:e0:3e,-81;,90:ef:68:87:b6:d8,-82;,10:fe:ed:ac:22:46,-82;,40:4d:8e:8e:95:08,-86;,30:e1:71:f1:b0:7a,-87;,c0:25:06:a1:70:b4,-87;,e4:3e:d7:e4:1b:1d,-88;,64:70:02:c4:62:f8,-88;,02:63:42:fd:0e:9e,-80;,8a:e4:a0:ce:4d:78,-87;,,903d185fccf839df
1495814789024,24:df:6a:5b:22:4c,-87;,70:56:81:cb:02:d6,-89;,24:df:6a:5b:22:4d,-86;,c8:0e:14:94:73:f6,-86;,f4:f2:6d:2d:0a:0d,-85;,38:10:d5:0f:8e:44,-78;,34:81:c4:e7:8c:71,-89;,3c:46:d8:2a:8c:3c,-75;,88:03:55:45:97:19,-90;,f4:f2:6d:94:a5:59,-88;,c0:25:06:d8:76:b6,-75;,d0:05:2a:94:c7:0b,-88;,34:81:c4:e7:8c:6f,-67;,f4:f2:6d:94:a5:5a,-77;,c0:25:06:b2:67:9f,-84;,c0:25:06:d8:76:ba,-76;,34:81:c4:d9:26:a1,-77;,bc:05:43:5f:fd:b5,-83;,4a:0e:14:94:73:f5,-89;,a4:2b:b0:b1:e0:47,-75;,f4:f2:6d:2d:0a:0e,-80;,34:81:c4:d9:26:a2,-84;,5c:49:79:37:31:8b,-82;,70:4d:7b:52:58:f4,-82;,54:67:51:84:33:79,-85;,5c:49:79:90:7e:48,-80;,54:67:51:26:26:dc,-87;,54:67:51:26:26:e7,-81;,5c:49:79:90:7e:49,-88;,54:67:51:bf:5f:97,-88;,c0:25:06:b2:67:9b,-89;,a4:99:47:b6:8f:d6,-89;,90:ef:68:87:b6:d9,-89;,a6:81:c4:d9:26:a1,-74;,b6:81:c4:d9:26:a1,-77;,d0:05:2a:94:c7:0c,-88;,08:96:d7:03:86:d4,-72;,1c:74:0d:65:62:93,-78;,88:03:55:37:ca:14,-80;,f6:f2:6d:2d:0a:0e,-81;,74:31:70:25:e0:3e,-81;,90:ef:68:87:b6:d8,-82;,10:fe:ed:ac:22:46,-82;,40:4d:8e:8e:95:08,-86;,30:e1:71:f1:b0:7a,-87;,c0:25:06:a1:70:b4,-87;,e4:3e:d7:e4:1b:1d,-88;,64:70:02:c4:62:f8,-88;,02:63:42:fd:0e:9e,-80;,8a:e4:a0:ce:4d:78,-87;,,903d185fccf839df
1495814789327,24:df:6a:5b:22:4c,-87;,70:56:81:cb:02:d6,-89;,24:df:6a:5b:22:4d,-86;,c8:0e:14:94:73:f6,-86;,f4:f2:6d:2d:0a:0d,-85;,38:10:d5:0f:8e:44,-78;,34:81:c4:e7:8c:71,-89;,3c:46:d8:2a:8c:3c,-75;,88:03:55:45:97:19,-90;,f4:f2:6d:94:a5:59,-88;,c0:25:06:d8:76:b6,-75;,d0:05:2a:94:c7:0b,-88;,34:81:c4:e7:8c:6f,-67;,f4:f2:6d:94:a5:5a,-77;,c0:25:06:b2:67:9f,-84;,c0:25:06:d8:76:ba,-76;,34:81:c4:d9:26:a1,-77;,bc:05:43:5f:fd:b5,-83;,4a:0e:14:94:73:f5,-89;,a4:2b:b0:b1:e0:47,-75;,f4:f2:6d:2d:0a:0e,-80;,34:81:c4:d9:26:a2,-84;,5c:49:79:37:31:8b,-82;,70:4d:7b:52:58:f4,-82;,54:67:51:84:33:79,-85;,5c:49:79:90:7e:48,-80;,54:67:51:26:26:dc,-87;,54:67:51:26:26:e7,-81;,5c:49:79:90:7e:49,-88;,54:67:51:bf:5f:97,-88;,c0:25:06:b2:67:9b,-89;,a4:99:47:b6:8f:d6,-89;,90:ef:68:87:b6:d9,-89;,a6:81:c4:d9:26:a1,-74;,b6:81:c4:d9:26:a1,-77;,d0:05:2a:94:c7:0c,-88;,08:96:d7:03:86:d4,-72;,1c:74:0d:65:62:93,-78;,88:03:55:37:ca:14,-80;,f6:f2:6d:2d:0a:0e,-81;,74:31:70:25:e0:3e,-81;,90:ef:68:87:b6:d8,-82;,10:fe:ed:ac:22:46,-82;,40:4d:8e:8e:95:08,-86;,30:e1:71:f1:b0:7a,-87;,c0:25:06:a1:70:b4,-87;,e4:3e:d7:e4:1b:1d,-88;,64:70:02:c4:62:f8,-88;,02:63:42:fd:0e:9e,-80;,8a:e4:a0:ce:4d:78,-87;,,903d185fccf839df
1495814789626,24:df:6a:5b:22:4c,-87;,70:56:81:cb:02:d6,-89;,24:df:6a:5b:22:4d,-86;,c8:0e:14:94:73:f6,-86;,f4:f2:6d:2d:0a:0d,-85;,38:10:d5:0f:8e:44,-78;,34:81:c4:e7:8c:71,-89;,3c:46:d8:2a:8c:3c,-75;,88:03:55:45:97:19,-90;,f4:f2:6d:94:a5:59,-88;,c0:25:06:d8:76:b6,-75;,d0:05:2a:94:c7:0b,-88;,34:81:c4:e7:8c:6f,-67;,f4:f2:6d:94:a5:5a,-77;,c0:25:06:b2:67:9f,-84;,c0:25:06:d8:76:ba,-76;,34:81:c4:d9:26:a1,-77;,bc:05:43:5f:fd:b5,-83;,4a:0e:14:94:73:f5,-89;,a4:2b:b0:b1:e0:47,-75;,f4:f2:6d:2d:0a:0e,-80;,34:81:c4:d9:26:a2,-84;,5c:49:79:37:31:8b,-82;,70:4d:7b:52:58:f4,-82;,54:67:51:84:33:79,-85;,5c:49:79:90:7e:48,-80;,54:67:51:26:26:dc,-87;,54:67:51:26:26:e7,-81;,5c:49:79:90:7e:49,-88;,54:67:51:bf:5f:97,-88;,c0:25:06:b2:67:9b,-89;,a4:99:47:b6:8f:d6,-89;,90:ef:68:87:b6:d9,-89;,a6:81:c4:d9:26:a1,-74;,b6:81:c4:d9:26:a1,-77;,d0:05:2a:94:c7:0c,-88;,08:96:d7:03:86:d4,-72;,1c:74:0d:65:62:93,-78;,88:03:55:37:ca:14,-80;,f6:f2:6d:2d:0a:0e,-81;,74:31:70:25:e0:3e,-81;,90:ef:68:87:b6:d8,-82;,10:fe:ed:ac:22:46,-82;,40:4d:8e:8e:95:08,-86;,30:e1:71:f1:b0:7a,-87;,c0:25:06:a1:70:b4,-87;,e4:3e:d7:e4:1b:1d,-88;,64:70:02:c4:62:f8,-88;,02:63:42:fd:0e:9e,-80;,8a:e4:a0:ce:4d:78,-87;,,903d185fccf839df
1495814789915,24:df:6a:5b:22:4c,-87;,70:56:81:cb:02:d6,-89;,24:df:6a:5b:22:4d,-86;,c8:0e:14:94:73:f6,-86;,f4:f2:6d:2d:0a:0d,-85;,38:10:d5:0f:8e:44,-78;,34:81:c4:e7:8c:71,-89;,3c:46:d8:2a:8c:3c,-75;,88:03:55:45:97:19,-90;,f4:f2:6d:94:a5:59,-88;,c0:25:06:d8:76:b6,-75;,d0:05:2a:94:c7:0b,-88;,34:81:c4:e7:8c:6f,-67;,f4:f2:6d:94:a5:5a,-77;,c0:25:06:b2:67:9f,-84;,c0:25:06:d8:76:ba,-76;,34:81:c4:d9:26:a1,-77;,bc:05:43:5f:fd:b5,-83;,4a:0e:14:94:73:f5,-89;,a4:2b:b0:b1:e0:47,-75;,f4:f2:6d:2d:0a:0e,-80;,34:81:c4:d9:26:a2,-84;,5c:49:79:37:31:8b,-82;,70:4d:7b:52:58:f4,-82;,54:67:51:84:33:79,-85;,5c:49:79:90:7e:48,-80;,54:67:51:26:26:dc,-87;,54:67:51:26:26:e7,-81;,5c:49:79:90:7e:49,-88;,54:67:51:bf:5f:97,-88;,c0:25:06:b2:67:9b,-89;,a4:99:47:b6:8f:d6,-89;,90:ef:68:87:b6:d9,-89;,a6:81:c4:d9:26:a1,-74;,b6:81:c4:d9:26:a1,-77;,d0:05:2a:94:c7:0c,-88;,08:96:d7:03:86:d4,-72;,1c:74:0d:65:62:93,-78;,88:03:55:37:ca:14,-80;,f6:f2:6d:2d:0a:0e,-81;,74:31:70:25:e0:3e,-81;,90:ef:68:87:b6:d8,-82;,10:fe:ed:ac:22:46,-82;,40:4d:8e:8e:95:08,-86;,30:e1:71:f1:b0:7a,-87;,c0:25:06:a1:70:b4,-87;,e4:3e:d7:e4:1b:1d,-88;,64:70:02:c4:62:f8,-88;,02:63:42:fd:0e:9e,-80;,8a:e4:a0:ce:4d:78,-87;,,903d185fccf839df
1495814790229,24:df:6a:5b:22:4c,-87;,70:56:81:cb:02:d6,-89;,24:df:6a:5b:22:4d,-86;,c8:0e:14:94:73:f6,-86;,f4:f2:6d:2d:0a:0d,-85;,38:10:d5:0f:8e:44,-78;,34:81:c4:e7:8c:71,-89;,3c:46:d8:2a:8c:3c,-75;,88:03:55:45:97:19,-90;,f4:f2:6d:94:a5:59,-88;,c0:25:06:d8:76:b6,-75;,d0:05:2a:94:c7:0b,-88;,34:81:c4:e7:8c:6f,-75;,f4:f2:6d:94:a5:5a,-73;,c0:25:06:b2:67:9f,-83;,c0:25:06:d8:76:ba,-78;,4a:0e:14:94:73:f5,-79;,f4:f2:6d:2d:0a:0e,-71;,34:81:c4:d9:26:a2,-84;,54:67:51:84:33:79,-85;,54:67:51:26:26:dc,-87;,5c:49:79:90:7e:49,-88;,54:67:51:bf:5f:97,-88;,c0:25:06:b2:67:9b,-89;,a4:99:47:b6:8f:d6,-89;,90:ef:68:87:b6:d9,-89;,a6:81:c4:d9:26:a1,-79;,d0:05:2a:94:c7:0c,-88;,08:96:d7:03:86:d4,-80;,1c:74:0d:65:62:93,-85;,f6:f2:6d:2d:0a:0e,-69;,40:4d:8e:8e:95:08,-76;,64:70:02:c4:62:f8,-84;,dc:53:7c:a9:4d:48,-65;,18:a6:f7:d2:eb:fc,-73;,94:4a:0c:74:58:cb,-73;,c8:0e:14:94:73:f5,-77;,70:56:81:cb:02:d5,-79;,5c:35:3b:f2:53:20,-79;,f4:f2:6d:59:2e:4e,-82;,38:10:d5:5c:ca:a7,-82;,3e:10:d5:5c:ca:a7,-83;,5c:49:79:cc:c3:66,-83;,00:24:b2:de:11:60,-84;,e8:de:27:60:06:64,-84;,60:e3:27:98:ca:5c,-86;,04:53:7c:a9:4d:4a,-62;,3a:0e:14:94:73:f5,-76;,04:53:7c:68:03:1c,-79;,04:35:3b:f2:53:22,-81;,,903d185fccf839df
