1495195191182,78:94:b4:16:b5:a4,-88;,08:96:d7:48:90:84,-82;,94:10:3e:a8:37:24,-77;,18:83:bf:a9:65:f0,-86;,78:94:b4:16:b5:a6,-85;,ec:23:3d:a1:93:7c,-86;,f4:8e:92:00:bf:1a,-89;,24:00:ba:61:40:de,-89;,9c:c7:a6:a8:7f:6c,-89;,ec:23:3d:a1:93:7e,-89;,e0:28:6d:e0:44:de,-90;,08:7a:4c:36:df:56,-89;,90:67:1c:c7:a2:c9,-87;,e2:28:6d:e0:44:de,-89;,24:00:ba:61:40:dc,-84;,24:00:ba:61:40:dd,-88;,24:00:ba:61:40:df,-90;,08:7a:4c:36:df:54,-87;,90:67:1c:c7:a2:c7,-89;,e8:37:7a:cd:e8:01,-88;,5c:dc:96:3b:60:6b,-92;,5c:dc:96:3b:60:6c,-91;,e0:60:66:81:21:9a,-89;,84:24:8d:59:4f:80,-90;,18:83:bf:e5:ab:89,-88;,84:24:8d:59:4f:82,-91;,00:09:5b:5b:b9:50,-84;,38:10:d5:92:85:10,-77;,30:f7:72:6e:62:d2,-84;,94:10:3e:a8:34:32,-85;,0a:96:d7:90:30:0d,-89;,94:4a:0c:e8:65:8b,-91;,e4:3e:d7:75:1e:b1,-91;,00:18:9b:53:e9:da,-91;,06:18:d6:2b:34:85,-87;,,903d185fccf839df
1495195191497,78:94:b4:16:b5:a4,-88;,08:96:d7:48:90:84,-82;,94:10:3e:a8:37:24,-77;,18:83:bf:a9:65:f0,-86;,78:94:b4:16:b5:a6,-85;,ec:23:3d:a1:93:7c,-86;,f4:8e:92:00:bf:1a,-89;,24:00:ba:61:40:de,-89;,9c:c7:a6:a8:7f:6c,-89;,ec:23:3d:a1:93:7e,-89;,e0:28:6d:e0:44:de,-90;,08:7a:4c:36:df:56,-89;,90:67:1c:c7:a2:c9,-87;,e2:28:6d:e0:44:de,-89;,24:00:ba:61:40:dc,-84;,24:00:ba:61:40:dd,-88;,24:00:ba:61:40:df,-90;,08:7a:4c:36:df:54,-87;,90:67:1c:c7:a2:c7,-89;,e8:37:7a:cd:e8:01,-88;,5c:dc:96:3b:60:6b,-92;,5c:dc:96:3b:60:6c,-91;,e0:60:66:81:21:9a,-89;,84:24:8d:59:4f:80,-90;,18:83:bf:e5:ab:89,-88;,84:24:8d:59:4f:82,-91;,00:09:5b:5b:b9:50,-84;,38:10:d5:92:85:10,-77;,30:f7:72:6e:62:d2,-84;,94:10:3e:a8:34:32,-85;,0a:96:d7:90:30:0d,-89;,94:4a:0c:e8:65:8b,-91;,e4:3e:d7:75:1e:b1,-91;,00:18:9b:53:e9:da,-91;,06:18:d6:2b:34:85,-87;,,903d185fccf839df
1495195191783,78:94:b4:16:b5:a4,-88;,08:96:d7:48:90:84,-82;,94:10:3e:a8:37:24,-77;,18:83:bf:a9:65:f0,-86;,78:94:b4:16:b5:a6,-85;,ec:23:3d:a1:93:7c,-86;,f4:8e:92:00:bf:1a,-89;,24:00:ba:61:40:de,-89;,9c:c7:a6:a8:7f:6c,-89;,ec:23:3d:a1:93:7e,-89;,e0:28:6d:e0:44:de,-90;,08:7a:4c:36:df:56,-89;,90:67:1c:c7:a2:c9,-87;,e2:28:6d:e0:44:de,-89;,24:00:ba:61:40:dc,-84;,24:00:ba:61:40:dd,-88;,24:00:ba:61:40:df,-90;,08:7a:4c:36:df:54,-87;,90:67:1c:c7:a2:c7,-89;,e8:37:7a:cd:e8:01,-88;,5c:dc:96:3b:60:6b,-92;,5c:dc:96:3b:60:6c,-91;,e0:60:66:81:21:9a,-89;,84:24:8d:59:4f:80,-90;,18:83:bf:e5:ab:89,-88;,84:24:8d:59:4f:82,-91;,00:09:5b:5b:b9:50,-84;,38:10:d5:92:85:10,-77;,30:f7:72:6e:62:d2,-84;,94:10:3e:a8:34:32,-85;,0a:96:d7:90:30:0d,-89;,94:4a:0c:e8:65:8b,-91;,e4:3e:d7:75:1e:b1,-91;,00:18:9b:53:e9:da,-91;,06:18:d6:2b:34:85,-87;,,903d185fccf839df
1495195192074,78:94:b4:16:b5:a4,-88;,08:96:d7:48:90:84,-82;,94:10:3e:a8:37:24,-77;,18:83:bf:a9:65:f0,-86;,78:94:b4:16:b5:a6,-85;,ec:23:3d:a1:93:7c,-86;,f4:8e:92:00:bf:1a,-89;,24:00:ba:61:40:de,-89;,9c:c7:a6:a8:7f:6c,-89;,ec:23:3d:a1:93:7e,-89;,e0:28:6d:e0:44:de,-90;,08:7a:4c:36:df:56,-89;,90:67:1c:c7:a2:c9,-87;,e2:28:6d:e0:44:de,-89;,24:00:ba:61:40:dc,-84;,24:00:ba:61:40:dd,-88;,24:00:ba:61:40:df,-90;,08:7a:4c:36:df:54,-87;,90:67:1c:c7:a2:c7,-89;,e8:37:7a:cd:e8:01,-88;,5c:dc:96:3b:60:6b,-92;,5c:dc:96:3b:60:6c,-91;,e0:60:66:81:21:9a,-89;,84:24:8d:59:4f:80,-90;,18:83:bf:e5:ab:89,-88;,84:24:8d:59:4f:82,-91;,00:09:5b:5b:b9:50,-84;,38:10:d5:92:85:10,-77;,30:f7:72:6e:62:d2,-84;,94:10:3e:a8:34:32,-85;,0a:96:d7:90:30:0d,-89;,94:4a:0c:e8:65:8b,-91;,e4:3e:d7:75:1e:b1,-91;,00:18:9b:53:e9:da,-91;,06:18:d6:2b:34:85,-87;,,903d185fccf839df
1495195192388,78:94:b4:16:b5:a4,-88;,08:96:d7:48:90:84,-82;,94:10:3e:a8:37:24,-77;,18:83:bf:a9:65:f0,-86;,78:94:b4:16:b5:a6,-85;,ec:23:3d:a1:93:7c,-86;,f4:8e:92:00:bf:1a,-89;,24:00:ba:61:40:de,-89;,9c:c7:a6:a8:7f:6c,-89;,ec:23:3d:a1:93:7e,-89;,e0:28:6d:e0:44:de,-90;,08:7a:4c:36:df:56,-89;,90:67:1c:c7:a2:c9,-87;,e2:28:6d:e0:44:de,-89;,24:00:ba:61:40:dc,-84;,24:00:ba:61:40:dd,-88;,24:00:ba:61:40:df,-90;,08:7a:4c:36:df:54,-87;,90:67:1c:c7:a2:c7,-89;,e8:37:7a:cd:e8:01,-88;,5c:dc:96:3b:60:6b,-92;,5c:dc:96:3b:60:6c,-91;,e0:60:66:81:21:9a,-89;,84:24:8d:59:4f:80,-90;,18:83:bf:e5:ab:89,-88;,84:24:8d:59:4f:82,-91;,00:09:5b:5b:b9:50,-84;,38:10:d5:92:85:10,-77;,30:f7:72:6e:62:d2,-84;,94:10:3e:a8:34:32,-85;,0a:96:d7:90:30:0d,-89;,94:4a:0c:e8:65:8b,-91;,e4:3e:d7:75:1e:b1,-91;,00:18:9b:53:e9:da,-91;,06:18:d6:2b:34:85,-87;,,903d185fccf839df
1495195192686,78:94:b4:16:b5:a4,-88;,08:96:d7:48:90:84,-82;,94:10:3e:a8:37:24,-77;,18:83:bf:a9:65:f0,-86;,78:94:b4:16:b5:a6,-85;,ec:23:3d:a1:93:7c,-86;,f4:8e:92:00:bf:1a,-89;,24:00:ba:61:40:de,-89;,9c:c7:a6:a8:7f:6c,-89;,ec:23:3d:a1:93:7e,-89;,e0:28:6d:e0:44:de,-90;,08:7a:4c:36:df:56,-89;,90:67:1c:c7:a2:c9,-87;,e2:28:6d:e0:44:de,-89;,24:00:ba:61:40:dc,-84;,24:00:ba:61:40:dd,-88;,24:00:ba:61:40:df,-90;,08:7a:4c:36:df:54,-87;,90:67:1c:c7:a2:c7,-89;,e8:37:7a:cd:e8:01,-88;,5c:dc:96:3b:60:6b,-92;,5c:dc:96:3b:60:6c,-91;,e0:60:66:81:21:9a,-89;,84:24:8d:59:4f:80,-90;,18:83:bf:e5:ab:89,-88;,84:24:8d:59:4f:82,-91;,00:09:5b:5b:b9:50,-84;,38:10:d5:92:85:10,-77;,30:f7:72:6e:62:d2,-84;,94:10:3e:a8:34:32,-85;,0a:96:d7:90:30:0d,-89;,94:4a:0c:e8:65:8b,-91;,e4:3e:d7:75:1e:b1,-91;,00:18:9b:53:e9:da,-91;,06:18:d6:2b:34:85,-87;,,903d185fccf839df
1495195192976,78:94:b4:16:b5:a4,-88;,08:96:d7:48:90:84,-82;,94:10:3e:a8:37:24,-77;,18:83:bf:a9:65:f0,-86;,78:94:b4:16:b5:a6,-85;,ec:23:3d:a1:93:7c,-86;,f4:8e:92:00:bf:1a,-89;,24:00:ba:61:40:de,-89;,9c:c7:a6:a8:7f:6c,-89;,ec:23:3d:a1:93:7e,-89;,e0:28:6d:e0:44:de,-90;,08:7a:4c:36:df:56,-89;,90:67:1c:c7:a2:c9,-87;,e2:28:6d:e0:44:de,-89;,24:00:ba:61:40:dc,-84;,24:00:ba:61:40:dd,-88;,24:00:ba:61:40:df,-90;,08:7a:4c:36:df:54,-87;,90:67:1c:c7:a2:c7,-89;,e8:37:7a:cd:e8:01,-88;,5c:dc:96:3b:60:6b,-92;,5c:dc:96:3b:60:6c,-91;,e0:60:66:81:21:9a,-89;,84:24:8d:59:4f:80,-90;,18:83:bf:e5:ab:89,-88;,84:24:8d:59:4f:82,-91;,00:09:5b:5b:b9:50,-84;,38:10:d5:92:85:10,-77;,30:f7:72:6e:62:d2,-84;,94:10:3e:a8:34:32,-85;,0a:96:d7:90:30:0d,-89;,94:4a:0c:e8:65:8b,-91;,e4:3e:d7:75:1e:b1,-91;,00:18:9b:53:e9:da,-91;,06:18:d6:2b:34:85,-87;,,903d185fccf839df
1495195193278,78:94:b4:16:b5:a4,-88;,08:96:d7:48:90:84,-82;,94:10:3e:a8:37:24,-77;,18:83:bf:a9:65:f0,-86;,78:94:b4:16:b5:a6,-85;,ec:23:3d:a1:93:7c,-86;,f4:8e:92:00:bf:1a,-89;,24:00:ba:61:40:de,-89;,9c:c7:a6:a8:7f:6c,-89;,ec:23:3d:a1:93:7e,-89;,e0:28:6d:e0:44:de,-90;,08:7a:4c:36:df:56,-89;,90:67:1c:c7:a2:c9,-87;,e2:28:6d:e0:44:de,-89;,24:00:ba:61:40:dc,-84;,24:00:ba:61:40:dd,-88;,24:00:ba:61:40:df,-90;,08:7a:4c:36:df:54,-87;,90:67:1c:c7:a2:c7,-89;,e8:37:7a:cd:e8:01,-88;,5c:dc:96:3b:60:6b,-92;,5c:dc:96:3b:60:6c,-91;,e0:60:66:81:21:9a,-89;,84:24:8d:59:4f:80,-90;,18:83:bf:e5:ab:89,-88;,84:24:8d:59:4f:82,-91;,00:09:5b:5b:b9:50,-84;,38:10:d5:92:85:10,-77;,30:f7:72:6e:62:d2,-84;,94:10:3e:a8:34:32,-85;,0a:96:d7:90:30:0d,-89;,94:4a:0c:e8:65:8b,-91;,e4:3e:d7:75:1e:b1,-91;,00:18:9b:53:e9:da,-91;,06:18:d6:2b:34:85,-87;,,903d185fccf839df
1495195193575,78:94:b4:16:b5:a4,-88;,08:96:d7:48:90:84,-82;,94:10:3e:a8:37:24,-77;,18:83:bf:a9:65:f0,-86;,78:94:b4:16:b5:a6,-85;,ec:23:3d:a1:93:7c,-86;,f4:8e:92:00:bf:1a,-89;,24:00:ba:61:40:de,-89;,9c:c7:a6:a8:7f:6c,-89;,ec:23:3d:a1:93:7e,-89;,e0:28:6d:e0:44:de,-90;,08:7a:4c:36:df:56,-89;,90:67:1c:c7:a2:c9,-87;,e2:28:6d:e0:44:de,-89;,24:00:ba:61:40:dc,-84;,24:00:ba:61:40:dd,-88;,24:00:ba:61:40:df,-90;,08:7a:4c:36:df:54,-87;,90:67:1c:c7:a2:c7,-89;,e8:37:7a:cd:e8:01,-88;,5c:dc:96:3b:60:6b,-92;,5c:dc:96:3b:60:6c,-91;,e0:60:66:81:21:9a,-89;,84:24:8d:59:4f:80,-90;,18:83:bf:e5:ab:89,-88;,84:24:8d:59:4f:82,-91;,00:09:5b:5b:b9:50,-84;,38:10:d5:92:85:10,-77;,30:f7:72:6e:62:d2,-84;,94:10:3e:a8:34:32,-85;,0a:96:d7:90:30:0d,-89;,94:4a:0c:e8:65:8b,-91;,e4:3e:d7:75:1e:b1,-91;,00:18:9b:53:e9:da,-91;,06:18:d6:2b:34:85,-87;,,903d185fccf839df
1495195193877,78:94:b4:16:b5:a4,-88;,08:96:d7:48:90:84,-82;,94:10:3e:a8:37:24,-77;,18:83:bf:a9:65:f0,-86;,78:94:b4:16:b5:a6,-85;,ec:23:3d:a1:93:7c,-86;,f4:8e:92:00:bf:1a,-89;,24:00:ba:61:40:de,-89;,9c:c7:a6:a8:7f:6c,-89;,ec:23:3d:a1:93:7e,-89;,e0:28:6d:e0:44:de,-90;,08:7a:4c:36:df:56,-89;,90:67:1c:c7:a2:c9,-87;,e2:28:6d:e0:44:de,-89;,24:00:ba:61:40:dc,-84;,24:00:ba:61:40:dd,-88;,24:00:ba:61:40:df,-90;,08:7a:4c:36:df:54,-87;,90:67:1c:c7:a2:c7,-89;,e8:37:7a:cd:e8:01,-88;,5c:dc:96:3b:60:6b,-92;,5c:dc:96:3b:60:6c,-91;,e0:60:66:81:21:9a,-89;,84:24:8d:59:4f:80,-90;,18:83:bf:e5:ab:89,-88;,84:24:8d:59:4f:82,-91;,00:09:5b:5b:b9:50,-84;,38:10:d5:92:85:10,-77;,30:f7:72:6e:62:d2,-84;,94:10:3e:a8:34:32,-85;,0a:96:d7:90:30:0d,-89;,94:4a:0c:e8:65:8b,-91;,e4:3e:d7:75:1e:b1,-91;,00:18:9b:53:e9:da,-91;,06:18:d6:2b:34:85,-87;,,903d185fccf839df
1495195194178,78:94:b4:16:b5:a4,-88;,08:96:d7:48:90:84,-82;,94:10:3e:a8:37:24,-77;,18:83:bf:a9:65:f0,-86;,78:94:b4:16:b5:a6,-85;,ec:23:3d:a1:93:7c,-86;,f4:8e:92:00:bf:1a,-89;,24:00:ba:61:40:de,-89;,9c:c7:a6:a8:7f:6c,-89;,ec:23:3d:a1:93:7e,-89;,e0:28:6d:e0:44:de,-90;,08:7a:4c:36:df:56,-89;,90:67:1c:c7:a2:c9,-87;,e2:28:6d:e0:44:de,-89;,24:00:ba:61:40:dc,-84;,24:00:ba:61:40:dd,-88;,24:00:ba:61:40:df,-90;,08:7a:4c:36:df:54,-87;,90:67:1c:c7:a2:c7,-89;,e8:37:7a:cd:e8:01,-88;,5c:dc:96:3b:60:6b,-92;,5c:dc:96:3b:60:6c,-91;,e0:60:66:81:21:9a,-89;,84:24:8d:59:4f:80,-90;,18:83:bf:e5:ab:89,-88;,84:24:8d:59:4f:82,-91;,00:09:5b:5b:b9:50,-84;,38:10:d5:92:85:10,-77;,30:f7:72:6e:62:d2,-84;,94:10:3e:a8:34:32,-85;,0a:96:d7:90:30:0d,-89;,94:4a:0c:e8:65:8b,-91;,e4:3e:d7:75:1e:b1,-91;,00:18:9b:53:e9:da,-91;,06:18:d6:2b:34:85,-87;,,903d185fccf839df
1495195194480,78:94:b4:16:b5:a4,-88;,08:96:d7:48:90:84,-82;,94:10:3e:a8:37:24,-77;,18:83:bf:a9:65:f0,-86;,78:94:b4:16:b5:a6,-85;,ec:23:3d:a1:93:7c,-86;,f4:8e:92:00:bf:1a,-89;,24:00:ba:61:40:de,-89;,9c:c7:a6:a8:7f:6c,-89;,ec:23:3d:a1:93:7e,-89;,e0:28:6d:e0:44:de,-90;,08:7a:4c:36:df:56,-89;,90:67:1c:c7:a2:c9,-87;,e2:28:6d:e0:44:de,-89;,24:00:ba:61:40:dc,-84;,24:00:ba:61:40:dd,-88;,24:00:ba:61:40:df,-90;,08:7a:4c:36:df:54,-87;,90:67:1c:c7:a2:c7,-89;,e8:37:7a:cd:e8:01,-88;,5c:dc:96:3b:60:6b,-92;,5c:dc:96:3b:60:6c,-91;,e0:60:66:81:21:9a,-89;,84:24:8d:59:4f:80,-90;,18:83:bf:e5:ab:89,-88;,84:24:8d:59:4f:82,-91;,00:09:5b:5b:b9:50,-84;,38:10:d5:92:85:10,-77;,30:f7:72:6e:62:d2,-84;,94:10:3e:a8:34:32,-85;,0a:96:d7:90:30:0d,-89;,94:4a:0c:e8:65:8b,-91;,e4:3e:d7:75:1e:b1,-91;,00:18:9b:53:e9:da,-91;,06:18:d6:2b:34:85,-87;,,903d185fccf839df
1495195194780,78:94:b4:16:b5:a4,-88;,08:96:d7:48:90:84,-82;,94:10:3e:a8:37:24,-77;,18:83:bf:a9:65:f0,-86;,78:94:b4:16:b5:a6,-85;,ec:23:3d:a1:93:7c,-86;,f4:8e:92:00:bf:1a,-89;,24:00:ba:61:40:de,-89;,9c:c7:a6:a8:7f:6c,-89;,ec:23:3d:a1:93:7e,-89;,e0:28:6d:e0:44:de,-90;,08:7a:4c:36:df:56,-89;,90:67:1c:c7:a2:c9,-87;,e2:28:6d:e0:44:de,-89;,24:00:ba:61:40:dc,-84;,24:00:ba:61:40:dd,-88;,24:00:ba:61:40:df,-90;,08:7a:4c:36:df:54,-87;,90:67:1c:c7:a2:c7,-89;,e8:37:7a:cd:e8:01,-88;,5c:dc:96:3b:60:6b,-92;,5c:dc:96:3b:60:6c,-91;,e0:60:66:81:21:9a,-89;,84:24:8d:59:4f:80,-90;,18:83:bf:e5:ab:89,-88;,84:24:8d:59:4f:82,-91;,00:09:5b:5b:b9:50,-84;,38:10:d5:92:85:10,-77;,30:f7:72:6e:62:d2,-84;,94:10:3e:a8:34:32,-85;,0a:96:d7:90:30:0d,-89;,94:4a:0c:e8:65:8b,-91;,e4:3e:d7:75:1e:b1,-91;,00:18:9b:53:e9:da,-91;,06:18:d6:2b:34:85,-87;,,903d185fccf839df
1495195195086,78:94:b4:16:b5:a4,-88;,08:96:d7:48:90:84,-82;,94:10:3e:a8:37:24,-77;,18:83:bf:a9:65:f0,-86;,78:94:b4:16:b5:a6,-85;,ec:23:3d:a1:93:7c,-86;,f4:8e:92:00:bf:1a,-89;,24:00:ba:61:40:de,-89;,9c:c7:a6:a8:7f:6c,-89;,ec:23:3d:a1:93:7e,-89;,e0:28:6d:e0:44:de,-90;,08:7a:4c:36:df:56,-89;,90:67:1c:c7:a2:c9,-87;,e2:28:6d:e0:44:de,-89;,24:00:ba:61:40:dc,-84;,24:00:ba:61:40:dd,-88;,24:00:ba:61:40:df,-90;,08:7a:4c:36:df:54,-87;,90:67:1c:c7:a2:c7,-89;,e8:37:7a:cd:e8:01,-88;,5c:dc:96:3b:60:6b,-92;,5c:dc:96:3b:60:6c,-91;,e0:60:66:81:21:9a,-89;,84:24:8d:59:4f:80,-90;,18:83:bf:e5:ab:89,-88;,84:24:8d:59:4f:82,-91;,00:09:5b:5b:b9:50,-84;,38:10:d5:92:85:10,-77;,30:f7:72:6e:62:d2,-84;,94:10:3e:a8:34:32,-85;,0a:96:d7:90:30:0d,-89;,94:4a:0c:e8:65:8b,-91;,e4:3e:d7:75:1e:b1,-91;,00:18:9b:53:e9:da,-91;,06:18:d6:2b:34:85,-87;,,903d185fccf839df
1495195195377,78:94:b4:16:b5:a4,-88;,08:96:d7:48:90:84,-82;,94:10:3e:a8:37:24,-77;,18:83:bf:a9:65:f0,-86;,78:94:b4:16:b5:a6,-85;,ec:23:3d:a1:93:7c,-86;,f4:8e:92:00:bf:1a,-89;,24:00:ba:61:40:de,-89;,9c:c7:a6:a8:7f:6c,-89;,ec:23:3d:a1:93:7e,-89;,e0:28:6d:e0:44:de,-90;,08:7a:4c:36:df:56,-89;,90:67:1c:c7:a2:c9,-87;,e2:28:6d:e0:44:de,-89;,24:00:ba:61:40:dc,-84;,24:00:ba:61:40:dd,-88;,24:00:ba:61:40:df,-90;,08:7a:4c:36:df:54,-87;,90:67:1c:c7:a2:c7,-89;,e8:37:7a:cd:e8:01,-88;,5c:dc:96:3b:60:6b,-92;,5c:dc:96:3b:60:6c,-91;,e0:60:66:81:21:9a,-89;,84:24:8d:59:4f:80,-90;,18:83:bf:e5:ab:89,-88;,84:24:8d:59:4f:82,-91;,00:09:5b:5b:b9:50,-84;,38:10:d5:92:85:10,-77;,30:f7:72:6e:62:d2,-84;,94:10:3e:a8:34:32,-85;,0a:96:d7:90:30:0d,-89;,94:4a:0c:e8:65:8b,-91;,e4:3e:d7:75:1e:b1,-91;,00:18:9b:53:e9:da,-91;,06:18:d6:2b:34:85,-87;,,903d185fccf839df
1495195195687,78:94:b4:16:b5:a4,-88;,08:96:d7:48:90:84,-82;,94:10:3e:a8:37:24,-77;,18:83:bf:a9:65:f0,-86;,78:94:b4:16:b5:a6,-85;,ec:23:3d:a1:93:7c,-86;,f4:8e:92:00:bf:1a,-89;,24:00:ba:61:40:de,-89;,9c:c7:a6:a8:7f:6c,-89;,ec:23:3d:a1:93:7e,-89;,e0:28:6d:e0:44:de,-90;,08:7a:4c:36:df:56,-89;,90:67:1c:c7:a2:c9,-87;,e2:28:6d:e0:44:de,-89;,24:00:ba:61:40:dc,-84;,24:00:ba:61:40:dd,-88;,24:00:ba:61:40:df,-90;,08:7a:4c:36:df:54,-87;,90:67:1c:c7:a2:c7,-89;,e8:37:7a:cd:e8:01,-88;,5c:dc:96:3b:60:6b,-92;,5c:dc:96:3b:60:6c,-91;,e0:60:66:81:21:9a,-89;,84:24:8d:59:4f:80,-90;,18:83:bf:e5:ab:89,-88;,84:24:8d:59:4f:82,-91;,00:09:5b:5b:b9:50,-84;,38:10:d5:92:85:10,-77;,30:f7:72:6e:62:d2,-84;,94:10:3e:a8:34:32,-85;,0a:96:d7:90:30:0d,-89;,94:4a:0c:e8:65:8b,-91;,e4:3e:d7:75:1e:b1,-91;,00:18:9b:53:e9:da,-91;,06:18:d6:2b:34:85,-87;,,903d185fccf839df
1495195195989,78:94:b4:16:b5:a4,-88;,08:96:d7:48:90:84,-82;,94:10:3e:a8:37:24,-77;,18:83:bf:a9:65:f0,-86;,78:94:b4:16:b5:a6,-85;,ec:23:3d:a1:93:7c,-86;,f4:8e:92:00:bf:1a,-89;,24:00:ba:61:40:de,-89;,9c:c7:a6:a8:7f:6c,-89;,ec:23:3d:a1:93:7e,-89;,e0:28:6d:e0:44:de,-90;,08:7a:4c:36:df:56,-89;,90:67:1c:c7:a2:c9,-87;,e2:28:6d:e0:44:de,-89;,24:00:ba:61:40:dc,-84;,24:00:ba:61:40:dd,-88;,24:00:ba:61:40:df,-90;,08:7a:4c:36:df:54,-87;,90:67:1c:c7:a2:c7,-89;,e8:37:7a:cd:e8:01,-88;,5c:dc:96:3b:60:6b,-92;,5c:dc:96:3b:60:6c,-91;,e0:60:66:81:21:9a,-89;,84:24:8d:59:4f:80,-90;,18:83:bf:e5:ab:89,-88;,84:24:8d:59:4f:82,-91;,00:09:5b:5b:b9:50,-84;,38:10:d5:92:85:10,-77;,30:f7:72:6e:62:d2,-84;,94:10:3e:a8:34:32,-85;,0a:96:d7:90:30:0d,-89;,94:4a:0c:e8:65:8b,-91;,e4:3e:d7:75:1e:b1,-91;,00:18:9b:53:e9:da,-91;,06:18:d6:2b:34:85,-87;,,903d185fccf839df
1495195196295,78:94:b4:16:b5:a4,-88;,08:96:d7:48:90:84,-82;,94:10:3e:a8:37:24,-77;,18:83:bf:a9:65:f0,-86;,78:94:b4:16:b5:a6,-85;,ec:23:3d:a1:93:7c,-86;,f4:8e:92:00:bf:1a,-89;,24:00:ba:61:40:de,-89;,9c:c7:a6:a8:7f:6c,-89;,ec:23:3d:a1:93:7e,-89;,e0:28:6d:e0:44:de,-90;,08:7a:4c:36:df:56,-89;,90:67:1c:c7:a2:c9,-87;,e2:28:6d:e0:44:de,-89;,24:00:ba:61:40:dc,-84;,24:00:ba:61:40:dd,-88;,24:00:ba:61:40:df,-90;,08:7a:4c:36:df:54,-87;,90:67:1c:c7:a2:c7,-89;,e8:37:7a:cd:e8:01,-88;,5c:dc:96:3b:60:6b,-92;,5c:dc:96:3b:60:6c,-91;,e0:60:66:81:21:9a,-89;,84:24:8d:59:4f:80,-90;,18:83:bf:e5:ab:89,-88;,84:24:8d:59:4f:82,-91;,00:09:5b:5b:b9:50,-84;,38:10:d5:92:85:10,-77;,30:f7:72:6e:62:d2,-84;,94:10:3e:a8:34:32,-85;,0a:96:d7:90:30:0d,-89;,94:4a:0c:e8:65:8b,-91;,e4:3e:d7:75:1e:b1,-91;,00:18:9b:53:e9:da,-91;,06:18:d6:2b:34:85,-87;,,903d185fccf839df
1495195196595,78:94:b4:16:b5:a4,-88;,08:96:d7:48:90:84,-82;,94:10:3e:a8:37:24,-77;,18:83:bf:a9:65:f0,-86;,78:94:b4:16:b5:a6,-85;,ec:23:3d:a1:93:7c,-86;,f4:8e:92:00:bf:1a,-89;,24:00:ba:61:40:de,-89;,9c:c7:a6:a8:7f:6c,-89;,ec:23:3d:a1:93:7e,-89;,e0:28:6d:e0:44:de,-90;,08:7a:4c:36:df:56,-89;,90:67:1c:c7:a2:c9,-87;,e2:28:6d:e0:44:de,-89;,24:00:ba:61:40:dc,-84;,24:00:ba:61:40:dd,-88;,24:00:ba:61:40:df,-90;,08:7a:4c:36:df:54,-87;,90:67:1c:c7:a2:c7,-89;,e8:37:7a:cd:e8:01,-88;,5c:dc:96:3b:60:6b,-92;,5c:dc:96:3b:60:6c,-91;,e0:60:66:81:21:9a,-89;,84:24:8d:59:4f:80,-90;,18:83:bf:e5:ab:89,-88;,84:24:8d:59:4f:82,-91;,00:09:5b:5b:b9:50,-84;,38:10:d5:92:85:10,-77;,30:f7:72:6e:62:d2,-84;,94:10:3e:a8:34:32,-85;,0a:96:d7:90:30:0d,-89;,94:4a:0c:e8:65:8b,-91;,e4:3e:d7:75:1e:b1,-91;,00:18:9b:53:e9:da,-91;,06:18:d6:2b:34:85,-87;,,903d185fccf839df
1495195196881,78:94:b4:16:b5:a4,-88;,08:96:d7:48:90:84,-82;,94:10:3e:a8:37:24,-77;,18:83:bf:a9:65:f0,-86;,78:94:b4:16:b5:a6,-85;,ec:23:3d:a1:93:7c,-86;,f4:8e:92:00:bf:1a,-89;,24:00:ba:61:40:de,-89;,9c:c7:a6:a8:7f:6c,-89;,ec:23:3d:a1:93:7e,-89;,e0:28:6d:e0:44:de,-90;,08:7a:4c:36:df:56,-89;,90:67:1c:c7:a2:c9,-87;,e2:28:6d:e0:44:de,-89;,24:00:ba:61:40:dc,-84;,24:00:ba:61:40:dd,-88;,24:00:ba:61:40:df,-90;,08:7a:4c:36:df:54,-87;,90:67:1c:c7:a2:c7,-89;,e8:37:7a:cd:e8:01,-88;,5c:dc:96:3b:60:6b,-92;,5c:dc:96:3b:60:6c,-91;,e0:60:66:81:21:9a,-89;,84:24:8d:59:4f:80,-90;,18:83:bf:e5:ab:89,-88;,84:24:8d:59:4f:82,-91;,00:09:5b:5b:b9:50,-84;,38:10:d5:92:85:10,-77;,30:f7:72:6e:62:d2,-84;,94:10:3e:a8:34:32,-85;,0a:96:d7:90:30:0d,-89;,94:4a:0c:e8:65:8b,-91;,e4:3e:d7:75:1e:b1,-91;,00:18:9b:53:e9:da,-91;,06:18:d6:2b:34:85,-87;,,903d185fccf839df
