1498539591756,4c:09:d4:0c:fd:5b,-88;,4c:09:d4:0c:fd:5c,-87;,24:65:11:b0:ea:7b,-85;,2a:65:11:b0:ea:7b,-79;,e0:28:6d:01:da:1a,-90;,08:96:d7:d1:20:71,-87;,f4:06:8d:bd:b9:dd,-91;,34:6f:90:35:f3:e3,-86;,18:83:bf:47:94:cf,-93;,2e:30:21:94:fc:79,-88;,e0:69:95:c4:57:1d,-93;,18:83:bf:bd:1c:4c,-90;,00:16:b6:b7:3d:43,-90;,e0:28:6d:50:b7:97,-84;,b2:10:41:b0:f7:b1,-90;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-91;,14:b9:68:32:50:63,-88;,f0:9e:63:04:49:70,-95;,bc:ee:7b:30:70:d0,-91;,52:28:6d:50:b7:97,-87;,62:28:6d:50:b7:97,-84;,,903d185fccf839df
1498539592027,4c:09:d4:0c:fd:5b,-88;,4c:09:d4:0c:fd:5c,-87;,24:65:11:b0:ea:7b,-85;,2a:65:11:b0:ea:7b,-79;,e0:28:6d:01:da:1a,-90;,08:96:d7:d1:20:71,-87;,f4:06:8d:bd:b9:dd,-91;,34:6f:90:35:f3:e3,-86;,18:83:bf:47:94:cf,-93;,2e:30:21:94:fc:79,-88;,e0:69:95:c4:57:1d,-93;,18:83:bf:bd:1c:4c,-90;,00:16:b6:b7:3d:43,-90;,e0:28:6d:50:b7:97,-84;,b2:10:41:b0:f7:b1,-90;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-91;,14:b9:68:32:50:63,-88;,f0:9e:63:04:49:70,-95;,bc:ee:7b:30:70:d0,-91;,52:28:6d:50:b7:97,-87;,62:28:6d:50:b7:97,-84;,,903d185fccf839df
1498539595236,4c:09:d4:0c:fd:5b,-85;,4c:09:d4:0c:fd:5c,-89;,24:65:11:b0:ea:7b,-87;,2a:65:11:b0:ea:7b,-81;,e0:28:6d:01:da:1a,-87;,08:96:d7:d1:20:71,-89;,18:83:bf:bd:1c:4c,-90;,e0:28:6d:50:b7:97,-82;,b2:10:41:b0:f7:b1,-87;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-88;,14:b9:68:32:50:63,-90;,f0:9e:63:04:49:70,-92;,bc:ee:7b:30:70:d0,-89;,52:28:6d:50:b7:97,-84;,62:28:6d:50:b7:97,-86;,08:96:d7:d1:20:70,-83;,9c:80:df:8a:54:ef,-87;,00:1b:2f:ab:d9:12,-91;,,903d185fccf839df
1498539595534,4c:09:d4:0c:fd:5b,-85;,4c:09:d4:0c:fd:5c,-89;,24:65:11:b0:ea:7b,-87;,2a:65:11:b0:ea:7b,-81;,e0:28:6d:01:da:1a,-87;,08:96:d7:d1:20:71,-89;,18:83:bf:bd:1c:4c,-90;,e0:28:6d:50:b7:97,-82;,b2:10:41:b0:f7:b1,-87;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-88;,14:b9:68:32:50:63,-90;,f0:9e:63:04:49:70,-92;,bc:ee:7b:30:70:d0,-89;,52:28:6d:50:b7:97,-84;,62:28:6d:50:b7:97,-86;,08:96:d7:d1:20:70,-83;,9c:80:df:8a:54:ef,-87;,00:1b:2f:ab:d9:12,-91;,,903d185fccf839df
1498539595836,4c:09:d4:0c:fd:5b,-85;,4c:09:d4:0c:fd:5c,-89;,24:65:11:b0:ea:7b,-87;,2a:65:11:b0:ea:7b,-81;,e0:28:6d:01:da:1a,-87;,08:96:d7:d1:20:71,-89;,18:83:bf:bd:1c:4c,-90;,e0:28:6d:50:b7:97,-82;,b2:10:41:b0:f7:b1,-87;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-88;,14:b9:68:32:50:63,-90;,f0:9e:63:04:49:70,-92;,bc:ee:7b:30:70:d0,-89;,52:28:6d:50:b7:97,-84;,62:28:6d:50:b7:97,-86;,08:96:d7:d1:20:70,-83;,9c:80:df:8a:54:ef,-87;,00:1b:2f:ab:d9:12,-91;,,903d185fccf839df
1498539596143,4c:09:d4:0c:fd:5b,-85;,4c:09:d4:0c:fd:5c,-89;,24:65:11:b0:ea:7b,-87;,2a:65:11:b0:ea:7b,-81;,e0:28:6d:01:da:1a,-87;,08:96:d7:d1:20:71,-89;,18:83:bf:bd:1c:4c,-90;,e0:28:6d:50:b7:97,-82;,b2:10:41:b0:f7:b1,-87;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-88;,14:b9:68:32:50:63,-90;,f0:9e:63:04:49:70,-92;,bc:ee:7b:30:70:d0,-89;,52:28:6d:50:b7:97,-84;,62:28:6d:50:b7:97,-86;,08:96:d7:d1:20:70,-83;,9c:80:df:8a:54:ef,-87;,00:1b:2f:ab:d9:12,-91;,,903d185fccf839df
1498539596441,4c:09:d4:0c:fd:5b,-85;,4c:09:d4:0c:fd:5c,-89;,24:65:11:b0:ea:7b,-87;,2a:65:11:b0:ea:7b,-81;,e0:28:6d:01:da:1a,-87;,08:96:d7:d1:20:71,-89;,18:83:bf:bd:1c:4c,-90;,e0:28:6d:50:b7:97,-82;,b2:10:41:b0:f7:b1,-87;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-88;,14:b9:68:32:50:63,-90;,f0:9e:63:04:49:70,-92;,bc:ee:7b:30:70:d0,-89;,52:28:6d:50:b7:97,-84;,62:28:6d:50:b7:97,-86;,08:96:d7:d1:20:70,-83;,9c:80:df:8a:54:ef,-87;,00:1b:2f:ab:d9:12,-91;,,903d185fccf839df
1498539596740,4c:09:d4:0c:fd:5b,-85;,4c:09:d4:0c:fd:5c,-89;,24:65:11:b0:ea:7b,-87;,2a:65:11:b0:ea:7b,-81;,e0:28:6d:01:da:1a,-87;,08:96:d7:d1:20:71,-89;,18:83:bf:bd:1c:4c,-90;,e0:28:6d:50:b7:97,-82;,b2:10:41:b0:f7:b1,-87;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-88;,14:b9:68:32:50:63,-90;,f0:9e:63:04:49:70,-92;,bc:ee:7b:30:70:d0,-89;,52:28:6d:50:b7:97,-84;,62:28:6d:50:b7:97,-86;,08:96:d7:d1:20:70,-83;,9c:80:df:8a:54:ef,-87;,00:1b:2f:ab:d9:12,-91;,,903d185fccf839df
1498539597045,4c:09:d4:0c:fd:5b,-85;,4c:09:d4:0c:fd:5c,-89;,24:65:11:b0:ea:7b,-87;,2a:65:11:b0:ea:7b,-81;,e0:28:6d:01:da:1a,-87;,08:96:d7:d1:20:71,-89;,18:83:bf:bd:1c:4c,-90;,e0:28:6d:50:b7:97,-82;,b2:10:41:b0:f7:b1,-87;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-88;,14:b9:68:32:50:63,-90;,f0:9e:63:04:49:70,-92;,bc:ee:7b:30:70:d0,-89;,52:28:6d:50:b7:97,-84;,62:28:6d:50:b7:97,-86;,08:96:d7:d1:20:70,-83;,9c:80:df:8a:54:ef,-87;,00:1b:2f:ab:d9:12,-91;,,903d185fccf839df
1498539597336,4c:09:d4:0c:fd:5b,-85;,4c:09:d4:0c:fd:5c,-89;,24:65:11:b0:ea:7b,-87;,2a:65:11:b0:ea:7b,-81;,e0:28:6d:01:da:1a,-87;,08:96:d7:d1:20:71,-89;,18:83:bf:bd:1c:4c,-90;,e0:28:6d:50:b7:97,-82;,b2:10:41:b0:f7:b1,-87;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-88;,14:b9:68:32:50:63,-90;,f0:9e:63:04:49:70,-92;,bc:ee:7b:30:70:d0,-89;,52:28:6d:50:b7:97,-84;,62:28:6d:50:b7:97,-86;,08:96:d7:d1:20:70,-83;,9c:80:df:8a:54:ef,-87;,00:1b:2f:ab:d9:12,-91;,,903d185fccf839df
1498539597634,4c:09:d4:0c:fd:5b,-85;,4c:09:d4:0c:fd:5c,-89;,24:65:11:b0:ea:7b,-87;,2a:65:11:b0:ea:7b,-81;,e0:28:6d:01:da:1a,-87;,08:96:d7:d1:20:71,-89;,18:83:bf:bd:1c:4c,-90;,e0:28:6d:50:b7:97,-82;,b2:10:41:b0:f7:b1,-87;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-88;,14:b9:68:32:50:63,-90;,f0:9e:63:04:49:70,-92;,bc:ee:7b:30:70:d0,-89;,52:28:6d:50:b7:97,-84;,62:28:6d:50:b7:97,-86;,08:96:d7:d1:20:70,-83;,9c:80:df:8a:54:ef,-87;,00:1b:2f:ab:d9:12,-91;,,903d185fccf839df
1498539597932,4c:09:d4:0c:fd:5b,-85;,4c:09:d4:0c:fd:5c,-89;,24:65:11:b0:ea:7b,-87;,2a:65:11:b0:ea:7b,-81;,e0:28:6d:01:da:1a,-87;,08:96:d7:d1:20:71,-89;,18:83:bf:bd:1c:4c,-90;,e0:28:6d:50:b7:97,-82;,b2:10:41:b0:f7:b1,-87;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-88;,14:b9:68:32:50:63,-90;,f0:9e:63:04:49:70,-92;,bc:ee:7b:30:70:d0,-89;,52:28:6d:50:b7:97,-84;,62:28:6d:50:b7:97,-86;,08:96:d7:d1:20:70,-83;,9c:80:df:8a:54:ef,-87;,00:1b:2f:ab:d9:12,-91;,,903d185fccf839df
1498539598233,4c:09:d4:0c:fd:5b,-85;,4c:09:d4:0c:fd:5c,-89;,24:65:11:b0:ea:7b,-87;,2a:65:11:b0:ea:7b,-81;,e0:28:6d:01:da:1a,-87;,08:96:d7:d1:20:71,-89;,18:83:bf:bd:1c:4c,-90;,e0:28:6d:50:b7:97,-82;,b2:10:41:b0:f7:b1,-87;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-88;,14:b9:68:32:50:63,-90;,f0:9e:63:04:49:70,-92;,bc:ee:7b:30:70:d0,-89;,52:28:6d:50:b7:97,-84;,62:28:6d:50:b7:97,-86;,08:96:d7:d1:20:70,-83;,9c:80:df:8a:54:ef,-87;,00:1b:2f:ab:d9:12,-91;,,903d185fccf839df
1498539598534,4c:09:d4:0c:fd:5b,-85;,4c:09:d4:0c:fd:5c,-89;,24:65:11:b0:ea:7b,-87;,2a:65:11:b0:ea:7b,-81;,e0:28:6d:01:da:1a,-87;,08:96:d7:d1:20:71,-89;,18:83:bf:bd:1c:4c,-90;,e0:28:6d:50:b7:97,-82;,b2:10:41:b0:f7:b1,-87;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-88;,14:b9:68:32:50:63,-90;,f0:9e:63:04:49:70,-92;,bc:ee:7b:30:70:d0,-89;,52:28:6d:50:b7:97,-84;,62:28:6d:50:b7:97,-86;,08:96:d7:d1:20:70,-83;,9c:80:df:8a:54:ef,-87;,00:1b:2f:ab:d9:12,-91;,,903d185fccf839df
1498539598846,4c:09:d4:0c:fd:5b,-85;,4c:09:d4:0c:fd:5c,-89;,24:65:11:b0:ea:7b,-87;,2a:65:11:b0:ea:7b,-81;,e0:28:6d:01:da:1a,-87;,08:96:d7:d1:20:71,-89;,18:83:bf:bd:1c:4c,-90;,e0:28:6d:50:b7:97,-82;,b2:10:41:b0:f7:b1,-87;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-88;,14:b9:68:32:50:63,-90;,f0:9e:63:04:49:70,-92;,bc:ee:7b:30:70:d0,-89;,52:28:6d:50:b7:97,-84;,62:28:6d:50:b7:97,-86;,08:96:d7:d1:20:70,-83;,9c:80:df:8a:54:ef,-87;,00:1b:2f:ab:d9:12,-91;,,903d185fccf839df
1498539599140,4c:09:d4:0c:fd:5b,-85;,4c:09:d4:0c:fd:5c,-89;,24:65:11:b0:ea:7b,-87;,2a:65:11:b0:ea:7b,-81;,e0:28:6d:01:da:1a,-87;,08:96:d7:d1:20:71,-89;,18:83:bf:bd:1c:4c,-90;,e0:28:6d:50:b7:97,-82;,b2:10:41:b0:f7:b1,-87;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-88;,14:b9:68:32:50:63,-90;,f0:9e:63:04:49:70,-92;,bc:ee:7b:30:70:d0,-89;,52:28:6d:50:b7:97,-84;,62:28:6d:50:b7:97,-86;,08:96:d7:d1:20:70,-83;,9c:80:df:8a:54:ef,-87;,00:1b:2f:ab:d9:12,-91;,,903d185fccf839df
1498539599448,4c:09:d4:0c:fd:5b,-85;,4c:09:d4:0c:fd:5c,-89;,24:65:11:b0:ea:7b,-87;,2a:65:11:b0:ea:7b,-81;,e0:28:6d:01:da:1a,-87;,08:96:d7:d1:20:71,-89;,18:83:bf:bd:1c:4c,-90;,e0:28:6d:50:b7:97,-82;,b2:10:41:b0:f7:b1,-87;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-88;,14:b9:68:32:50:63,-90;,f0:9e:63:04:49:70,-92;,bc:ee:7b:30:70:d0,-89;,52:28:6d:50:b7:97,-84;,62:28:6d:50:b7:97,-86;,08:96:d7:d1:20:70,-83;,9c:80:df:8a:54:ef,-87;,00:1b:2f:ab:d9:12,-91;,,903d185fccf839df
1498539599736,4c:09:d4:0c:fd:5b,-85;,4c:09:d4:0c:fd:5c,-89;,24:65:11:b0:ea:7b,-87;,2a:65:11:b0:ea:7b,-81;,e0:28:6d:01:da:1a,-87;,08:96:d7:d1:20:71,-89;,18:83:bf:bd:1c:4c,-90;,e0:28:6d:50:b7:97,-82;,b2:10:41:b0:f7:b1,-87;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-88;,14:b9:68:32:50:63,-90;,f0:9e:63:04:49:70,-92;,bc:ee:7b:30:70:d0,-89;,52:28:6d:50:b7:97,-84;,62:28:6d:50:b7:97,-86;,08:96:d7:d1:20:70,-83;,9c:80:df:8a:54:ef,-87;,00:1b:2f:ab:d9:12,-91;,,903d185fccf839df
1498539600048,4c:09:d4:0c:fd:5b,-85;,4c:09:d4:0c:fd:5c,-89;,24:65:11:b0:ea:7b,-87;,2a:65:11:b0:ea:7b,-81;,e0:28:6d:01:da:1a,-87;,08:96:d7:d1:20:71,-89;,18:83:bf:bd:1c:4c,-90;,e0:28:6d:50:b7:97,-82;,b2:10:41:b0:f7:b1,-87;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-88;,14:b9:68:32:50:63,-90;,f0:9e:63:04:49:70,-92;,bc:ee:7b:30:70:d0,-89;,52:28:6d:50:b7:97,-84;,62:28:6d:50:b7:97,-86;,08:96:d7:d1:20:70,-83;,9c:80:df:8a:54:ef,-87;,00:1b:2f:ab:d9:12,-91;,,903d185fccf839df
1498539600334,4c:09:d4:0c:fd:5b,-85;,4c:09:d4:0c:fd:5c,-89;,24:65:11:b0:ea:7b,-87;,2a:65:11:b0:ea:7b,-81;,e0:28:6d:01:da:1a,-87;,08:96:d7:d1:20:71,-89;,18:83:bf:bd:1c:4c,-90;,e0:28:6d:50:b7:97,-82;,b2:10:41:b0:f7:b1,-87;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-88;,14:b9:68:32:50:63,-90;,f0:9e:63:04:49:70,-92;,bc:ee:7b:30:70:d0,-89;,52:28:6d:50:b7:97,-84;,62:28:6d:50:b7:97,-86;,08:96:d7:d1:20:70,-83;,9c:80:df:8a:54:ef,-87;,00:1b:2f:ab:d9:12,-91;,,903d185fccf839df
1498539600649,4c:09:d4:0c:fd:5b,-85;,4c:09:d4:0c:fd:5c,-89;,24:65:11:b0:ea:7b,-87;,2a:65:11:b0:ea:7b,-81;,e0:28:6d:01:da:1a,-87;,08:96:d7:d1:20:71,-89;,18:83:bf:bd:1c:4c,-90;,e0:28:6d:50:b7:97,-82;,b2:10:41:b0:f7:b1,-87;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-88;,14:b9:68:32:50:63,-90;,f0:9e:63:04:49:70,-92;,bc:ee:7b:30:70:d0,-89;,52:28:6d:50:b7:97,-84;,62:28:6d:50:b7:97,-86;,08:96:d7:d1:20:70,-83;,9c:80:df:8a:54:ef,-87;,00:1b:2f:ab:d9:12,-91;,,903d185fccf839df
1498539600934,4c:09:d4:0c:fd:5b,-85;,4c:09:d4:0c:fd:5c,-89;,24:65:11:b0:ea:7b,-87;,2a:65:11:b0:ea:7b,-81;,e0:28:6d:01:da:1a,-87;,08:96:d7:d1:20:71,-89;,18:83:bf:bd:1c:4c,-90;,e0:28:6d:50:b7:97,-82;,b2:10:41:b0:f7:b1,-87;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-88;,14:b9:68:32:50:63,-90;,f0:9e:63:04:49:70,-92;,bc:ee:7b:30:70:d0,-89;,52:28:6d:50:b7:97,-84;,62:28:6d:50:b7:97,-86;,08:96:d7:d1:20:70,-83;,9c:80:df:8a:54:ef,-87;,00:1b:2f:ab:d9:12,-91;,,903d185fccf839df
1498539601237,4c:09:d4:0c:fd:5b,-85;,4c:09:d4:0c:fd:5c,-89;,24:65:11:b0:ea:7b,-87;,2a:65:11:b0:ea:7b,-81;,e0:28:6d:01:da:1a,-87;,08:96:d7:d1:20:71,-89;,18:83:bf:bd:1c:4c,-90;,e0:28:6d:50:b7:97,-82;,b2:10:41:b0:f7:b1,-87;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-88;,14:b9:68:32:50:63,-90;,f0:9e:63:04:49:70,-92;,bc:ee:7b:30:70:d0,-89;,52:28:6d:50:b7:97,-84;,62:28:6d:50:b7:97,-86;,08:96:d7:d1:20:70,-83;,9c:80:df:8a:54:ef,-87;,00:1b:2f:ab:d9:12,-91;,,903d185fccf839df
1498539601530,4c:09:d4:0c:fd:5b,-85;,4c:09:d4:0c:fd:5c,-89;,24:65:11:b0:ea:7b,-87;,2a:65:11:b0:ea:7b,-81;,e0:28:6d:01:da:1a,-87;,08:96:d7:d1:20:71,-89;,18:83:bf:bd:1c:4c,-90;,e0:28:6d:50:b7:97,-82;,b2:10:41:b0:f7:b1,-87;,98:e7:f4:43:c2:00,-86;,a4:2b:b0:ab:e6:e3,-88;,14:b9:68:32:50:63,-90;,f0:9e:63:04:49:70,-92;,bc:ee:7b:30:70:d0,-89;,52:28:6d:50:b7:97,-84;,62:28:6d:50:b7:97,-86;,08:96:d7:d1:20:70,-83;,9c:80:df:8a:54:ef,-87;,00:1b:2f:ab:d9:12,-91;,,903d185fccf839df
