1494444161911,5c:49:79:35:e6:ed,-89;,5c:49:79:03:be:eb,-76;,c8:0e:14:01:f8:01,-86;,20:2b:c1:e9:cc:67,-76;,00:1a:2b:9b:fd:42,-91;,0e:96:d7:b4:63:50,-75;,24:65:11:fc:61:bc,-82;,26:65:11:fc:61:bc,-81;,9c:c7:a6:56:9b:6b,-73;,00:1c:28:a9:70:2f,-77;,e4:e0:c5:07:34:70,-80;,18:83:bf:58:33:73,-75;,80:b6:86:a5:e8:5b,-80;,e4:3e:d7:e8:33:f7,-75;,6c:70:9f:ee:4e:39,-87;,e0:60:66:fa:da:6c,-88;,e0:60:66:fa:da:6d,-88;,38:10:d5:2b:9f:6f,-89;,54:67:51:4b:c0:20,-89;,38:10:d5:ab:bd:b2,-90;,18:83:bf:47:ab:a1,-90;,e0:60:66:40:99:93,-82;,18:83:bf:47:ab:a2,-91;,38:ea:a7:4c:12:54,-79;,e0:28:6d:34:75:fd,-75;,c8:0e:14:01:f8:00,-77;,88:25:2c:c5:99:76,-78;,c0:25:06:32:95:5a,-80;,6c:70:9f:ee:4e:38,-81;,26:65:11:fc:61:c0,-82;,e0:60:66:fa:da:6a,-82;,e0:60:66:fa:da:6b,-82;,b4:a5:ef:3a:1e:e4,-83;,ce:0e:14:47:f8:71,-83;,24:65:11:fc:61:c0,-84;,c8:0e:14:47:f8:71,-85;,90:27:e4:5c:64:c7,-85;,34:81:c4:16:6d:8d,-86;,96:27:e4:5c:64:c7,-87;,,903d185fccf839df
1494444162113,5c:49:79:35:e6:ed,-89;,5c:49:79:03:be:eb,-76;,c8:0e:14:01:f8:01,-86;,20:2b:c1:e9:cc:67,-76;,00:1a:2b:9b:fd:42,-91;,0e:96:d7:b4:63:50,-75;,24:65:11:fc:61:bc,-82;,26:65:11:fc:61:bc,-81;,9c:c7:a6:56:9b:6b,-73;,00:1c:28:a9:70:2f,-77;,e4:e0:c5:07:34:70,-80;,18:83:bf:58:33:73,-75;,80:b6:86:a5:e8:5b,-80;,e4:3e:d7:e8:33:f7,-75;,6c:70:9f:ee:4e:39,-87;,e0:60:66:fa:da:6c,-88;,e0:60:66:fa:da:6d,-88;,38:10:d5:2b:9f:6f,-89;,54:67:51:4b:c0:20,-89;,38:10:d5:ab:bd:b2,-90;,18:83:bf:47:ab:a1,-90;,e0:60:66:40:99:93,-82;,18:83:bf:47:ab:a2,-91;,38:ea:a7:4c:12:54,-79;,e0:28:6d:34:75:fd,-75;,c8:0e:14:01:f8:00,-77;,88:25:2c:c5:99:76,-78;,c0:25:06:32:95:5a,-80;,6c:70:9f:ee:4e:38,-81;,26:65:11:fc:61:c0,-82;,e0:60:66:fa:da:6a,-82;,e0:60:66:fa:da:6b,-82;,b4:a5:ef:3a:1e:e4,-83;,ce:0e:14:47:f8:71,-83;,24:65:11:fc:61:c0,-84;,c8:0e:14:47:f8:71,-85;,90:27:e4:5c:64:c7,-85;,34:81:c4:16:6d:8d,-86;,96:27:e4:5c:64:c7,-87;,,903d185fccf839df
1494444162201,5c:49:79:35:e6:ed,-89;,5c:49:79:03:be:eb,-76;,c8:0e:14:01:f8:01,-86;,20:2b:c1:e9:cc:67,-76;,00:1a:2b:9b:fd:42,-91;,0e:96:d7:b4:63:50,-75;,24:65:11:fc:61:bc,-82;,26:65:11:fc:61:bc,-81;,9c:c7:a6:56:9b:6b,-73;,00:1c:28:a9:70:2f,-77;,e4:e0:c5:07:34:70,-80;,18:83:bf:58:33:73,-75;,80:b6:86:a5:e8:5b,-80;,e4:3e:d7:e8:33:f7,-75;,6c:70:9f:ee:4e:39,-87;,e0:60:66:fa:da:6c,-88;,e0:60:66:fa:da:6d,-88;,38:10:d5:2b:9f:6f,-89;,54:67:51:4b:c0:20,-89;,38:10:d5:ab:bd:b2,-90;,18:83:bf:47:ab:a1,-90;,e0:60:66:40:99:93,-82;,18:83:bf:47:ab:a2,-91;,38:ea:a7:4c:12:54,-79;,e0:28:6d:34:75:fd,-75;,c8:0e:14:01:f8:00,-77;,88:25:2c:c5:99:76,-78;,c0:25:06:32:95:5a,-80;,6c:70:9f:ee:4e:38,-81;,26:65:11:fc:61:c0,-82;,e0:60:66:fa:da:6a,-82;,e0:60:66:fa:da:6b,-82;,b4:a5:ef:3a:1e:e4,-83;,ce:0e:14:47:f8:71,-83;,24:65:11:fc:61:c0,-84;,c8:0e:14:47:f8:71,-85;,90:27:e4:5c:64:c7,-85;,34:81:c4:16:6d:8d,-86;,96:27:e4:5c:64:c7,-87;,,903d185fccf839df
1494444162408,5c:49:79:35:e6:ed,-89;,5c:49:79:03:be:eb,-76;,c8:0e:14:01:f8:01,-86;,20:2b:c1:e9:cc:67,-76;,00:1a:2b:9b:fd:42,-91;,0e:96:d7:b4:63:50,-75;,24:65:11:fc:61:bc,-82;,26:65:11:fc:61:bc,-81;,9c:c7:a6:56:9b:6b,-73;,00:1c:28:a9:70:2f,-77;,e4:e0:c5:07:34:70,-80;,18:83:bf:58:33:73,-75;,80:b6:86:a5:e8:5b,-80;,e4:3e:d7:e8:33:f7,-75;,6c:70:9f:ee:4e:39,-87;,e0:60:66:fa:da:6c,-88;,e0:60:66:fa:da:6d,-88;,38:10:d5:2b:9f:6f,-89;,54:67:51:4b:c0:20,-89;,38:10:d5:ab:bd:b2,-90;,18:83:bf:47:ab:a1,-90;,e0:60:66:40:99:93,-82;,18:83:bf:47:ab:a2,-91;,38:ea:a7:4c:12:54,-79;,e0:28:6d:34:75:fd,-75;,c8:0e:14:01:f8:00,-77;,88:25:2c:c5:99:76,-78;,c0:25:06:32:95:5a,-80;,6c:70:9f:ee:4e:38,-81;,26:65:11:fc:61:c0,-82;,e0:60:66:fa:da:6a,-82;,e0:60:66:fa:da:6b,-82;,b4:a5:ef:3a:1e:e4,-83;,ce:0e:14:47:f8:71,-83;,24:65:11:fc:61:c0,-84;,c8:0e:14:47:f8:71,-85;,90:27:e4:5c:64:c7,-85;,34:81:c4:16:6d:8d,-86;,96:27:e4:5c:64:c7,-87;,,903d185fccf839df
1494444162501,5c:49:79:35:e6:ed,-89;,5c:49:79:03:be:eb,-76;,c8:0e:14:01:f8:01,-86;,20:2b:c1:e9:cc:67,-76;,00:1a:2b:9b:fd:42,-91;,0e:96:d7:b4:63:50,-75;,24:65:11:fc:61:bc,-82;,26:65:11:fc:61:bc,-81;,9c:c7:a6:56:9b:6b,-73;,00:1c:28:a9:70:2f,-77;,e4:e0:c5:07:34:70,-80;,18:83:bf:58:33:73,-75;,80:b6:86:a5:e8:5b,-80;,e4:3e:d7:e8:33:f7,-75;,6c:70:9f:ee:4e:39,-87;,e0:60:66:fa:da:6c,-88;,e0:60:66:fa:da:6d,-88;,38:10:d5:2b:9f:6f,-89;,54:67:51:4b:c0:20,-89;,38:10:d5:ab:bd:b2,-90;,18:83:bf:47:ab:a1,-90;,e0:60:66:40:99:93,-82;,18:83:bf:47:ab:a2,-91;,38:ea:a7:4c:12:54,-79;,e0:28:6d:34:75:fd,-75;,c8:0e:14:01:f8:00,-77;,88:25:2c:c5:99:76,-78;,c0:25:06:32:95:5a,-80;,6c:70:9f:ee:4e:38,-81;,26:65:11:fc:61:c0,-82;,e0:60:66:fa:da:6a,-82;,e0:60:66:fa:da:6b,-82;,b4:a5:ef:3a:1e:e4,-83;,ce:0e:14:47:f8:71,-83;,24:65:11:fc:61:c0,-84;,c8:0e:14:47:f8:71,-85;,90:27:e4:5c:64:c7,-85;,34:81:c4:16:6d:8d,-86;,96:27:e4:5c:64:c7,-87;,,903d185fccf839df
1494444162713,5c:49:79:35:e6:ed,-89;,5c:49:79:03:be:eb,-76;,c8:0e:14:01:f8:01,-86;,20:2b:c1:e9:cc:67,-76;,00:1a:2b:9b:fd:42,-91;,0e:96:d7:b4:63:50,-75;,24:65:11:fc:61:bc,-82;,26:65:11:fc:61:bc,-81;,9c:c7:a6:56:9b:6b,-73;,00:1c:28:a9:70:2f,-77;,e4:e0:c5:07:34:70,-80;,18:83:bf:58:33:73,-75;,80:b6:86:a5:e8:5b,-80;,e4:3e:d7:e8:33:f7,-75;,6c:70:9f:ee:4e:39,-87;,e0:60:66:fa:da:6c,-88;,e0:60:66:fa:da:6d,-88;,38:10:d5:2b:9f:6f,-89;,54:67:51:4b:c0:20,-89;,38:10:d5:ab:bd:b2,-90;,18:83:bf:47:ab:a1,-90;,e0:60:66:40:99:93,-82;,18:83:bf:47:ab:a2,-91;,38:ea:a7:4c:12:54,-79;,e0:28:6d:34:75:fd,-75;,c8:0e:14:01:f8:00,-77;,88:25:2c:c5:99:76,-78;,c0:25:06:32:95:5a,-80;,6c:70:9f:ee:4e:38,-81;,26:65:11:fc:61:c0,-82;,e0:60:66:fa:da:6a,-82;,e0:60:66:fa:da:6b,-82;,b4:a5:ef:3a:1e:e4,-83;,ce:0e:14:47:f8:71,-83;,24:65:11:fc:61:c0,-84;,c8:0e:14:47:f8:71,-85;,90:27:e4:5c:64:c7,-85;,34:81:c4:16:6d:8d,-86;,96:27:e4:5c:64:c7,-87;,,903d185fccf839df
1494444162816,5c:49:79:35:e6:ed,-89;,5c:49:79:03:be:eb,-76;,c8:0e:14:01:f8:01,-86;,20:2b:c1:e9:cc:67,-76;,00:1a:2b:9b:fd:42,-91;,0e:96:d7:b4:63:50,-75;,24:65:11:fc:61:bc,-82;,26:65:11:fc:61:bc,-81;,9c:c7:a6:56:9b:6b,-73;,00:1c:28:a9:70:2f,-77;,e4:e0:c5:07:34:70,-80;,18:83:bf:58:33:73,-75;,80:b6:86:a5:e8:5b,-80;,e4:3e:d7:e8:33:f7,-75;,6c:70:9f:ee:4e:39,-87;,e0:60:66:fa:da:6c,-88;,e0:60:66:fa:da:6d,-88;,38:10:d5:2b:9f:6f,-89;,54:67:51:4b:c0:20,-89;,38:10:d5:ab:bd:b2,-90;,18:83:bf:47:ab:a1,-90;,e0:60:66:40:99:93,-82;,18:83:bf:47:ab:a2,-91;,38:ea:a7:4c:12:54,-79;,e0:28:6d:34:75:fd,-75;,c8:0e:14:01:f8:00,-77;,88:25:2c:c5:99:76,-78;,c0:25:06:32:95:5a,-80;,6c:70:9f:ee:4e:38,-81;,26:65:11:fc:61:c0,-82;,e0:60:66:fa:da:6a,-82;,e0:60:66:fa:da:6b,-82;,b4:a5:ef:3a:1e:e4,-83;,ce:0e:14:47:f8:71,-83;,24:65:11:fc:61:c0,-84;,c8:0e:14:47:f8:71,-85;,90:27:e4:5c:64:c7,-85;,34:81:c4:16:6d:8d,-86;,96:27:e4:5c:64:c7,-87;,,903d185fccf839df
1494444163019,5c:49:79:35:e6:ed,-89;,5c:49:79:03:be:eb,-76;,c8:0e:14:01:f8:01,-86;,20:2b:c1:e9:cc:67,-76;,00:1a:2b:9b:fd:42,-91;,0e:96:d7:b4:63:50,-75;,24:65:11:fc:61:bc,-82;,26:65:11:fc:61:bc,-81;,9c:c7:a6:56:9b:6b,-73;,00:1c:28:a9:70:2f,-77;,e4:e0:c5:07:34:70,-80;,18:83:bf:58:33:73,-75;,80:b6:86:a5:e8:5b,-80;,e4:3e:d7:e8:33:f7,-75;,6c:70:9f:ee:4e:39,-87;,e0:60:66:fa:da:6c,-88;,e0:60:66:fa:da:6d,-88;,38:10:d5:2b:9f:6f,-89;,54:67:51:4b:c0:20,-89;,38:10:d5:ab:bd:b2,-90;,18:83:bf:47:ab:a1,-90;,e0:60:66:40:99:93,-82;,18:83:bf:47:ab:a2,-91;,38:ea:a7:4c:12:54,-79;,e0:28:6d:34:75:fd,-75;,c8:0e:14:01:f8:00,-77;,88:25:2c:c5:99:76,-78;,c0:25:06:32:95:5a,-80;,6c:70:9f:ee:4e:38,-81;,26:65:11:fc:61:c0,-82;,e0:60:66:fa:da:6a,-82;,e0:60:66:fa:da:6b,-82;,b4:a5:ef:3a:1e:e4,-83;,ce:0e:14:47:f8:71,-83;,24:65:11:fc:61:c0,-84;,c8:0e:14:47:f8:71,-85;,90:27:e4:5c:64:c7,-85;,34:81:c4:16:6d:8d,-86;,96:27:e4:5c:64:c7,-87;,,903d185fccf839df
1494444163099,5c:49:79:35:e6:ed,-89;,5c:49:79:03:be:eb,-76;,c8:0e:14:01:f8:01,-86;,20:2b:c1:e9:cc:67,-76;,00:1a:2b:9b:fd:42,-91;,0e:96:d7:b4:63:50,-75;,24:65:11:fc:61:bc,-82;,26:65:11:fc:61:bc,-81;,9c:c7:a6:56:9b:6b,-73;,00:1c:28:a9:70:2f,-77;,e4:e0:c5:07:34:70,-80;,18:83:bf:58:33:73,-75;,80:b6:86:a5:e8:5b,-80;,e4:3e:d7:e8:33:f7,-75;,6c:70:9f:ee:4e:39,-87;,e0:60:66:fa:da:6c,-88;,e0:60:66:fa:da:6d,-88;,38:10:d5:2b:9f:6f,-89;,54:67:51:4b:c0:20,-89;,38:10:d5:ab:bd:b2,-90;,18:83:bf:47:ab:a1,-90;,e0:60:66:40:99:93,-82;,18:83:bf:47:ab:a2,-91;,38:ea:a7:4c:12:54,-79;,e0:28:6d:34:75:fd,-75;,c8:0e:14:01:f8:00,-77;,88:25:2c:c5:99:76,-78;,c0:25:06:32:95:5a,-80;,6c:70:9f:ee:4e:38,-81;,26:65:11:fc:61:c0,-82;,e0:60:66:fa:da:6a,-82;,e0:60:66:fa:da:6b,-82;,b4:a5:ef:3a:1e:e4,-83;,ce:0e:14:47:f8:71,-83;,24:65:11:fc:61:c0,-84;,c8:0e:14:47:f8:71,-85;,90:27:e4:5c:64:c7,-85;,34:81:c4:16:6d:8d,-86;,96:27:e4:5c:64:c7,-87;,,903d185fccf839df
1494444163309,5c:49:79:35:e6:ed,-89;,5c:49:79:03:be:eb,-76;,c8:0e:14:01:f8:01,-86;,20:2b:c1:e9:cc:67,-76;,00:1a:2b:9b:fd:42,-91;,0e:96:d7:b4:63:50,-75;,24:65:11:fc:61:bc,-82;,26:65:11:fc:61:bc,-81;,9c:c7:a6:56:9b:6b,-73;,00:1c:28:a9:70:2f,-77;,e4:e0:c5:07:34:70,-80;,18:83:bf:58:33:73,-75;,80:b6:86:a5:e8:5b,-80;,e4:3e:d7:e8:33:f7,-75;,6c:70:9f:ee:4e:39,-87;,e0:60:66:fa:da:6c,-88;,e0:60:66:fa:da:6d,-88;,38:10:d5:2b:9f:6f,-89;,54:67:51:4b:c0:20,-89;,38:10:d5:ab:bd:b2,-90;,18:83:bf:47:ab:a1,-90;,e0:60:66:40:99:93,-82;,18:83:bf:47:ab:a2,-91;,38:ea:a7:4c:12:54,-79;,e0:28:6d:34:75:fd,-75;,c8:0e:14:01:f8:00,-77;,88:25:2c:c5:99:76,-78;,c0:25:06:32:95:5a,-80;,6c:70:9f:ee:4e:38,-81;,26:65:11:fc:61:c0,-82;,e0:60:66:fa:da:6a,-82;,e0:60:66:fa:da:6b,-82;,b4:a5:ef:3a:1e:e4,-83;,ce:0e:14:47:f8:71,-83;,24:65:11:fc:61:c0,-84;,c8:0e:14:47:f8:71,-85;,90:27:e4:5c:64:c7,-85;,34:81:c4:16:6d:8d,-86;,96:27:e4:5c:64:c7,-87;,,903d185fccf839df
1494444163415,5c:49:79:35:e6:ed,-89;,5c:49:79:03:be:eb,-76;,c8:0e:14:01:f8:01,-86;,20:2b:c1:e9:cc:67,-76;,00:1a:2b:9b:fd:42,-91;,0e:96:d7:b4:63:50,-75;,24:65:11:fc:61:bc,-82;,26:65:11:fc:61:bc,-81;,9c:c7:a6:56:9b:6b,-73;,00:1c:28:a9:70:2f,-77;,e4:e0:c5:07:34:70,-80;,18:83:bf:58:33:73,-75;,80:b6:86:a5:e8:5b,-80;,e4:3e:d7:e8:33:f7,-75;,6c:70:9f:ee:4e:39,-87;,e0:60:66:fa:da:6c,-88;,e0:60:66:fa:da:6d,-88;,38:10:d5:2b:9f:6f,-89;,54:67:51:4b:c0:20,-89;,38:10:d5:ab:bd:b2,-90;,18:83:bf:47:ab:a1,-90;,e0:60:66:40:99:93,-82;,18:83:bf:47:ab:a2,-91;,38:ea:a7:4c:12:54,-79;,e0:28:6d:34:75:fd,-75;,c8:0e:14:01:f8:00,-77;,88:25:2c:c5:99:76,-78;,c0:25:06:32:95:5a,-80;,6c:70:9f:ee:4e:38,-81;,26:65:11:fc:61:c0,-82;,e0:60:66:fa:da:6a,-82;,e0:60:66:fa:da:6b,-82;,b4:a5:ef:3a:1e:e4,-83;,ce:0e:14:47:f8:71,-83;,24:65:11:fc:61:c0,-84;,c8:0e:14:47:f8:71,-85;,90:27:e4:5c:64:c7,-85;,34:81:c4:16:6d:8d,-86;,96:27:e4:5c:64:c7,-87;,,903d185fccf839df
1494444163645,5c:49:79:35:e6:ed,-89;,5c:49:79:03:be:eb,-76;,c8:0e:14:01:f8:01,-86;,20:2b:c1:e9:cc:67,-76;,00:1a:2b:9b:fd:42,-91;,0e:96:d7:b4:63:50,-75;,24:65:11:fc:61:bc,-82;,26:65:11:fc:61:bc,-81;,9c:c7:a6:56:9b:6b,-73;,00:1c:28:a9:70:2f,-77;,e4:e0:c5:07:34:70,-80;,18:83:bf:58:33:73,-75;,80:b6:86:a5:e8:5b,-80;,e4:3e:d7:e8:33:f7,-75;,6c:70:9f:ee:4e:39,-87;,e0:60:66:fa:da:6c,-88;,e0:60:66:fa:da:6d,-88;,38:10:d5:2b:9f:6f,-89;,54:67:51:4b:c0:20,-89;,38:10:d5:ab:bd:b2,-90;,18:83:bf:47:ab:a1,-90;,e0:60:66:40:99:93,-82;,18:83:bf:47:ab:a2,-91;,38:ea:a7:4c:12:54,-79;,e0:28:6d:34:75:fd,-75;,c8:0e:14:01:f8:00,-77;,88:25:2c:c5:99:76,-78;,c0:25:06:32:95:5a,-80;,6c:70:9f:ee:4e:38,-81;,26:65:11:fc:61:c0,-82;,e0:60:66:fa:da:6a,-82;,e0:60:66:fa:da:6b,-82;,b4:a5:ef:3a:1e:e4,-83;,ce:0e:14:47:f8:71,-83;,24:65:11:fc:61:c0,-84;,c8:0e:14:47:f8:71,-85;,90:27:e4:5c:64:c7,-85;,34:81:c4:16:6d:8d,-86;,96:27:e4:5c:64:c7,-87;,,903d185fccf839df
1494444163723,5c:49:79:35:e6:ed,-89;,5c:49:79:03:be:eb,-76;,c8:0e:14:01:f8:01,-86;,20:2b:c1:e9:cc:67,-76;,00:1a:2b:9b:fd:42,-91;,0e:96:d7:b4:63:50,-75;,24:65:11:fc:61:bc,-82;,26:65:11:fc:61:bc,-81;,9c:c7:a6:56:9b:6b,-73;,00:1c:28:a9:70:2f,-77;,e4:e0:c5:07:34:70,-80;,18:83:bf:58:33:73,-75;,80:b6:86:a5:e8:5b,-80;,e4:3e:d7:e8:33:f7,-75;,6c:70:9f:ee:4e:39,-87;,e0:60:66:fa:da:6c,-88;,e0:60:66:fa:da:6d,-88;,38:10:d5:2b:9f:6f,-89;,54:67:51:4b:c0:20,-89;,38:10:d5:ab:bd:b2,-90;,18:83:bf:47:ab:a1,-90;,e0:60:66:40:99:93,-82;,18:83:bf:47:ab:a2,-91;,38:ea:a7:4c:12:54,-79;,e0:28:6d:34:75:fd,-75;,c8:0e:14:01:f8:00,-77;,88:25:2c:c5:99:76,-78;,c0:25:06:32:95:5a,-80;,6c:70:9f:ee:4e:38,-81;,26:65:11:fc:61:c0,-82;,e0:60:66:fa:da:6a,-82;,e0:60:66:fa:da:6b,-82;,b4:a5:ef:3a:1e:e4,-83;,ce:0e:14:47:f8:71,-83;,24:65:11:fc:61:c0,-84;,c8:0e:14:47:f8:71,-85;,90:27:e4:5c:64:c7,-85;,34:81:c4:16:6d:8d,-86;,96:27:e4:5c:64:c7,-87;,,903d185fccf839df
1494444163921,5c:49:79:35:e6:ed,-89;,5c:49:79:03:be:eb,-76;,c8:0e:14:01:f8:01,-86;,20:2b:c1:e9:cc:67,-76;,00:1a:2b:9b:fd:42,-91;,0e:96:d7:b4:63:50,-75;,24:65:11:fc:61:bc,-82;,26:65:11:fc:61:bc,-81;,9c:c7:a6:56:9b:6b,-73;,00:1c:28:a9:70:2f,-77;,e4:e0:c5:07:34:70,-80;,18:83:bf:58:33:73,-75;,80:b6:86:a5:e8:5b,-80;,e4:3e:d7:e8:33:f7,-75;,6c:70:9f:ee:4e:39,-87;,e0:60:66:fa:da:6c,-88;,e0:60:66:fa:da:6d,-88;,38:10:d5:2b:9f:6f,-89;,54:67:51:4b:c0:20,-89;,38:10:d5:ab:bd:b2,-90;,18:83:bf:47:ab:a1,-90;,e0:60:66:40:99:93,-82;,18:83:bf:47:ab:a2,-91;,38:ea:a7:4c:12:54,-79;,e0:28:6d:34:75:fd,-75;,c8:0e:14:01:f8:00,-77;,88:25:2c:c5:99:76,-78;,c0:25:06:32:95:5a,-80;,6c:70:9f:ee:4e:38,-81;,26:65:11:fc:61:c0,-82;,e0:60:66:fa:da:6a,-82;,e0:60:66:fa:da:6b,-82;,b4:a5:ef:3a:1e:e4,-83;,ce:0e:14:47:f8:71,-83;,24:65:11:fc:61:c0,-84;,c8:0e:14:47:f8:71,-85;,90:27:e4:5c:64:c7,-85;,34:81:c4:16:6d:8d,-86;,96:27:e4:5c:64:c7,-87;,,903d185fccf839df
1494444164011,5c:49:79:35:e6:ed,-89;,5c:49:79:03:be:eb,-76;,c8:0e:14:01:f8:01,-86;,20:2b:c1:e9:cc:67,-76;,00:1a:2b:9b:fd:42,-91;,0e:96:d7:b4:63:50,-75;,24:65:11:fc:61:bc,-82;,26:65:11:fc:61:bc,-81;,9c:c7:a6:56:9b:6b,-73;,00:1c:28:a9:70:2f,-77;,e4:e0:c5:07:34:70,-80;,18:83:bf:58:33:73,-75;,80:b6:86:a5:e8:5b,-80;,e4:3e:d7:e8:33:f7,-75;,6c:70:9f:ee:4e:39,-87;,e0:60:66:fa:da:6c,-88;,e0:60:66:fa:da:6d,-88;,38:10:d5:2b:9f:6f,-89;,54:67:51:4b:c0:20,-89;,38:10:d5:ab:bd:b2,-90;,18:83:bf:47:ab:a1,-90;,e0:60:66:40:99:93,-82;,18:83:bf:47:ab:a2,-91;,38:ea:a7:4c:12:54,-79;,e0:28:6d:34:75:fd,-75;,c8:0e:14:01:f8:00,-77;,88:25:2c:c5:99:76,-78;,c0:25:06:32:95:5a,-80;,6c:70:9f:ee:4e:38,-81;,26:65:11:fc:61:c0,-82;,e0:60:66:fa:da:6a,-82;,e0:60:66:fa:da:6b,-82;,b4:a5:ef:3a:1e:e4,-83;,ce:0e:14:47:f8:71,-83;,24:65:11:fc:61:c0,-84;,c8:0e:14:47:f8:71,-85;,90:27:e4:5c:64:c7,-85;,34:81:c4:16:6d:8d,-86;,96:27:e4:5c:64:c7,-87;,,903d185fccf839df
1494444164215,5c:49:79:35:e6:ed,-89;,5c:49:79:03:be:eb,-76;,c8:0e:14:01:f8:01,-86;,20:2b:c1:e9:cc:67,-76;,00:1a:2b:9b:fd:42,-91;,0e:96:d7:b4:63:50,-75;,24:65:11:fc:61:bc,-82;,26:65:11:fc:61:bc,-81;,9c:c7:a6:56:9b:6b,-73;,00:1c:28:a9:70:2f,-77;,e4:e0:c5:07:34:70,-80;,18:83:bf:58:33:73,-75;,80:b6:86:a5:e8:5b,-80;,e4:3e:d7:e8:33:f7,-75;,6c:70:9f:ee:4e:39,-87;,e0:60:66:fa:da:6c,-88;,e0:60:66:fa:da:6d,-88;,38:10:d5:2b:9f:6f,-89;,54:67:51:4b:c0:20,-89;,38:10:d5:ab:bd:b2,-90;,18:83:bf:47:ab:a1,-90;,e0:60:66:40:99:93,-82;,18:83:bf:47:ab:a2,-91;,38:ea:a7:4c:12:54,-79;,e0:28:6d:34:75:fd,-75;,c8:0e:14:01:f8:00,-77;,88:25:2c:c5:99:76,-78;,c0:25:06:32:95:5a,-80;,6c:70:9f:ee:4e:38,-81;,26:65:11:fc:61:c0,-82;,e0:60:66:fa:da:6a,-82;,e0:60:66:fa:da:6b,-82;,b4:a5:ef:3a:1e:e4,-83;,ce:0e:14:47:f8:71,-83;,24:65:11:fc:61:c0,-84;,c8:0e:14:47:f8:71,-85;,90:27:e4:5c:64:c7,-85;,34:81:c4:16:6d:8d,-86;,96:27:e4:5c:64:c7,-87;,,903d185fccf839df
1494444164311,5c:49:79:35:e6:ed,-89;,5c:49:79:03:be:eb,-76;,c8:0e:14:01:f8:01,-86;,20:2b:c1:e9:cc:67,-76;,00:1a:2b:9b:fd:42,-91;,0e:96:d7:b4:63:50,-75;,24:65:11:fc:61:bc,-82;,26:65:11:fc:61:bc,-81;,9c:c7:a6:56:9b:6b,-73;,00:1c:28:a9:70:2f,-77;,e4:e0:c5:07:34:70,-80;,18:83:bf:58:33:73,-75;,80:b6:86:a5:e8:5b,-80;,e4:3e:d7:e8:33:f7,-75;,6c:70:9f:ee:4e:39,-87;,e0:60:66:fa:da:6c,-88;,e0:60:66:fa:da:6d,-88;,38:10:d5:2b:9f:6f,-89;,54:67:51:4b:c0:20,-89;,38:10:d5:ab:bd:b2,-90;,18:83:bf:47:ab:a1,-90;,e0:60:66:40:99:93,-82;,18:83:bf:47:ab:a2,-91;,38:ea:a7:4c:12:54,-79;,e0:28:6d:34:75:fd,-75;,c8:0e:14:01:f8:00,-77;,88:25:2c:c5:99:76,-78;,c0:25:06:32:95:5a,-80;,6c:70:9f:ee:4e:38,-81;,26:65:11:fc:61:c0,-82;,e0:60:66:fa:da:6a,-82;,e0:60:66:fa:da:6b,-82;,b4:a5:ef:3a:1e:e4,-83;,ce:0e:14:47:f8:71,-83;,24:65:11:fc:61:c0,-84;,c8:0e:14:47:f8:71,-85;,90:27:e4:5c:64:c7,-85;,34:81:c4:16:6d:8d,-86;,96:27:e4:5c:64:c7,-87;,,903d185fccf839df
1494444164518,5c:49:79:35:e6:ed,-89;,5c:49:79:03:be:eb,-76;,c8:0e:14:01:f8:01,-86;,20:2b:c1:e9:cc:67,-76;,00:1a:2b:9b:fd:42,-91;,0e:96:d7:b4:63:50,-75;,24:65:11:fc:61:bc,-82;,26:65:11:fc:61:bc,-81;,9c:c7:a6:56:9b:6b,-73;,00:1c:28:a9:70:2f,-77;,e4:e0:c5:07:34:70,-80;,18:83:bf:58:33:73,-75;,80:b6:86:a5:e8:5b,-80;,e4:3e:d7:e8:33:f7,-75;,6c:70:9f:ee:4e:39,-87;,e0:60:66:fa:da:6c,-88;,e0:60:66:fa:da:6d,-88;,38:10:d5:2b:9f:6f,-89;,54:67:51:4b:c0:20,-89;,38:10:d5:ab:bd:b2,-90;,18:83:bf:47:ab:a1,-90;,e0:60:66:40:99:93,-82;,18:83:bf:47:ab:a2,-91;,38:ea:a7:4c:12:54,-79;,e0:28:6d:34:75:fd,-75;,c8:0e:14:01:f8:00,-77;,88:25:2c:c5:99:76,-78;,c0:25:06:32:95:5a,-80;,6c:70:9f:ee:4e:38,-81;,26:65:11:fc:61:c0,-82;,e0:60:66:fa:da:6a,-82;,e0:60:66:fa:da:6b,-82;,b4:a5:ef:3a:1e:e4,-83;,ce:0e:14:47:f8:71,-83;,24:65:11:fc:61:c0,-84;,c8:0e:14:47:f8:71,-85;,90:27:e4:5c:64:c7,-85;,34:81:c4:16:6d:8d,-86;,96:27:e4:5c:64:c7,-87;,,903d185fccf839df
