1497538118420,54:67:51:4c:24:76,-79;,c8:0e:14:1b:0a:0c,-83;,ec:cb:30:ef:ab:13,-81;,5c:49:79:27:bd:ef,-74;,ec:cb:30:ef:ab:14,-80;,54:67:51:84:84:3b,-83;,1c:5f:2b:07:a8:06,-83;,00:11:32:75:2e:20,-82;,f4:f2:6d:d5:3a:cc,-67;,ce:ce:1e:56:a7:e8,-86;,5c:49:79:57:c8:d5,-75;,00:1d:19:a0:1b:76,-73;,18:83:bf:59:bf:5a,-61;,e8:de:27:3e:45:27,-82;,bc:4d:fb:32:e9:f8,-79;,84:9c:a6:6a:81:f5,-84;,54:67:51:54:e9:b1,-86;,34:31:c4:89:7b:c0,-85;,54:67:51:cc:21:b5,-88;,b4:30:52:d3:3d:05,-81;,d4:63:fe:1f:a6:1e,-90;,70:3a:d8:4e:a3:c0,-76;,b4:30:52:d3:3d:06,-80;,e8:de:27:3e:45:28,-67;,e0:28:6d:97:87:14,-73;,9c:c7:a6:fe:d9:98,-77;,ac:a3:1e:07:42:92,-90;,ac:a3:1e:07:42:94,-91;,a8:d3:f7:00:9e:9e,-88;,cc:ce:1e:67:61:4e,-88;,cc:ce:1e:56:a7:e8,-88;,c8:d7:19:3b:fc:87,-91;,cc:ce:1e:00:c1:90,-90;,e0:28:6d:97:87:15,-89;,00:71:c2:2e:71:f1,-78;,5c:7d:5e:2c:79:f4,-83;,4a:67:51:84:84:4a,-72;,ac:a3:1e:07:42:90,-91;,ce:ce:1e:56:a7:e7,-84;,46:65:0d:e4:7a:a1,-89;,5c:dc:96:d1:fe:b5,-89;,b8:bc:1b:81:b8:c8,-89;,c8:0e:14:0c:65:99,-91;,54:67:51:c5:d8:a6,-91;,84:94:8c:e4:51:88,-82;,5c:49:79:27:bd:ee,-77;,a8:d3:f7:00:9e:9a,-82;,c8:0e:14:1b:0a:0b,-72;,74:31:70:e1:f9:21,-87;,84:94:8c:b3:5b:a8,-84;,e0:28:6d:11:91:28,-81;,ac:e8:7b:1a:7e:22,-85;,ec:cb:30:ef:ab:12,-85;,ea:de:27:3c:45:28,-67;,e0:46:9a:a4:3e:bd,-73;,bc:4d:fb:0d:44:08,-73;,34:31:c4:24:50:f9,-74;,54:67:51:54:e9:c1,-76;,84:9c:a6:25:02:80,-77;,34:31:c4:89:7b:bf,-78;,00:24:fe:47:02:58,-81;,cc:ce:1e:56:a7:e7,-84;,5c:4c:a9:73:7b:e3,-86;,e2:28:6d:9b:e2:5f,-90;,18:83:bf:e4:39:02,-85;,02:15:99:d9:ed:86,-88;,bc:4d:fb:0d:44:0b,-72;,fa:8f:ca:8a:58:48,-81;,fa:8f:ca:7a:cb:a3,-88;,00:fc:8d:d7:15:da,-88;,,903d185fccf839df
1497538118722,54:67:51:4c:24:76,-79;,c8:0e:14:1b:0a:0c,-83;,ec:cb:30:ef:ab:13,-81;,5c:49:79:27:bd:ef,-74;,ec:cb:30:ef:ab:14,-80;,54:67:51:84:84:3b,-83;,1c:5f:2b:07:a8:06,-83;,00:11:32:75:2e:20,-82;,f4:f2:6d:d5:3a:cc,-67;,ce:ce:1e:56:a7:e8,-86;,5c:49:79:57:c8:d5,-75;,00:1d:19:a0:1b:76,-73;,18:83:bf:59:bf:5a,-61;,e8:de:27:3e:45:27,-82;,bc:4d:fb:32:e9:f8,-79;,84:9c:a6:6a:81:f5,-84;,54:67:51:54:e9:b1,-86;,34:31:c4:89:7b:c0,-85;,54:67:51:cc:21:b5,-88;,b4:30:52:d3:3d:05,-81;,d4:63:fe:1f:a6:1e,-90;,70:3a:d8:4e:a3:c0,-76;,b4:30:52:d3:3d:06,-80;,e8:de:27:3e:45:28,-67;,e0:28:6d:97:87:14,-73;,9c:c7:a6:fe:d9:98,-77;,ac:a3:1e:07:42:92,-90;,ac:a3:1e:07:42:94,-91;,a8:d3:f7:00:9e:9e,-88;,cc:ce:1e:67:61:4e,-88;,cc:ce:1e:56:a7:e8,-88;,c8:d7:19:3b:fc:87,-91;,cc:ce:1e:00:c1:90,-90;,e0:28:6d:97:87:15,-89;,00:71:c2:2e:71:f1,-78;,5c:7d:5e:2c:79:f4,-83;,4a:67:51:84:84:4a,-72;,ac:a3:1e:07:42:90,-91;,ce:ce:1e:56:a7:e7,-84;,46:65:0d:e4:7a:a1,-89;,5c:dc:96:d1:fe:b5,-89;,b8:bc:1b:81:b8:c8,-89;,c8:0e:14:0c:65:99,-91;,54:67:51:c5:d8:a6,-91;,84:94:8c:e4:51:88,-82;,5c:49:79:27:bd:ee,-77;,a8:d3:f7:00:9e:9a,-82;,c8:0e:14:1b:0a:0b,-72;,74:31:70:e1:f9:21,-87;,84:94:8c:b3:5b:a8,-84;,e0:28:6d:11:91:28,-81;,ac:e8:7b:1a:7e:22,-85;,ec:cb:30:ef:ab:12,-85;,ea:de:27:3c:45:28,-67;,e0:46:9a:a4:3e:bd,-73;,bc:4d:fb:0d:44:08,-73;,34:31:c4:24:50:f9,-74;,54:67:51:54:e9:c1,-76;,84:9c:a6:25:02:80,-77;,34:31:c4:89:7b:bf,-78;,00:24:fe:47:02:58,-81;,cc:ce:1e:56:a7:e7,-84;,5c:4c:a9:73:7b:e3,-86;,e2:28:6d:9b:e2:5f,-90;,18:83:bf:e4:39:02,-85;,02:15:99:d9:ed:86,-88;,bc:4d:fb:0d:44:0b,-72;,fa:8f:ca:8a:58:48,-81;,fa:8f:ca:7a:cb:a3,-88;,00:fc:8d:d7:15:da,-88;,,903d185fccf839df
1497538119029,54:67:51:4c:24:76,-79;,c8:0e:14:1b:0a:0c,-83;,ec:cb:30:ef:ab:13,-81;,5c:49:79:27:bd:ef,-74;,ec:cb:30:ef:ab:14,-80;,54:67:51:84:84:3b,-83;,1c:5f:2b:07:a8:06,-83;,00:11:32:75:2e:20,-82;,f4:f2:6d:d5:3a:cc,-67;,ce:ce:1e:56:a7:e8,-86;,5c:49:79:57:c8:d5,-75;,00:1d:19:a0:1b:76,-73;,18:83:bf:59:bf:5a,-61;,e8:de:27:3e:45:27,-82;,bc:4d:fb:32:e9:f8,-79;,84:9c:a6:6a:81:f5,-84;,54:67:51:54:e9:b1,-86;,34:31:c4:89:7b:c0,-85;,54:67:51:cc:21:b5,-88;,b4:30:52:d3:3d:05,-81;,d4:63:fe:1f:a6:1e,-90;,70:3a:d8:4e:a3:c0,-76;,b4:30:52:d3:3d:06,-80;,e8:de:27:3e:45:28,-67;,e0:28:6d:97:87:14,-73;,9c:c7:a6:fe:d9:98,-77;,ac:a3:1e:07:42:92,-90;,ac:a3:1e:07:42:94,-91;,a8:d3:f7:00:9e:9e,-88;,cc:ce:1e:67:61:4e,-88;,cc:ce:1e:56:a7:e8,-88;,c8:d7:19:3b:fc:87,-91;,cc:ce:1e:00:c1:90,-90;,e0:28:6d:97:87:15,-89;,00:71:c2:2e:71:f1,-78;,5c:7d:5e:2c:79:f4,-83;,4a:67:51:84:84:4a,-72;,ac:a3:1e:07:42:90,-91;,ce:ce:1e:56:a7:e7,-84;,46:65:0d:e4:7a:a1,-89;,5c:dc:96:d1:fe:b5,-89;,b8:bc:1b:81:b8:c8,-89;,c8:0e:14:0c:65:99,-91;,54:67:51:c5:d8:a6,-91;,84:94:8c:e4:51:88,-82;,5c:49:79:27:bd:ee,-77;,a8:d3:f7:00:9e:9a,-82;,c8:0e:14:1b:0a:0b,-72;,74:31:70:e1:f9:21,-87;,84:94:8c:b3:5b:a8,-84;,e0:28:6d:11:91:28,-81;,ac:e8:7b:1a:7e:22,-85;,ec:cb:30:ef:ab:12,-85;,ea:de:27:3c:45:28,-67;,e0:46:9a:a4:3e:bd,-73;,bc:4d:fb:0d:44:08,-73;,34:31:c4:24:50:f9,-74;,54:67:51:54:e9:c1,-76;,84:9c:a6:25:02:80,-77;,34:31:c4:89:7b:bf,-78;,00:24:fe:47:02:58,-81;,cc:ce:1e:56:a7:e7,-84;,5c:4c:a9:73:7b:e3,-86;,e2:28:6d:9b:e2:5f,-90;,18:83:bf:e4:39:02,-85;,02:15:99:d9:ed:86,-88;,bc:4d:fb:0d:44:0b,-72;,fa:8f:ca:8a:58:48,-81;,fa:8f:ca:7a:cb:a3,-88;,00:fc:8d:d7:15:da,-88;,,903d185fccf839df
1497538119321,54:67:51:4c:24:76,-79;,c8:0e:14:1b:0a:0c,-83;,ec:cb:30:ef:ab:13,-81;,5c:49:79:27:bd:ef,-74;,ec:cb:30:ef:ab:14,-80;,54:67:51:84:84:3b,-83;,1c:5f:2b:07:a8:06,-83;,00:11:32:75:2e:20,-82;,f4:f2:6d:d5:3a:cc,-67;,ce:ce:1e:56:a7:e8,-86;,5c:49:79:57:c8:d5,-75;,00:1d:19:a0:1b:76,-73;,18:83:bf:59:bf:5a,-61;,e8:de:27:3e:45:27,-82;,bc:4d:fb:32:e9:f8,-79;,84:9c:a6:6a:81:f5,-84;,54:67:51:54:e9:b1,-86;,34:31:c4:89:7b:c0,-85;,54:67:51:cc:21:b5,-88;,b4:30:52:d3:3d:05,-81;,d4:63:fe:1f:a6:1e,-90;,70:3a:d8:4e:a3:c0,-76;,b4:30:52:d3:3d:06,-80;,e8:de:27:3e:45:28,-67;,e0:28:6d:97:87:14,-73;,9c:c7:a6:fe:d9:98,-77;,ac:a3:1e:07:42:92,-90;,ac:a3:1e:07:42:94,-91;,a8:d3:f7:00:9e:9e,-88;,cc:ce:1e:67:61:4e,-88;,cc:ce:1e:56:a7:e8,-88;,c8:d7:19:3b:fc:87,-91;,cc:ce:1e:00:c1:90,-90;,e0:28:6d:97:87:15,-89;,00:71:c2:2e:71:f1,-78;,5c:7d:5e:2c:79:f4,-83;,4a:67:51:84:84:4a,-72;,ac:a3:1e:07:42:90,-91;,ce:ce:1e:56:a7:e7,-84;,46:65:0d:e4:7a:a1,-89;,5c:dc:96:d1:fe:b5,-89;,b8:bc:1b:81:b8:c8,-89;,c8:0e:14:0c:65:99,-91;,54:67:51:c5:d8:a6,-91;,84:94:8c:e4:51:88,-82;,5c:49:79:27:bd:ee,-77;,a8:d3:f7:00:9e:9a,-82;,c8:0e:14:1b:0a:0b,-72;,74:31:70:e1:f9:21,-87;,84:94:8c:b3:5b:a8,-84;,e0:28:6d:11:91:28,-81;,ac:e8:7b:1a:7e:22,-85;,ec:cb:30:ef:ab:12,-85;,ea:de:27:3c:45:28,-67;,e0:46:9a:a4:3e:bd,-73;,bc:4d:fb:0d:44:08,-73;,34:31:c4:24:50:f9,-74;,54:67:51:54:e9:c1,-76;,84:9c:a6:25:02:80,-77;,34:31:c4:89:7b:bf,-78;,00:24:fe:47:02:58,-81;,cc:ce:1e:56:a7:e7,-84;,5c:4c:a9:73:7b:e3,-86;,e2:28:6d:9b:e2:5f,-90;,18:83:bf:e4:39:02,-85;,02:15:99:d9:ed:86,-88;,bc:4d:fb:0d:44:0b,-72;,fa:8f:ca:8a:58:48,-81;,fa:8f:ca:7a:cb:a3,-88;,00:fc:8d:d7:15:da,-88;,,903d185fccf839df
1497538119652,54:67:51:4c:24:76,-79;,c8:0e:14:1b:0a:0c,-83;,ec:cb:30:ef:ab:13,-81;,5c:49:79:27:bd:ef,-74;,ec:cb:30:ef:ab:14,-80;,54:67:51:84:84:3b,-83;,1c:5f:2b:07:a8:06,-83;,00:11:32:75:2e:20,-82;,f4:f2:6d:d5:3a:cc,-67;,ce:ce:1e:56:a7:e8,-86;,5c:49:79:57:c8:d5,-75;,00:1d:19:a0:1b:76,-73;,18:83:bf:59:bf:5a,-61;,e8:de:27:3e:45:27,-82;,bc:4d:fb:32:e9:f8,-79;,84:9c:a6:6a:81:f5,-84;,54:67:51:54:e9:b1,-86;,34:31:c4:89:7b:c0,-85;,54:67:51:cc:21:b5,-88;,b4:30:52:d3:3d:05,-81;,d4:63:fe:1f:a6:1e,-90;,70:3a:d8:4e:a3:c0,-76;,b4:30:52:d3:3d:06,-80;,e8:de:27:3e:45:28,-67;,e0:28:6d:97:87:14,-73;,9c:c7:a6:fe:d9:98,-77;,ac:a3:1e:07:42:92,-90;,ac:a3:1e:07:42:94,-91;,a8:d3:f7:00:9e:9e,-88;,cc:ce:1e:67:61:4e,-88;,cc:ce:1e:56:a7:e8,-88;,c8:d7:19:3b:fc:87,-91;,cc:ce:1e:00:c1:90,-90;,e0:28:6d:97:87:15,-89;,00:71:c2:2e:71:f1,-78;,5c:7d:5e:2c:79:f4,-83;,4a:67:51:84:84:4a,-72;,ac:a3:1e:07:42:90,-91;,ce:ce:1e:56:a7:e7,-84;,46:65:0d:e4:7a:a1,-89;,5c:dc:96:d1:fe:b5,-89;,b8:bc:1b:81:b8:c8,-89;,c8:0e:14:0c:65:99,-91;,54:67:51:c5:d8:a6,-91;,84:94:8c:e4:51:88,-82;,5c:49:79:27:bd:ee,-77;,a8:d3:f7:00:9e:9a,-82;,c8:0e:14:1b:0a:0b,-72;,74:31:70:e1:f9:21,-87;,84:94:8c:b3:5b:a8,-84;,e0:28:6d:11:91:28,-81;,ac:e8:7b:1a:7e:22,-85;,ec:cb:30:ef:ab:12,-85;,ea:de:27:3c:45:28,-67;,e0:46:9a:a4:3e:bd,-73;,bc:4d:fb:0d:44:08,-73;,34:31:c4:24:50:f9,-74;,54:67:51:54:e9:c1,-76;,84:9c:a6:25:02:80,-77;,34:31:c4:89:7b:bf,-78;,00:24:fe:47:02:58,-81;,cc:ce:1e:56:a7:e7,-84;,5c:4c:a9:73:7b:e3,-86;,e2:28:6d:9b:e2:5f,-90;,18:83:bf:e4:39:02,-85;,02:15:99:d9:ed:86,-88;,bc:4d:fb:0d:44:0b,-72;,fa:8f:ca:8a:58:48,-81;,fa:8f:ca:7a:cb:a3,-88;,00:fc:8d:d7:15:da,-88;,,903d185fccf839df
1497538119907,54:67:51:4c:24:76,-79;,c8:0e:14:1b:0a:0c,-83;,ec:cb:30:ef:ab:13,-81;,5c:49:79:27:bd:ef,-74;,ec:cb:30:ef:ab:14,-80;,54:67:51:84:84:3b,-83;,1c:5f:2b:07:a8:06,-83;,00:11:32:75:2e:20,-82;,f4:f2:6d:d5:3a:cc,-67;,ce:ce:1e:56:a7:e8,-86;,5c:49:79:57:c8:d5,-75;,00:1d:19:a0:1b:76,-73;,18:83:bf:59:bf:5a,-61;,e8:de:27:3e:45:27,-82;,bc:4d:fb:32:e9:f8,-79;,84:9c:a6:6a:81:f5,-84;,54:67:51:54:e9:b1,-86;,34:31:c4:89:7b:c0,-85;,54:67:51:cc:21:b5,-88;,b4:30:52:d3:3d:05,-81;,d4:63:fe:1f:a6:1e,-90;,70:3a:d8:4e:a3:c0,-76;,b4:30:52:d3:3d:06,-80;,e8:de:27:3e:45:28,-67;,e0:28:6d:97:87:14,-73;,9c:c7:a6:fe:d9:98,-77;,ac:a3:1e:07:42:92,-90;,ac:a3:1e:07:42:94,-91;,a8:d3:f7:00:9e:9e,-88;,cc:ce:1e:67:61:4e,-88;,cc:ce:1e:56:a7:e8,-88;,c8:d7:19:3b:fc:87,-91;,cc:ce:1e:00:c1:90,-90;,e0:28:6d:97:87:15,-89;,00:71:c2:2e:71:f1,-78;,5c:7d:5e:2c:79:f4,-83;,4a:67:51:84:84:4a,-72;,ac:a3:1e:07:42:90,-91;,ce:ce:1e:56:a7:e7,-84;,46:65:0d:e4:7a:a1,-89;,5c:dc:96:d1:fe:b5,-89;,b8:bc:1b:81:b8:c8,-89;,c8:0e:14:0c:65:99,-91;,54:67:51:c5:d8:a6,-91;,84:94:8c:e4:51:88,-82;,5c:49:79:27:bd:ee,-77;,a8:d3:f7:00:9e:9a,-82;,c8:0e:14:1b:0a:0b,-72;,74:31:70:e1:f9:21,-87;,84:94:8c:b3:5b:a8,-84;,e0:28:6d:11:91:28,-81;,ac:e8:7b:1a:7e:22,-85;,ec:cb:30:ef:ab:12,-85;,ea:de:27:3c:45:28,-67;,e0:46:9a:a4:3e:bd,-73;,bc:4d:fb:0d:44:08,-73;,34:31:c4:24:50:f9,-74;,54:67:51:54:e9:c1,-76;,84:9c:a6:25:02:80,-77;,34:31:c4:89:7b:bf,-78;,00:24:fe:47:02:58,-81;,cc:ce:1e:56:a7:e7,-84;,5c:4c:a9:73:7b:e3,-86;,e2:28:6d:9b:e2:5f,-90;,18:83:bf:e4:39:02,-85;,02:15:99:d9:ed:86,-88;,bc:4d:fb:0d:44:0b,-72;,fa:8f:ca:8a:58:48,-81;,fa:8f:ca:7a:cb:a3,-88;,00:fc:8d:d7:15:da,-88;,,903d185fccf839df
1497538120206,54:67:51:4c:24:76,-79;,c8:0e:14:1b:0a:0c,-83;,ec:cb:30:ef:ab:13,-81;,5c:49:79:27:bd:ef,-74;,ec:cb:30:ef:ab:14,-80;,54:67:51:84:84:3b,-83;,1c:5f:2b:07:a8:06,-83;,00:11:32:75:2e:20,-82;,f4:f2:6d:d5:3a:cc,-67;,ce:ce:1e:56:a7:e8,-86;,5c:49:79:57:c8:d5,-75;,00:1d:19:a0:1b:76,-73;,18:83:bf:59:bf:5a,-61;,e8:de:27:3e:45:27,-82;,bc:4d:fb:32:e9:f8,-79;,84:9c:a6:6a:81:f5,-84;,54:67:51:54:e9:b1,-86;,34:31:c4:89:7b:c0,-85;,54:67:51:cc:21:b5,-88;,b4:30:52:d3:3d:05,-81;,d4:63:fe:1f:a6:1e,-90;,70:3a:d8:4e:a3:c0,-76;,b4:30:52:d3:3d:06,-80;,e8:de:27:3e:45:28,-67;,e0:28:6d:97:87:14,-73;,9c:c7:a6:fe:d9:98,-77;,ac:a3:1e:07:42:92,-90;,ac:a3:1e:07:42:94,-91;,a8:d3:f7:00:9e:9e,-88;,cc:ce:1e:67:61:4e,-88;,cc:ce:1e:56:a7:e8,-88;,c8:d7:19:3b:fc:87,-91;,cc:ce:1e:00:c1:90,-90;,e0:28:6d:97:87:15,-89;,00:71:c2:2e:71:f1,-78;,5c:7d:5e:2c:79:f4,-83;,4a:67:51:84:84:4a,-72;,ac:a3:1e:07:42:90,-91;,ce:ce:1e:56:a7:e7,-84;,46:65:0d:e4:7a:a1,-89;,5c:dc:96:d1:fe:b5,-89;,b8:bc:1b:81:b8:c8,-89;,c8:0e:14:0c:65:99,-91;,54:67:51:c5:d8:a6,-91;,84:94:8c:e4:51:88,-82;,5c:49:79:27:bd:ee,-77;,a8:d3:f7:00:9e:9a,-82;,c8:0e:14:1b:0a:0b,-72;,74:31:70:e1:f9:21,-87;,84:94:8c:b3:5b:a8,-84;,e0:28:6d:11:91:28,-81;,ac:e8:7b:1a:7e:22,-85;,ec:cb:30:ef:ab:12,-85;,ea:de:27:3c:45:28,-67;,e0:46:9a:a4:3e:bd,-73;,bc:4d:fb:0d:44:08,-73;,34:31:c4:24:50:f9,-74;,54:67:51:54:e9:c1,-76;,84:9c:a6:25:02:80,-77;,34:31:c4:89:7b:bf,-78;,00:24:fe:47:02:58,-81;,cc:ce:1e:56:a7:e7,-84;,5c:4c:a9:73:7b:e3,-86;,e2:28:6d:9b:e2:5f,-90;,18:83:bf:e4:39:02,-85;,02:15:99:d9:ed:86,-88;,bc:4d:fb:0d:44:0b,-72;,fa:8f:ca:8a:58:48,-81;,fa:8f:ca:7a:cb:a3,-88;,00:fc:8d:d7:15:da,-88;,,903d185fccf839df
1497538120522,54:67:51:4c:24:76,-79;,c8:0e:14:1b:0a:0c,-83;,ec:cb:30:ef:ab:13,-81;,5c:49:79:27:bd:ef,-74;,ec:cb:30:ef:ab:14,-80;,54:67:51:84:84:3b,-83;,1c:5f:2b:07:a8:06,-83;,00:11:32:75:2e:20,-82;,f4:f2:6d:d5:3a:cc,-67;,ce:ce:1e:56:a7:e8,-86;,5c:49:79:57:c8:d5,-75;,00:1d:19:a0:1b:76,-73;,18:83:bf:59:bf:5a,-61;,e8:de:27:3e:45:27,-82;,bc:4d:fb:32:e9:f8,-79;,84:9c:a6:6a:81:f5,-84;,54:67:51:54:e9:b1,-86;,34:31:c4:89:7b:c0,-85;,54:67:51:cc:21:b5,-88;,b4:30:52:d3:3d:05,-81;,d4:63:fe:1f:a6:1e,-90;,70:3a:d8:4e:a3:c0,-76;,b4:30:52:d3:3d:06,-80;,e8:de:27:3e:45:28,-67;,e0:28:6d:97:87:14,-73;,9c:c7:a6:fe:d9:98,-77;,ac:a3:1e:07:42:92,-90;,ac:a3:1e:07:42:94,-91;,a8:d3:f7:00:9e:9e,-88;,cc:ce:1e:67:61:4e,-88;,cc:ce:1e:56:a7:e8,-88;,c8:d7:19:3b:fc:87,-91;,cc:ce:1e:00:c1:90,-90;,e0:28:6d:97:87:15,-89;,00:71:c2:2e:71:f1,-78;,5c:7d:5e:2c:79:f4,-83;,4a:67:51:84:84:4a,-72;,ac:a3:1e:07:42:90,-91;,ce:ce:1e:56:a7:e7,-84;,46:65:0d:e4:7a:a1,-89;,5c:dc:96:d1:fe:b5,-89;,b8:bc:1b:81:b8:c8,-89;,c8:0e:14:0c:65:99,-91;,54:67:51:c5:d8:a6,-91;,84:94:8c:e4:51:88,-82;,5c:49:79:27:bd:ee,-77;,a8:d3:f7:00:9e:9a,-82;,c8:0e:14:1b:0a:0b,-72;,74:31:70:e1:f9:21,-87;,84:94:8c:b3:5b:a8,-84;,e0:28:6d:11:91:28,-81;,ac:e8:7b:1a:7e:22,-85;,ec:cb:30:ef:ab:12,-85;,ea:de:27:3c:45:28,-67;,e0:46:9a:a4:3e:bd,-73;,bc:4d:fb:0d:44:08,-73;,34:31:c4:24:50:f9,-74;,54:67:51:54:e9:c1,-76;,84:9c:a6:25:02:80,-77;,34:31:c4:89:7b:bf,-78;,00:24:fe:47:02:58,-81;,cc:ce:1e:56:a7:e7,-84;,5c:4c:a9:73:7b:e3,-86;,e2:28:6d:9b:e2:5f,-90;,18:83:bf:e4:39:02,-85;,02:15:99:d9:ed:86,-88;,bc:4d:fb:0d:44:0b,-72;,fa:8f:ca:8a:58:48,-81;,fa:8f:ca:7a:cb:a3,-88;,00:fc:8d:d7:15:da,-88;,,903d185fccf839df
1497538120827,54:67:51:4c:24:76,-79;,c8:0e:14:1b:0a:0c,-83;,ec:cb:30:ef:ab:13,-81;,5c:49:79:27:bd:ef,-74;,ec:cb:30:ef:ab:14,-80;,54:67:51:84:84:3b,-83;,1c:5f:2b:07:a8:06,-83;,00:11:32:75:2e:20,-82;,f4:f2:6d:d5:3a:cc,-67;,ce:ce:1e:56:a7:e8,-86;,5c:49:79:57:c8:d5,-75;,00:1d:19:a0:1b:76,-73;,18:83:bf:59:bf:5a,-61;,e8:de:27:3e:45:27,-82;,bc:4d:fb:32:e9:f8,-79;,84:9c:a6:6a:81:f5,-84;,54:67:51:54:e9:b1,-86;,34:31:c4:89:7b:c0,-85;,54:67:51:cc:21:b5,-88;,b4:30:52:d3:3d:05,-81;,d4:63:fe:1f:a6:1e,-90;,70:3a:d8:4e:a3:c0,-76;,b4:30:52:d3:3d:06,-80;,e8:de:27:3e:45:28,-67;,e0:28:6d:97:87:14,-73;,9c:c7:a6:fe:d9:98,-77;,ac:a3:1e:07:42:92,-90;,ac:a3:1e:07:42:94,-91;,a8:d3:f7:00:9e:9e,-88;,cc:ce:1e:67:61:4e,-88;,cc:ce:1e:56:a7:e8,-88;,c8:d7:19:3b:fc:87,-91;,cc:ce:1e:00:c1:90,-90;,e0:28:6d:97:87:15,-89;,00:71:c2:2e:71:f1,-78;,5c:7d:5e:2c:79:f4,-83;,4a:67:51:84:84:4a,-72;,ac:a3:1e:07:42:90,-91;,ce:ce:1e:56:a7:e7,-84;,46:65:0d:e4:7a:a1,-89;,5c:dc:96:d1:fe:b5,-89;,b8:bc:1b:81:b8:c8,-89;,c8:0e:14:0c:65:99,-91;,54:67:51:c5:d8:a6,-91;,84:94:8c:e4:51:88,-82;,5c:49:79:27:bd:ee,-77;,a8:d3:f7:00:9e:9a,-82;,c8:0e:14:1b:0a:0b,-72;,74:31:70:e1:f9:21,-87;,84:94:8c:b3:5b:a8,-84;,e0:28:6d:11:91:28,-81;,ac:e8:7b:1a:7e:22,-85;,ec:cb:30:ef:ab:12,-85;,ea:de:27:3c:45:28,-67;,e0:46:9a:a4:3e:bd,-73;,bc:4d:fb:0d:44:08,-73;,34:31:c4:24:50:f9,-74;,54:67:51:54:e9:c1,-76;,84:9c:a6:25:02:80,-77;,34:31:c4:89:7b:bf,-78;,00:24:fe:47:02:58,-81;,cc:ce:1e:56:a7:e7,-84;,5c:4c:a9:73:7b:e3,-86;,e2:28:6d:9b:e2:5f,-90;,18:83:bf:e4:39:02,-85;,02:15:99:d9:ed:86,-88;,bc:4d:fb:0d:44:0b,-72;,fa:8f:ca:8a:58:48,-81;,fa:8f:ca:7a:cb:a3,-88;,00:fc:8d:d7:15:da,-88;,,903d185fccf839df
1497538121132,54:67:51:4c:24:76,-79;,c8:0e:14:1b:0a:0c,-83;,ec:cb:30:ef:ab:13,-81;,5c:49:79:27:bd:ef,-74;,ec:cb:30:ef:ab:14,-80;,54:67:51:84:84:3b,-83;,1c:5f:2b:07:a8:06,-83;,00:11:32:75:2e:20,-82;,f4:f2:6d:d5:3a:cc,-67;,ce:ce:1e:56:a7:e8,-86;,5c:49:79:57:c8:d5,-75;,00:1d:19:a0:1b:76,-73;,18:83:bf:59:bf:5a,-61;,e8:de:27:3e:45:27,-82;,bc:4d:fb:32:e9:f8,-79;,84:9c:a6:6a:81:f5,-84;,54:67:51:54:e9:b1,-86;,34:31:c4:89:7b:c0,-85;,54:67:51:cc:21:b5,-88;,b4:30:52:d3:3d:05,-81;,d4:63:fe:1f:a6:1e,-90;,70:3a:d8:4e:a3:c0,-76;,b4:30:52:d3:3d:06,-80;,e8:de:27:3e:45:28,-67;,e0:28:6d:97:87:14,-73;,9c:c7:a6:fe:d9:98,-77;,ac:a3:1e:07:42:92,-90;,ac:a3:1e:07:42:94,-91;,a8:d3:f7:00:9e:9e,-88;,cc:ce:1e:67:61:4e,-88;,cc:ce:1e:56:a7:e8,-88;,c8:d7:19:3b:fc:87,-91;,cc:ce:1e:00:c1:90,-90;,e0:28:6d:97:87:15,-89;,00:71:c2:2e:71:f1,-78;,5c:7d:5e:2c:79:f4,-83;,4a:67:51:84:84:4a,-72;,ac:a3:1e:07:42:90,-91;,ce:ce:1e:56:a7:e7,-84;,46:65:0d:e4:7a:a1,-89;,5c:dc:96:d1:fe:b5,-89;,b8:bc:1b:81:b8:c8,-89;,c8:0e:14:0c:65:99,-91;,54:67:51:c5:d8:a6,-91;,84:94:8c:e4:51:88,-82;,5c:49:79:27:bd:ee,-77;,a8:d3:f7:00:9e:9a,-82;,c8:0e:14:1b:0a:0b,-72;,74:31:70:e1:f9:21,-87;,84:94:8c:b3:5b:a8,-84;,e0:28:6d:11:91:28,-81;,ac:e8:7b:1a:7e:22,-85;,ec:cb:30:ef:ab:12,-85;,ea:de:27:3c:45:28,-67;,e0:46:9a:a4:3e:bd,-73;,bc:4d:fb:0d:44:08,-73;,34:31:c4:24:50:f9,-74;,54:67:51:54:e9:c1,-76;,84:9c:a6:25:02:80,-77;,34:31:c4:89:7b:bf,-78;,00:24:fe:47:02:58,-81;,cc:ce:1e:56:a7:e7,-84;,5c:4c:a9:73:7b:e3,-86;,e2:28:6d:9b:e2:5f,-90;,18:83:bf:e4:39:02,-85;,02:15:99:d9:ed:86,-88;,bc:4d:fb:0d:44:0b,-72;,fa:8f:ca:8a:58:48,-81;,fa:8f:ca:7a:cb:a3,-88;,00:fc:8d:d7:15:da,-88;,,903d185fccf839df
