1496069628883,a0:f3:c1:13:df:ba,-69;,14:cc:20:b1:00:60,-78;,70:4d:7b:19:75:40,-83;,f4:f2:6d:59:2e:4e,-72;,a4:2b:b0:b1:e0:47,-75;,c0:ff:d4:bd:88:26,-78;,70:4d:7b:52:58:f4,-74;,98:de:d0:ed:c3:f8,-80;,30:b5:c2:df:f8:18,-68;,dc:53:7c:a9:4d:48,-73;,60:e3:27:ff:4a:30,-77;,2e:71:d9:70:16:6a,-75;,dc:4a:3e:1a:c3:9e,-80;,3c:46:d8:2a:8c:3c,-69;,e8:94:f6:42:7d:ec,-75;,04:a1:51:e2:a1:16,-81;,70:8b:cd:b0:c8:8c,-77;,00:23:12:10:ee:5e,-76;,9c:d3:6d:b9:cf:f2,-87;,00:24:b2:de:11:60,-89;,04:53:7c:68:03:1c,-80;,04:53:7c:a9:4d:4a,-71;,04:35:3b:f2:53:22,-78;,38:10:d5:0f:8e:43,-69;,10:fe:ed:ac:22:46,-72;,08:96:d7:03:86:d4,-73;,34:81:c4:e7:8c:6f,-78;,18:a6:f7:d2:eb:fc,-81;,f4:f2:6d:94:a5:5a,-81;,08:96:d7:13:b1:20,-82;,5c:35:3b:f2:53:20,-84;,f8:d1:11:78:e1:2a,-84;,28:be:9b:34:3b:07,-85;,5c:dc:96:dc:75:1b,-85;,90:9f:33:e4:60:2c,-85;,1c:74:0d:65:62:93,-87;,d0:05:2a:94:c7:09,-87;,90:ef:68:87:b6:d8,-89;,88:03:55:45:97:18,-89;,4a:0e:14:94:73:f5,-86;,,903d185fccf839df
1496069629187,a0:f3:c1:13:df:ba,-69;,14:cc:20:b1:00:60,-78;,70:4d:7b:19:75:40,-83;,f4:f2:6d:59:2e:4e,-72;,a4:2b:b0:b1:e0:47,-75;,c0:ff:d4:bd:88:26,-78;,70:4d:7b:52:58:f4,-74;,98:de:d0:ed:c3:f8,-80;,30:b5:c2:df:f8:18,-68;,dc:53:7c:a9:4d:48,-73;,60:e3:27:ff:4a:30,-77;,2e:71:d9:70:16:6a,-75;,dc:4a:3e:1a:c3:9e,-80;,3c:46:d8:2a:8c:3c,-69;,e8:94:f6:42:7d:ec,-75;,04:a1:51:e2:a1:16,-81;,70:8b:cd:b0:c8:8c,-77;,00:23:12:10:ee:5e,-76;,9c:d3:6d:b9:cf:f2,-87;,00:24:b2:de:11:60,-89;,04:53:7c:68:03:1c,-80;,04:53:7c:a9:4d:4a,-71;,04:35:3b:f2:53:22,-78;,38:10:d5:0f:8e:43,-69;,10:fe:ed:ac:22:46,-72;,08:96:d7:03:86:d4,-73;,34:81:c4:e7:8c:6f,-78;,18:a6:f7:d2:eb:fc,-81;,f4:f2:6d:94:a5:5a,-81;,08:96:d7:13:b1:20,-82;,5c:35:3b:f2:53:20,-84;,f8:d1:11:78:e1:2a,-84;,28:be:9b:34:3b:07,-85;,5c:dc:96:dc:75:1b,-85;,90:9f:33:e4:60:2c,-85;,1c:74:0d:65:62:93,-87;,d0:05:2a:94:c7:09,-87;,90:ef:68:87:b6:d8,-89;,88:03:55:45:97:18,-89;,4a:0e:14:94:73:f5,-86;,,903d185fccf839df
1496069629488,a0:f3:c1:13:df:ba,-69;,14:cc:20:b1:00:60,-78;,70:4d:7b:19:75:40,-83;,f4:f2:6d:59:2e:4e,-72;,a4:2b:b0:b1:e0:47,-75;,c0:ff:d4:bd:88:26,-78;,70:4d:7b:52:58:f4,-74;,98:de:d0:ed:c3:f8,-80;,30:b5:c2:df:f8:18,-68;,dc:53:7c:a9:4d:48,-73;,60:e3:27:ff:4a:30,-77;,2e:71:d9:70:16:6a,-75;,dc:4a:3e:1a:c3:9e,-80;,3c:46:d8:2a:8c:3c,-69;,e8:94:f6:42:7d:ec,-75;,04:a1:51:e2:a1:16,-81;,70:8b:cd:b0:c8:8c,-77;,00:23:12:10:ee:5e,-76;,9c:d3:6d:b9:cf:f2,-87;,00:24:b2:de:11:60,-89;,04:53:7c:68:03:1c,-80;,04:53:7c:a9:4d:4a,-71;,04:35:3b:f2:53:22,-78;,38:10:d5:0f:8e:43,-69;,10:fe:ed:ac:22:46,-72;,08:96:d7:03:86:d4,-73;,34:81:c4:e7:8c:6f,-78;,18:a6:f7:d2:eb:fc,-81;,f4:f2:6d:94:a5:5a,-81;,08:96:d7:13:b1:20,-82;,5c:35:3b:f2:53:20,-84;,f8:d1:11:78:e1:2a,-84;,28:be:9b:34:3b:07,-85;,5c:dc:96:dc:75:1b,-85;,90:9f:33:e4:60:2c,-85;,1c:74:0d:65:62:93,-87;,d0:05:2a:94:c7:09,-87;,90:ef:68:87:b6:d8,-89;,88:03:55:45:97:18,-89;,4a:0e:14:94:73:f5,-86;,,903d185fccf839df
1496069629777,a0:f3:c1:13:df:ba,-69;,14:cc:20:b1:00:60,-78;,70:4d:7b:19:75:40,-83;,f4:f2:6d:59:2e:4e,-72;,a4:2b:b0:b1:e0:47,-75;,c0:ff:d4:bd:88:26,-78;,70:4d:7b:52:58:f4,-74;,98:de:d0:ed:c3:f8,-80;,30:b5:c2:df:f8:18,-68;,dc:53:7c:a9:4d:48,-73;,60:e3:27:ff:4a:30,-77;,2e:71:d9:70:16:6a,-75;,dc:4a:3e:1a:c3:9e,-80;,3c:46:d8:2a:8c:3c,-69;,e8:94:f6:42:7d:ec,-75;,04:a1:51:e2:a1:16,-81;,70:8b:cd:b0:c8:8c,-77;,00:23:12:10:ee:5e,-76;,9c:d3:6d:b9:cf:f2,-87;,00:24:b2:de:11:60,-89;,04:53:7c:68:03:1c,-80;,04:53:7c:a9:4d:4a,-71;,04:35:3b:f2:53:22,-78;,38:10:d5:0f:8e:43,-69;,10:fe:ed:ac:22:46,-72;,08:96:d7:03:86:d4,-73;,34:81:c4:e7:8c:6f,-78;,18:a6:f7:d2:eb:fc,-81;,f4:f2:6d:94:a5:5a,-81;,08:96:d7:13:b1:20,-82;,5c:35:3b:f2:53:20,-84;,f8:d1:11:78:e1:2a,-84;,28:be:9b:34:3b:07,-85;,5c:dc:96:dc:75:1b,-85;,90:9f:33:e4:60:2c,-85;,1c:74:0d:65:62:93,-87;,d0:05:2a:94:c7:09,-87;,90:ef:68:87:b6:d8,-89;,88:03:55:45:97:18,-89;,4a:0e:14:94:73:f5,-86;,,903d185fccf839df
1496069630097,a0:f3:c1:13:df:ba,-69;,14:cc:20:b1:00:60,-78;,70:4d:7b:19:75:40,-83;,f4:f2:6d:59:2e:4e,-72;,a4:2b:b0:b1:e0:47,-75;,c0:ff:d4:bd:88:26,-78;,70:4d:7b:52:58:f4,-74;,98:de:d0:ed:c3:f8,-80;,30:b5:c2:df:f8:18,-68;,dc:53:7c:a9:4d:48,-73;,60:e3:27:ff:4a:30,-77;,2e:71:d9:70:16:6a,-75;,dc:4a:3e:1a:c3:9e,-80;,3c:46:d8:2a:8c:3c,-69;,e8:94:f6:42:7d:ec,-75;,04:a1:51:e2:a1:16,-81;,70:8b:cd:b0:c8:8c,-77;,00:23:12:10:ee:5e,-76;,9c:d3:6d:b9:cf:f2,-87;,00:24:b2:de:11:60,-89;,04:53:7c:68:03:1c,-80;,04:53:7c:a9:4d:4a,-71;,04:35:3b:f2:53:22,-78;,38:10:d5:0f:8e:43,-69;,10:fe:ed:ac:22:46,-72;,08:96:d7:03:86:d4,-73;,34:81:c4:e7:8c:6f,-78;,18:a6:f7:d2:eb:fc,-81;,f4:f2:6d:94:a5:5a,-81;,08:96:d7:13:b1:20,-82;,5c:35:3b:f2:53:20,-84;,f8:d1:11:78:e1:2a,-84;,28:be:9b:34:3b:07,-85;,5c:dc:96:dc:75:1b,-85;,90:9f:33:e4:60:2c,-85;,1c:74:0d:65:62:93,-87;,d0:05:2a:94:c7:09,-87;,90:ef:68:87:b6:d8,-89;,88:03:55:45:97:18,-89;,4a:0e:14:94:73:f5,-86;,,903d185fccf839df
1496069630383,a0:f3:c1:13:df:ba,-69;,14:cc:20:b1:00:60,-78;,70:4d:7b:19:75:40,-83;,f4:f2:6d:59:2e:4e,-72;,a4:2b:b0:b1:e0:47,-75;,c0:ff:d4:bd:88:26,-78;,70:4d:7b:52:58:f4,-74;,98:de:d0:ed:c3:f8,-80;,30:b5:c2:df:f8:18,-68;,dc:53:7c:a9:4d:48,-73;,60:e3:27:ff:4a:30,-77;,2e:71:d9:70:16:6a,-75;,dc:4a:3e:1a:c3:9e,-80;,3c:46:d8:2a:8c:3c,-69;,e8:94:f6:42:7d:ec,-75;,04:a1:51:e2:a1:16,-81;,70:8b:cd:b0:c8:8c,-77;,00:23:12:10:ee:5e,-76;,9c:d3:6d:b9:cf:f2,-87;,00:24:b2:de:11:60,-89;,04:53:7c:68:03:1c,-80;,04:53:7c:a9:4d:4a,-71;,04:35:3b:f2:53:22,-78;,38:10:d5:0f:8e:43,-69;,10:fe:ed:ac:22:46,-72;,08:96:d7:03:86:d4,-73;,34:81:c4:e7:8c:6f,-78;,18:a6:f7:d2:eb:fc,-81;,f4:f2:6d:94:a5:5a,-81;,08:96:d7:13:b1:20,-82;,5c:35:3b:f2:53:20,-84;,f8:d1:11:78:e1:2a,-84;,28:be:9b:34:3b:07,-85;,5c:dc:96:dc:75:1b,-85;,90:9f:33:e4:60:2c,-85;,1c:74:0d:65:62:93,-87;,d0:05:2a:94:c7:09,-87;,90:ef:68:87:b6:d8,-89;,88:03:55:45:97:18,-89;,4a:0e:14:94:73:f5,-86;,,903d185fccf839df
1496069630681,a0:f3:c1:13:df:ba,-69;,14:cc:20:b1:00:60,-78;,70:4d:7b:19:75:40,-83;,f4:f2:6d:59:2e:4e,-72;,a4:2b:b0:b1:e0:47,-75;,c0:ff:d4:bd:88:26,-78;,70:4d:7b:52:58:f4,-74;,98:de:d0:ed:c3:f8,-80;,30:b5:c2:df:f8:18,-68;,dc:53:7c:a9:4d:48,-73;,60:e3:27:ff:4a:30,-77;,2e:71:d9:70:16:6a,-75;,dc:4a:3e:1a:c3:9e,-80;,3c:46:d8:2a:8c:3c,-69;,e8:94:f6:42:7d:ec,-75;,04:a1:51:e2:a1:16,-81;,70:8b:cd:b0:c8:8c,-77;,00:23:12:10:ee:5e,-76;,9c:d3:6d:b9:cf:f2,-87;,00:24:b2:de:11:60,-89;,04:53:7c:68:03:1c,-80;,04:53:7c:a9:4d:4a,-71;,04:35:3b:f2:53:22,-78;,38:10:d5:0f:8e:43,-69;,10:fe:ed:ac:22:46,-72;,08:96:d7:03:86:d4,-73;,34:81:c4:e7:8c:6f,-78;,18:a6:f7:d2:eb:fc,-81;,f4:f2:6d:94:a5:5a,-81;,08:96:d7:13:b1:20,-82;,5c:35:3b:f2:53:20,-84;,f8:d1:11:78:e1:2a,-84;,28:be:9b:34:3b:07,-85;,5c:dc:96:dc:75:1b,-85;,90:9f:33:e4:60:2c,-85;,1c:74:0d:65:62:93,-87;,d0:05:2a:94:c7:09,-87;,90:ef:68:87:b6:d8,-89;,88:03:55:45:97:18,-89;,4a:0e:14:94:73:f5,-86;,,903d185fccf839df
1496069630981,a0:f3:c1:13:df:ba,-69;,14:cc:20:b1:00:60,-78;,70:4d:7b:19:75:40,-83;,f4:f2:6d:59:2e:4e,-72;,a4:2b:b0:b1:e0:47,-75;,c0:ff:d4:bd:88:26,-78;,70:4d:7b:52:58:f4,-74;,98:de:d0:ed:c3:f8,-80;,30:b5:c2:df:f8:18,-68;,dc:53:7c:a9:4d:48,-73;,60:e3:27:ff:4a:30,-77;,2e:71:d9:70:16:6a,-75;,dc:4a:3e:1a:c3:9e,-80;,3c:46:d8:2a:8c:3c,-69;,e8:94:f6:42:7d:ec,-75;,04:a1:51:e2:a1:16,-81;,70:8b:cd:b0:c8:8c,-77;,00:23:12:10:ee:5e,-76;,9c:d3:6d:b9:cf:f2,-87;,00:24:b2:de:11:60,-89;,04:53:7c:68:03:1c,-80;,04:53:7c:a9:4d:4a,-71;,04:35:3b:f2:53:22,-78;,38:10:d5:0f:8e:43,-69;,10:fe:ed:ac:22:46,-72;,08:96:d7:03:86:d4,-73;,34:81:c4:e7:8c:6f,-78;,18:a6:f7:d2:eb:fc,-81;,f4:f2:6d:94:a5:5a,-81;,08:96:d7:13:b1:20,-82;,5c:35:3b:f2:53:20,-84;,f8:d1:11:78:e1:2a,-84;,28:be:9b:34:3b:07,-85;,5c:dc:96:dc:75:1b,-85;,90:9f:33:e4:60:2c,-85;,1c:74:0d:65:62:93,-87;,d0:05:2a:94:c7:09,-87;,90:ef:68:87:b6:d8,-89;,88:03:55:45:97:18,-89;,4a:0e:14:94:73:f5,-86;,,903d185fccf839df
1496069631289,a0:f3:c1:13:df:ba,-69;,14:cc:20:b1:00:60,-78;,70:4d:7b:19:75:40,-83;,f4:f2:6d:59:2e:4e,-72;,a4:2b:b0:b1:e0:47,-75;,c0:ff:d4:bd:88:26,-78;,70:4d:7b:52:58:f4,-74;,98:de:d0:ed:c3:f8,-80;,30:b5:c2:df:f8:18,-68;,dc:53:7c:a9:4d:48,-73;,60:e3:27:ff:4a:30,-77;,2e:71:d9:70:16:6a,-75;,dc:4a:3e:1a:c3:9e,-80;,3c:46:d8:2a:8c:3c,-69;,e8:94:f6:42:7d:ec,-75;,04:a1:51:e2:a1:16,-81;,70:8b:cd:b0:c8:8c,-77;,00:23:12:10:ee:5e,-76;,9c:d3:6d:b9:cf:f2,-87;,00:24:b2:de:11:60,-89;,04:53:7c:68:03:1c,-80;,04:53:7c:a9:4d:4a,-71;,04:35:3b:f2:53:22,-78;,38:10:d5:0f:8e:43,-69;,10:fe:ed:ac:22:46,-72;,08:96:d7:03:86:d4,-73;,34:81:c4:e7:8c:6f,-78;,18:a6:f7:d2:eb:fc,-81;,f4:f2:6d:94:a5:5a,-81;,08:96:d7:13:b1:20,-82;,5c:35:3b:f2:53:20,-84;,f8:d1:11:78:e1:2a,-84;,28:be:9b:34:3b:07,-85;,5c:dc:96:dc:75:1b,-85;,90:9f:33:e4:60:2c,-85;,1c:74:0d:65:62:93,-87;,d0:05:2a:94:c7:09,-87;,90:ef:68:87:b6:d8,-89;,88:03:55:45:97:18,-89;,4a:0e:14:94:73:f5,-86;,,903d185fccf839df
1496069631588,a0:f3:c1:13:df:ba,-69;,14:cc:20:b1:00:60,-78;,70:4d:7b:19:75:40,-83;,f4:f2:6d:59:2e:4e,-72;,a4:2b:b0:b1:e0:47,-75;,c0:ff:d4:bd:88:26,-78;,70:4d:7b:52:58:f4,-74;,98:de:d0:ed:c3:f8,-80;,30:b5:c2:df:f8:18,-68;,dc:53:7c:a9:4d:48,-73;,60:e3:27:ff:4a:30,-77;,2e:71:d9:70:16:6a,-75;,dc:4a:3e:1a:c3:9e,-80;,3c:46:d8:2a:8c:3c,-69;,e8:94:f6:42:7d:ec,-75;,04:a1:51:e2:a1:16,-81;,70:8b:cd:b0:c8:8c,-77;,00:23:12:10:ee:5e,-76;,9c:d3:6d:b9:cf:f2,-87;,00:24:b2:de:11:60,-89;,04:53:7c:68:03:1c,-80;,04:53:7c:a9:4d:4a,-71;,04:35:3b:f2:53:22,-78;,38:10:d5:0f:8e:43,-69;,10:fe:ed:ac:22:46,-72;,08:96:d7:03:86:d4,-73;,34:81:c4:e7:8c:6f,-78;,18:a6:f7:d2:eb:fc,-81;,f4:f2:6d:94:a5:5a,-81;,08:96:d7:13:b1:20,-82;,5c:35:3b:f2:53:20,-84;,f8:d1:11:78:e1:2a,-84;,28:be:9b:34:3b:07,-85;,5c:dc:96:dc:75:1b,-85;,90:9f:33:e4:60:2c,-85;,1c:74:0d:65:62:93,-87;,d0:05:2a:94:c7:09,-87;,90:ef:68:87:b6:d8,-89;,88:03:55:45:97:18,-89;,4a:0e:14:94:73:f5,-86;,,903d185fccf839df
1496069631878,a0:f3:c1:13:df:ba,-69;,14:cc:20:b1:00:60,-78;,70:4d:7b:19:75:40,-83;,f4:f2:6d:59:2e:4e,-72;,a4:2b:b0:b1:e0:47,-75;,c0:ff:d4:bd:88:26,-78;,70:4d:7b:52:58:f4,-74;,98:de:d0:ed:c3:f8,-80;,30:b5:c2:df:f8:18,-68;,dc:53:7c:a9:4d:48,-73;,60:e3:27:ff:4a:30,-77;,2e:71:d9:70:16:6a,-75;,dc:4a:3e:1a:c3:9e,-80;,3c:46:d8:2a:8c:3c,-69;,e8:94:f6:42:7d:ec,-75;,04:a1:51:e2:a1:16,-81;,70:8b:cd:b0:c8:8c,-77;,00:23:12:10:ee:5e,-76;,9c:d3:6d:b9:cf:f2,-87;,00:24:b2:de:11:60,-89;,04:53:7c:68:03:1c,-80;,04:53:7c:a9:4d:4a,-71;,04:35:3b:f2:53:22,-78;,38:10:d5:0f:8e:43,-69;,10:fe:ed:ac:22:46,-72;,08:96:d7:03:86:d4,-73;,34:81:c4:e7:8c:6f,-78;,18:a6:f7:d2:eb:fc,-81;,f4:f2:6d:94:a5:5a,-81;,08:96:d7:13:b1:20,-82;,5c:35:3b:f2:53:20,-84;,f8:d1:11:78:e1:2a,-84;,28:be:9b:34:3b:07,-85;,5c:dc:96:dc:75:1b,-85;,90:9f:33:e4:60:2c,-85;,1c:74:0d:65:62:93,-87;,d0:05:2a:94:c7:09,-87;,90:ef:68:87:b6:d8,-89;,88:03:55:45:97:18,-89;,4a:0e:14:94:73:f5,-86;,,903d185fccf839df
1496069632180,a0:f3:c1:13:df:ba,-69;,14:cc:20:b1:00:60,-78;,70:4d:7b:19:75:40,-83;,f4:f2:6d:59:2e:4e,-72;,a4:2b:b0:b1:e0:47,-75;,c0:ff:d4:bd:88:26,-78;,70:4d:7b:52:58:f4,-74;,98:de:d0:ed:c3:f8,-80;,30:b5:c2:df:f8:18,-68;,dc:53:7c:a9:4d:48,-73;,60:e3:27:ff:4a:30,-77;,2e:71:d9:70:16:6a,-75;,dc:4a:3e:1a:c3:9e,-80;,3c:46:d8:2a:8c:3c,-69;,e8:94:f6:42:7d:ec,-75;,04:a1:51:e2:a1:16,-81;,70:8b:cd:b0:c8:8c,-77;,00:23:12:10:ee:5e,-76;,9c:d3:6d:b9:cf:f2,-87;,00:24:b2:de:11:60,-89;,04:53:7c:68:03:1c,-80;,04:53:7c:a9:4d:4a,-71;,04:35:3b:f2:53:22,-78;,38:10:d5:0f:8e:43,-69;,10:fe:ed:ac:22:46,-72;,08:96:d7:03:86:d4,-73;,34:81:c4:e7:8c:6f,-78;,18:a6:f7:d2:eb:fc,-81;,f4:f2:6d:94:a5:5a,-81;,08:96:d7:13:b1:20,-82;,5c:35:3b:f2:53:20,-84;,f8:d1:11:78:e1:2a,-84;,28:be:9b:34:3b:07,-85;,5c:dc:96:dc:75:1b,-85;,90:9f:33:e4:60:2c,-85;,1c:74:0d:65:62:93,-87;,d0:05:2a:94:c7:09,-87;,90:ef:68:87:b6:d8,-89;,88:03:55:45:97:18,-89;,4a:0e:14:94:73:f5,-86;,,903d185fccf839df
1496069632480,a0:f3:c1:13:df:ba,-69;,14:cc:20:b1:00:60,-78;,70:4d:7b:19:75:40,-83;,f4:f2:6d:59:2e:4e,-72;,a4:2b:b0:b1:e0:47,-75;,c0:ff:d4:bd:88:26,-78;,70:4d:7b:52:58:f4,-74;,98:de:d0:ed:c3:f8,-80;,30:b5:c2:df:f8:18,-68;,dc:53:7c:a9:4d:48,-73;,60:e3:27:ff:4a:30,-77;,2e:71:d9:70:16:6a,-75;,dc:4a:3e:1a:c3:9e,-80;,3c:46:d8:2a:8c:3c,-69;,e8:94:f6:42:7d:ec,-75;,04:a1:51:e2:a1:16,-81;,70:8b:cd:b0:c8:8c,-77;,00:23:12:10:ee:5e,-76;,9c:d3:6d:b9:cf:f2,-87;,00:24:b2:de:11:60,-89;,04:53:7c:68:03:1c,-80;,04:53:7c:a9:4d:4a,-71;,04:35:3b:f2:53:22,-78;,38:10:d5:0f:8e:43,-69;,10:fe:ed:ac:22:46,-72;,08:96:d7:03:86:d4,-73;,34:81:c4:e7:8c:6f,-78;,18:a6:f7:d2:eb:fc,-81;,f4:f2:6d:94:a5:5a,-81;,08:96:d7:13:b1:20,-82;,5c:35:3b:f2:53:20,-84;,f8:d1:11:78:e1:2a,-84;,28:be:9b:34:3b:07,-85;,5c:dc:96:dc:75:1b,-85;,90:9f:33:e4:60:2c,-85;,1c:74:0d:65:62:93,-87;,d0:05:2a:94:c7:09,-87;,90:ef:68:87:b6:d8,-89;,88:03:55:45:97:18,-89;,4a:0e:14:94:73:f5,-86;,,903d185fccf839df
1496069632777,a0:f3:c1:13:df:ba,-69;,14:cc:20:b1:00:60,-78;,70:4d:7b:19:75:40,-83;,f4:f2:6d:59:2e:4e,-72;,a4:2b:b0:b1:e0:47,-75;,c0:ff:d4:bd:88:26,-78;,70:4d:7b:52:58:f4,-74;,98:de:d0:ed:c3:f8,-80;,30:b5:c2:df:f8:18,-68;,dc:53:7c:a9:4d:48,-73;,60:e3:27:ff:4a:30,-77;,2e:71:d9:70:16:6a,-75;,dc:4a:3e:1a:c3:9e,-80;,3c:46:d8:2a:8c:3c,-69;,e8:94:f6:42:7d:ec,-75;,04:a1:51:e2:a1:16,-81;,70:8b:cd:b0:c8:8c,-77;,00:23:12:10:ee:5e,-76;,9c:d3:6d:b9:cf:f2,-87;,00:24:b2:de:11:60,-89;,04:53:7c:68:03:1c,-80;,04:53:7c:a9:4d:4a,-71;,04:35:3b:f2:53:22,-78;,38:10:d5:0f:8e:43,-69;,10:fe:ed:ac:22:46,-72;,08:96:d7:03:86:d4,-73;,34:81:c4:e7:8c:6f,-78;,18:a6:f7:d2:eb:fc,-81;,f4:f2:6d:94:a5:5a,-81;,08:96:d7:13:b1:20,-82;,5c:35:3b:f2:53:20,-84;,f8:d1:11:78:e1:2a,-84;,28:be:9b:34:3b:07,-85;,5c:dc:96:dc:75:1b,-85;,90:9f:33:e4:60:2c,-85;,1c:74:0d:65:62:93,-87;,d0:05:2a:94:c7:09,-87;,90:ef:68:87:b6:d8,-89;,88:03:55:45:97:18,-89;,4a:0e:14:94:73:f5,-86;,,903d185fccf839df
1496069633082,a0:f3:c1:13:df:ba,-69;,14:cc:20:b1:00:60,-78;,70:4d:7b:19:75:40,-83;,f4:f2:6d:59:2e:4e,-72;,a4:2b:b0:b1:e0:47,-75;,c0:ff:d4:bd:88:26,-78;,70:4d:7b:52:58:f4,-74;,98:de:d0:ed:c3:f8,-80;,30:b5:c2:df:f8:18,-68;,dc:53:7c:a9:4d:48,-73;,60:e3:27:ff:4a:30,-77;,2e:71:d9:70:16:6a,-75;,dc:4a:3e:1a:c3:9e,-80;,3c:46:d8:2a:8c:3c,-69;,e8:94:f6:42:7d:ec,-75;,04:a1:51:e2:a1:16,-81;,70:8b:cd:b0:c8:8c,-77;,00:23:12:10:ee:5e,-76;,9c:d3:6d:b9:cf:f2,-87;,00:24:b2:de:11:60,-89;,04:53:7c:68:03:1c,-80;,04:53:7c:a9:4d:4a,-71;,04:35:3b:f2:53:22,-78;,38:10:d5:0f:8e:43,-69;,10:fe:ed:ac:22:46,-72;,08:96:d7:03:86:d4,-73;,34:81:c4:e7:8c:6f,-78;,18:a6:f7:d2:eb:fc,-81;,f4:f2:6d:94:a5:5a,-81;,08:96:d7:13:b1:20,-82;,5c:35:3b:f2:53:20,-84;,f8:d1:11:78:e1:2a,-84;,28:be:9b:34:3b:07,-85;,5c:dc:96:dc:75:1b,-85;,90:9f:33:e4:60:2c,-85;,1c:74:0d:65:62:93,-87;,d0:05:2a:94:c7:09,-87;,90:ef:68:87:b6:d8,-89;,88:03:55:45:97:18,-89;,4a:0e:14:94:73:f5,-86;,,903d185fccf839df
1496069633384,a0:f3:c1:13:df:ba,-69;,14:cc:20:b1:00:60,-78;,70:4d:7b:19:75:40,-83;,f4:f2:6d:59:2e:4e,-72;,a4:2b:b0:b1:e0:47,-75;,c0:ff:d4:bd:88:26,-78;,70:4d:7b:52:58:f4,-74;,98:de:d0:ed:c3:f8,-80;,30:b5:c2:df:f8:18,-68;,dc:53:7c:a9:4d:48,-73;,60:e3:27:ff:4a:30,-77;,2e:71:d9:70:16:6a,-75;,dc:4a:3e:1a:c3:9e,-80;,3c:46:d8:2a:8c:3c,-69;,e8:94:f6:42:7d:ec,-75;,04:a1:51:e2:a1:16,-81;,70:8b:cd:b0:c8:8c,-77;,00:23:12:10:ee:5e,-76;,9c:d3:6d:b9:cf:f2,-87;,00:24:b2:de:11:60,-89;,04:53:7c:68:03:1c,-80;,04:53:7c:a9:4d:4a,-71;,04:35:3b:f2:53:22,-78;,38:10:d5:0f:8e:43,-69;,10:fe:ed:ac:22:46,-72;,08:96:d7:03:86:d4,-73;,34:81:c4:e7:8c:6f,-78;,18:a6:f7:d2:eb:fc,-81;,f4:f2:6d:94:a5:5a,-81;,08:96:d7:13:b1:20,-82;,5c:35:3b:f2:53:20,-84;,f8:d1:11:78:e1:2a,-84;,28:be:9b:34:3b:07,-85;,5c:dc:96:dc:75:1b,-85;,90:9f:33:e4:60:2c,-85;,1c:74:0d:65:62:93,-87;,d0:05:2a:94:c7:09,-87;,90:ef:68:87:b6:d8,-89;,88:03:55:45:97:18,-89;,4a:0e:14:94:73:f5,-86;,,903d185fccf839df
1496069633694,a0:f3:c1:13:df:ba,-69;,14:cc:20:b1:00:60,-78;,70:4d:7b:19:75:40,-83;,f4:f2:6d:59:2e:4e,-72;,a4:2b:b0:b1:e0:47,-75;,c0:ff:d4:bd:88:26,-78;,70:4d:7b:52:58:f4,-74;,98:de:d0:ed:c3:f8,-80;,30:b5:c2:df:f8:18,-68;,dc:53:7c:a9:4d:48,-73;,60:e3:27:ff:4a:30,-77;,2e:71:d9:70:16:6a,-75;,dc:4a:3e:1a:c3:9e,-80;,3c:46:d8:2a:8c:3c,-69;,e8:94:f6:42:7d:ec,-75;,04:a1:51:e2:a1:16,-81;,70:8b:cd:b0:c8:8c,-77;,00:23:12:10:ee:5e,-76;,9c:d3:6d:b9:cf:f2,-87;,00:24:b2:de:11:60,-89;,04:53:7c:68:03:1c,-80;,04:53:7c:a9:4d:4a,-71;,04:35:3b:f2:53:22,-78;,38:10:d5:0f:8e:43,-69;,10:fe:ed:ac:22:46,-72;,08:96:d7:03:86:d4,-73;,34:81:c4:e7:8c:6f,-78;,18:a6:f7:d2:eb:fc,-81;,f4:f2:6d:94:a5:5a,-81;,08:96:d7:13:b1:20,-82;,5c:35:3b:f2:53:20,-84;,f8:d1:11:78:e1:2a,-84;,28:be:9b:34:3b:07,-85;,5c:dc:96:dc:75:1b,-85;,90:9f:33:e4:60:2c,-85;,1c:74:0d:65:62:93,-87;,d0:05:2a:94:c7:09,-87;,90:ef:68:87:b6:d8,-89;,88:03:55:45:97:18,-89;,4a:0e:14:94:73:f5,-86;,,903d185fccf839df
